"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.576008322E-2,-2.672275901E-1,-6.676845551E-1,-1.104991138E-1
2.578408318E-2,-2.981229424E-1,-7.431481481E-1,-1.870367676E-1
3.580908338E-2,-3.146509230E-1,-8.263780475E-1,-2.344025224E-1
4.583408358E-2,-3.316472173E-1,-7.531509399E-1,-3.038537502E-1
5.585808353E-2,-3.673377037E-1,-5.936147571E-1,-3.832316995E-1
6.588308327E-2,-3.920800686E-1,-4.713127911E-1,-4.290319383E-1
7.590708323E-2,-4.086253345E-1,-4.410946369E-1,-4.562902153E-1
8.593208343E-2,-4.042899907E-1,-4.761357009E-1,-4.684515297E-1
9.595708316E-2,-3.816338480E-1,-5.708632469E-1,-4.744610190E-1
1.059810836E-1,-3.474540412E-1,-7.138674855E-1,-4.841008484E-1
1.160060833E-1,-3.084355593E-1,-8.654220104E-1,-5.087540746E-1
1.260300833E-1,-2.660952806E-1,-9.613272548E-1,-5.570191145E-1
1.360550835E-1,-2.457707971E-1,-9.990514517E-1,-6.410809159E-1
1.460800832E-1,-2.539642751E-1,-9.792591333E-1,-7.417126894E-1
1.561040832E-1,-2.903082967E-1,-8.993853927E-1,-8.053048253E-1
1.661290834E-1,-3.466679752E-1,-8.140078783E-1,-8.126969337E-1
1.761530833E-1,-3.955152035E-1,-7.580213547E-1,-7.655583620E-1
1.861780835E-1,-4.297645390E-1,-7.104783058E-1,-6.753355265E-1
1.962030833E-1,-4.476002455E-1,-6.704241037E-1,-5.834085345E-1
2.062270832E-1,-4.451722503E-1,-6.254699230E-1,-5.185922384E-1
2.162520834E-1,-4.201682210E-1,-6.222401261E-1,-4.829858243E-1
2.262760834E-1,-3.568973839E-1,-6.479513645E-1,-4.497490525E-1
2.363010836E-1,-2.757442892E-1,-7.197611928E-1,-4.134300351E-1
2.463260833E-1,-2.067055702E-1,-8.115739226E-1,-3.980537355E-1
2.563500833E-1,-1.518276036E-1,-9.237337112E-1,-4.007048011E-1
2.663750835E-1,-1.138881966E-1,-1.038658857E0,-4.185572863E-1
2.763990834E-1,-1.138545200E-1,-1.156539917E0,-4.614232481E-1
2.864240832E-1,-1.401897371E-1,-1.288800716E0,-5.264323354E-1
2.964490834E-1,-1.749719083E-1,-1.328327417E0,-6.160868406E-1
3.064730833E-1,-2.179651856E-1,-1.249636650E0,-7.134991288E-1
3.164980835E-1,-2.478370070E-1,-1.217907548E0,-7.752256989E-1
3.265220835E-1,-2.353638262E-1,-1.224239707E0,-7.614869475E-1
3.365470832E-1,-1.746017486E-1,-1.250134826E0,-6.983448863E-1
3.465720834E-1,-7.829465717E-2,-1.286265850E0,-6.119343638E-1
3.565960834E-1,2.987104096E-2,-1.361503601E0,-5.330208540E-1
3.666210836E-1,1.368763149E-1,-1.493606806E0,-4.809725881E-1
3.766450835E-1,2.409861982E-1,-1.675320268E0,-4.662141800E-1
3.866700833E-1,3.261540830E-1,-1.859468341E0,-4.883780777E-1
3.966950835E-1,4.026059210E-1,-2.027217627E0,-5.253864527E-1
4.067190834E-1,4.705450237E-1,-2.199360371E0,-5.521690845E-1
4.167440832E-1,5.282799602E-1,-2.342760563E0,-5.524904132E-1
4.267690834E-1,4.735189974E-1,-2.241967916E0,-5.317630172E-1
4.367930833E-1,3.061983585E-1,-2.007739067E0,-4.697797596E-1
4.468180835E-1,2.905365825E-1,-1.733338833E0,-2.647656202E-1
4.568420835E-1,2.577852011E-1,-1.519459128E0,-6.910504401E-2
4.668670832E-1,2.036343515E-1,-1.462624311E0,7.511071861E-2
4.768920834E-1,1.439072341E-1,-1.362527132E0,1.823882312E-1
4.869160834E-1,8.337439597E-2,-1.282652497E0,2.775075436E-1
4.969410836E-1,4.511634633E-2,-1.259167671E0,3.879838586E-1
5.069650835E-1,1.725195907E-2,-1.441271186E0,4.895831645E-1
5.169900833E-1,-3.290519118E-2,-1.689564109E0,5.513643026E-1
5.270150835E-1,-1.220276132E-1,-1.897668839E0,5.603404641E-1
5.370390834E-1,-2.478688657E-1,-1.898918390E0,5.033687949E-1
5.470640832E-1,-3.820152283E-1,-1.761786103E0,3.913983107E-1
5.570880836E-1,-4.793825448E-1,-1.506151557E0,2.700144947E-1
5.671130833E-1,-4.996161759E-1,-1.219722748E0,1.723124385E-1
5.771380835E-1,-4.393152595E-1,-9.317818880E-1,1.045453399E-1
5.871620835E-1,-3.253202438E-1,-7.789819837E-1,5.419188365E-2
5.971870832E-1,-1.814236492E-1,-7.579900622E-1,1.689232886E-2
6.072120834E-1,-3.381662443E-2,-7.307578921E-1,-1.733781397E-2
6.172360834E-1,1.041140631E-1,-6.493228674E-1,-8.256568015E-2
6.272610836E-1,2.161958516E-1,-6.928418279E-1,-1.495772004E-1
6.372850835E-1,2.999950051E-1,-6.679570079E-1,-2.172191888E-1
6.473100833E-1,3.405314982E-1,-6.569640040E-1,-2.878656685E-1
6.573350835E-1,3.421003520E-1,-6.673670411E-1,-3.384956121E-1
6.673590834E-1,2.903306186E-1,-6.268310547E-1,-3.820699751E-1
6.773840832E-1,1.694867462E-1,-5.920508504E-1,-4.379158914E-1
6.874090834E-1,-3.632307053E-3,-5.633336902E-1,-5.063716769E-1
6.974330833E-1,-1.795654744E-1,-5.301696062E-1,-5.810109973E-1
7.074580835E-1,-3.195550740E-1,-4.688082635E-1,-6.567696929E-1
7.174820835E-1,-4.000546038E-1,-3.729434907E-1,-7.381288409E-1
7.275070832E-1,-4.340226948E-1,-2.462435812E-1,-8.266597986E-1
7.375320834E-1,-4.487749636E-1,-1.910391450E-1,-9.229943752E-1
7.475560834E-1,-4.813163877E-1,-2.682535052E-1,-1.001940608E0
7.575810836E-1,-5.475757718E-1,-3.977972567E-1,-1.042352557E0
7.676060833E-1,-6.082209945E-1,-4.933698475E-1,-1.057162642E0
7.776300833E-1,-6.297860742E-1,-5.592228174E-1,-1.074061275E0
7.876550835E-1,-5.793011189E-1,-8.343806267E-1,-1.095798254E0
7.976790834E-1,-4.256922305E-1,-1.265130758E0,-1.136702418E0
8.077040832E-1,-2.609203160E-1,-1.288882375E0,-1.243185520E0
8.177290834E-1,-5.195756257E-2,-1.107114077E0,-1.410233259E0
8.277530833E-1,2.079291344E-1,-8.583919406E-1,-1.577092767E0
8.377780835E-1,4.624743760E-1,-7.650443912E-1,-1.697550535E0
8.478021249E-1,6.614410281E-1,-7.950315475E-1,-1.796658397E0
8.578271251E-1,8.937816620E-1,-1.177421212E0,-1.815948606E0
8.678521249E-1,9.760459065E-1,-1.459342360E0,-1.696816087E0
8.778761248E-1,8.668555021E-1,-1.641261220E0,-1.509800196E0
8.879011250E-1,6.625183821E-1,-1.677456260E0,-1.255758524E0
8.979261252E-1,5.194038749E-1,-1.654595017E0,-1.097302794E0
9.079501252E-1,5.075317621E-1,-1.827114820E0,-1.113715768E0
9.179751249E-1,5.875740051E-1,-2.041327953E0,-1.150072098E0
9.280001251E-1,7.126333714E-1,-2.124600172E0,-1.096863151E0
9.380241251E-1,8.223854899E-1,-2.058126211E0,-9.585096836E-1
9.480491248E-1,8.031188846E-1,-1.993217707E0,-7.510369420E-1
9.580731252E-1,6.935392618E-1,-2.199547529E0,-5.128823519E-1
9.680981250E-1,5.990478992E-1,-2.434811831E0,-2.863453925E-1
9.781231252E-1,5.798202753E-1,-2.636305809E0,-1.287084967E-1
9.881471251E-1,6.570719481E-1,-2.731353998E0,-3.738417104E-2
9.981721248E-1,6.613779664E-1,-2.482950926E0,7.264629006E-2
1.008197125E0,4.095854163E-1,-2.189363003E0,2.713545859E-1
1.018221125E0,1.399170514E-2,-1.982805967E0,4.473187923E-1
1.028246125E0,-3.084688783E-1,-1.850963235E0,5.566902757E-1
1.038270125E0,-4.532581568E-1,-1.852296591E0,6.458634138E-1
1.048295125E0,-4.464223385E-1,-2.096565008E0,7.403385043E-1
1.058320125E0,-3.488148153E-1,-2.216816664E0,7.978484631E-1
1.068344125E0,-2.383160144E-1,-2.353490114E0,7.918654680E-1
1.078369125E0,-1.312934756E-1,-2.396613121E0,7.726489305E-1
1.088394125E0,-3.015700914E-2,-2.291771650E0,8.209682703E-1
1.098418125E0,8.403296024E-2,-2.165330648E0,9.835051298E-1
1.108443125E0,2.257187068E-1,-2.034751415E0,1.180286407E0
1.118467125E0,3.142876029E-1,-1.839643240E0,1.390992284E0
1.128492125E0,3.039098084E-1,-1.656493664E0,1.495865941E0
1.138517125E0,1.817612201E-1,-1.572955966E0,1.483743191E0
1.148541125E0,-5.385238212E-3,-1.627034187E0,1.582268953E0
1.158566125E0,-9.577018768E-2,-1.703683972E0,1.613551497E0
1.168591125E0,-1.697597206E-1,-1.820328593E0,1.590107441E0
1.178615125E0,-5.576167256E-2,-1.867453575E0,1.628874540E0
1.188640125E0,2.751896083E-1,-1.834305167E0,1.737669706E0
1.198665125E0,6.926099658E-1,-1.667286158E0,1.816432595E0
1.208689125E0,1.033334732E0,-1.350634456E0,1.799083710E0
1.218714125E0,1.167115569E0,-1.097838759E0,1.693343639E0
1.228738125E0,1.115342855E0,-8.733793497E-1,1.497614980E0
1.238763125E0,9.597929716E-1,-6.841737032E-1,1.239657998E0
1.248788125E0,9.302862287E-1,-4.757696092E-1,1.038870573E0
1.258812125E0,1.085859299E0,-4.945109487E-1,9.846861959E-1
