"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.083334589E-5,2.165860087E-1,8.742165565E-2,-6.291688979E-2
1.011683333E-2,2.057622969E-1,5.072422326E-2,-7.812191546E-2
2.014183335E-2,1.464912444E-1,1.622323692E-2,-8.522323519E-2
3.016683334E-2,6.468119472E-2,-1.286072657E-3,-8.652014285E-2
4.019283334E-2,-2.271496691E-2,4.484997597E-3,-7.758630067E-2
5.021783334E-2,-9.956333786E-2,3.355589509E-2,-6.774787605E-2
6.024383334E-2,-1.561275572E-1,7.583011687E-2,-6.096667424E-2
7.026883334E-2,-1.915024370E-1,1.152181402E-1,-5.806948617E-2
8.029483334E-2,-2.122724354E-1,1.441874802E-1,-5.358472094E-2
9.031983334E-2,-2.162570208E-1,1.647772342E-1,-5.189120024E-2
1.003448333E-1,-2.078339756E-1,1.753087044E-1,-4.886585101E-2
1.103708333E-1,-1.848789901E-1,1.916762143E-1,-4.647931829E-2
1.203958333E-1,-1.572305858E-1,2.157365531E-1,-5.542141572E-2
1.304218333E-1,-1.249465048E-1,2.225387245E-1,-7.047364861E-2
1.404468333E-1,-8.585263044E-2,2.276562601E-1,-9.279679507E-2
1.504718333E-1,-4.403735325E-2,2.404778898E-1,-1.157411709E-1
1.604978333E-1,-8.821039461E-3,2.379713207E-1,-1.395975053E-1
1.705228333E-1,2.761640586E-2,2.388754487E-1,-1.626768708E-1
1.805488333E-1,7.426193357E-2,2.838365138E-1,-1.780987084E-1
1.905738333E-1,1.544291675E-1,3.670214713E-1,-1.985339820E-1
2.005988333E-1,2.717249095E-1,5.262641907E-1,-2.165649086E-1
2.106248333E-1,4.121957719E-1,7.153507471E-1,-2.327660918E-1
2.206498333E-1,5.592182875E-1,8.929415345E-1,-2.595438957E-1
2.306758333E-1,7.118371129E-1,1.063864708E0,-2.836180031E-1
2.407008333E-1,8.667612076E-1,1.254764080E0,-3.024249673E-1
2.507258333E-1,1.028349757E0,1.483164549E0,-3.368676603E-1
2.607518333E-1,1.193563461E0,1.711227298E0,-3.182324469E-1
2.707768333E-1,1.337993860E0,2.068913937E0,-2.773499489E-1
2.808028333E-1,1.456466436E0,2.466334105E0,-3.256703317E-1
2.908278333E-1,1.536472559E0,2.769468307E0,-4.350156486E-1
3.008528333E-1,1.579378486E0,2.948508263E0,-5.403329730E-1
3.108788333E-1,1.578029037E0,3.049700975E0,-6.294100285E-1
3.209038333E-1,1.502531409E0,3.178066492E0,-7.502586842E-1
3.309298333E-1,1.352861285E0,3.215375423E0,-8.922215104E-1
3.409548333E-1,1.131145954E0,2.968428612E0,-1.027903199E0
3.509798333E-1,8.223520517E-1,2.198738813E0,-1.204177022E0
3.610058333E-1,5.794456601E-1,1.711533189E0,-1.269035697E0
3.710308333E-1,5.141227245E-1,1.688449025E0,-1.029810786E0
3.810568333E-1,5.585106611E-1,1.886097670E0,-7.513551712E-1
3.910818333E-1,6.448526382E-1,1.859041691E0,-6.795381308E-1
4.011068333E-1,7.710803747E-1,1.768257141E0,-7.710033059E-1
4.111328333E-1,9.380905628E-1,1.757217884E0,-8.929571509E-1
4.211578333E-1,1.065612316E0,1.682188988E0,-9.898748994E-1
4.311838333E-1,9.632236958E-1,1.282477856E0,-1.092090368E0
4.412088333E-1,5.742354989E-1,5.374383926E-1,-1.106262565E0
4.512338333E-1,1.426113546E-1,-5.485843867E-2,-1.246558666E0
4.612598333E-1,-1.382488012E-1,-5.975066498E-2,-1.528508544E0
4.712848333E-1,-3.227299452E-1,-1.269201934E-1,-1.718524337E0
4.813108333E-1,-4.326396883E-1,-5.170847774E-1,-1.733316302E0
4.913358333E-1,-4.761668742E-1,-1.151340604E0,-1.654170275E0
5.013608333E-1,-4.817549884E-1,-1.782615304E0,-1.559571147E0
5.113868333E-1,-4.555042982E-1,-2.222306490E0,-1.483969927E0
5.214118333E-1,-3.765042722E-1,-2.485860825E0,-1.368447781E0
5.314378333E-1,-1.869449466E-1,-2.630864620E0,-1.144785285E0
5.414628333E-1,1.342493147E-1,-2.630528688E0,-8.268470764E-1
5.514888333E-1,5.646051168E-1,-2.545446873E0,-4.587171972E-1
5.615138333E-1,1.008805990E0,-2.449182510E0,-1.062845737E-1
5.715388333E-1,1.340255380E0,-2.467498064E0,1.295261979E-1
5.815648333E-1,1.451200724E0,-2.635929585E0,1.961009651E-1
5.915887917E-1,1.384365201E0,-2.867160082E0,9.802623838E-2
6.016137917E-1,1.252441049E0,-3.030655622E0,-7.292766124E-2
6.116397917E-1,1.122253895E0,-3.080657721E0,-2.403358519E-1
6.216647917E-1,1.032111526E0,-3.008637190E0,-3.529936969E-1
6.316907917E-1,1.009109855E0,-2.835017920E0,-3.776440024E-1
6.417157917E-1,9.992588162E-1,-2.633170366E0,-3.352563381E-1
6.517417917E-1,8.692691326E-1,-2.423408270E0,-2.767961025E-1
6.617667917E-1,5.062336922E-1,-2.047203302E0,-2.670835555E-1
6.717917917E-1,1.370979995E-1,-1.600100756E0,-2.887642384E-1
6.818177917E-1,-8.573669195E-2,-1.167000175E0,-2.892047465E-1
6.918427917E-1,-2.806088328E-1,-7.787351608E-1,-3.174858093E-1
7.018687917E-1,-4.449239969E-1,-5.600363612E-1,-3.486120105E-1
7.118937917E-1,-5.950130820E-1,-4.860771894E-1,-3.823904991E-1
7.219187917E-1,-7.397015691E-1,-5.056673884E-1,-4.074865282E-1
7.319447917E-1,-8.656799197E-1,-5.306364894E-1,-4.039261341E-1
7.419697917E-1,-9.613296986E-1,-5.124037266E-1,-3.675945103E-1
7.519957917E-1,-1.000643134E0,-4.222362936E-1,-3.004361689E-1
7.620207917E-1,-9.981459379E-1,-2.860044241E-1,-2.119798064E-1
7.720457917E-1,-9.795131087E-1,-1.500237733E-1,-1.187720001E-1
7.820717917E-1,-9.490199089E-1,-4.539989680E-2,-5.676428229E-2
7.920967917E-1,-9.273207784E-1,-1.046251692E-2,-2.037364803E-2
8.021227917E-1,-9.221068621E-1,-3.831358999E-2,-1.135724969E-2
8.121477917E-1,-9.361562133E-1,-9.972324967E-2,-2.452036180E-2
8.221727917E-1,-9.573251605E-1,-2.064084113E-1,-4.776949063E-2
8.321987917E-1,-9.673834443E-1,-3.479643166E-1,-7.739621401E-2
8.422237917E-1,-9.483016133E-1,-4.779755771E-1,-1.021620184E-1
8.522497917E-1,-8.845348954E-1,-5.758144259E-1,-1.051970199E-1
8.622747917E-1,-7.777882218E-1,-6.564956903E-1,-9.525837004E-2
8.722997917E-1,-6.530900598E-1,-7.918823361E-1,-1.071954295E-1
8.823257917E-1,-5.434061885E-1,-9.775017500E-1,-1.517895311E-1
8.923507917E-1,-4.561422765E-1,-1.235707998E0,-2.176131755E-1
9.023767917E-1,-4.064737856E-1,-1.497552872E0,-2.782541513E-1
9.124017917E-1,-3.765873015E-1,-1.744449854E0,-3.274039328E-1
9.224277917E-1,-3.526028693E-1,-1.950760961E0,-3.439829051E-1
9.324527917E-1,-3.332476914E-1,-2.148619175E0,-3.329663277E-1
9.424777917E-1,-3.244350255E-1,-2.377724409E0,-3.258660734E-1
9.525037917E-1,-3.579111993E-1,-2.540404797E0,-3.233446479E-1
9.625287917E-1,-4.291155934E-1,-2.611015081E0,-3.328542709E-1
9.725547917E-1,-5.536893010E-1,-2.673688173E0,-3.271548748E-1
9.825797917E-1,-6.881155372E-1,-2.739472628E0,-2.696244717E-1
9.926047917E-1,-7.987837791E-1,-2.781240225E0,-1.506260633E-1
1.002630792E0,-8.580859900E-1,-2.828613997E0,3.489719331E-2
1.012655792E0,-8.533893824E-1,-2.909120798E0,3.060960770E-1
1.022681792E0,-7.757515907E-1,-3.071003199E0,6.500036120E-1
1.032706792E0,-6.170860529E-1,-3.382870436E0,1.029093981E0
1.042732792E0,-3.884787261E-1,-3.770051003E0,1.376127601E0
1.052757792E0,-8.910495788E-2,-4.137264252E0,1.611929059E0
1.062782792E0,2.520244122E-1,-4.466795921E0,1.731184602E0
1.072808792E0,5.694469213E-1,-4.665723324E0,1.750707269E0
1.082833792E0,7.917785645E-1,-4.713504314E0,1.670353055E0
1.092859792E0,8.314046264E-1,-4.628427505E0,1.514717937E0
1.102884792E0,6.952505112E-1,-4.527004719E0,1.330538034E0
1.112909792E0,4.591196179E-1,-4.129459381E0,1.245127320E0
1.122935792E0,1.260662824E-1,-3.577699184E0,1.220949888E0
1.132960792E0,-2.790570855E-1,-3.089974642E0,1.236241341E0
1.142986792E0,-7.274852395E-1,-2.736177444E0,1.254987836E0
1.153011792E0,-1.191785812E0,-2.561877012E0,1.294848680E0
1.163036792E0,-1.636282802E0,-2.290030479E0,1.260415077E0
1.173062792E0,-2.043793440E0,-1.939067364E0,1.100774646E0
1.183087792E0,-2.386684179E0,-1.508470893E0,8.974894881E-1
1.193113792E0,-2.640921116E0,-1.217047811E0,7.317174673E-1
1.203138792E0,-2.819833994E0,-9.297947288E-1,6.237135530E-1
1.213164792E0,-2.908150196E0,-5.120009184E-1,5.537689328E-1
1.223189792E0,-2.873110533E0,-2.904517651E-1,5.023470521E-1
1.233214792E0,-2.677525520E0,-8.964385837E-2,4.175763726E-1
1.243240792E0,-2.386924028E0,7.429261506E-2,2.671330571E-1
1.253265792E0,-2.023742914E0,1.670315713E-1,1.238684356E-1
1.263291792E0,-1.599989176E0,1.356957555E-1,3.329193592E-2
1.273316792E0,-1.150178313E0,-2.167496830E-2,-3.282282501E-2
1.283341792E0,-6.949218512E-1,-2.011453956E-1,-9.048612416E-2
1.293367792E0,-2.647928894E-1,-2.926656604E-1,-1.268504858E-1
1.303392792E0,1.142684072E-1,-2.669491172E-1,-1.322468519E-1
1.313418792E0,4.039516449E-1,-2.407908738E-1,-1.451349854E-1
1.323443792E0,5.746400356E-1,-2.003025711E-1,-1.493635625E-1
1.333469792E0,6.565327644E-1,-2.301988304E-1,-1.213417351E-1
1.343494792E0,6.925796866E-1,-2.991294265E-1,-5.310168862E-2
1.353519792E0,7.267121673E-1,-5.101404190E-1,7.634609193E-2
1.363545792E0,8.490852118E-1,-7.547533512E-1,2.502156198E-1
1.373570792E0,9.553730488E-1,-6.614295840E-1,3.207745850E-1
1.383596792E0,1.061702132E0,-5.379059911E-1,3.354499340E-1
1.393621792E0,1.186447024E0,-4.342231452E-1,3.597887158E-1
1.403647792E0,1.327053666E0,-3.701061904E-1,3.712589443E-1
1.413672792E0,1.471289158E0,-3.162372410E-1,3.631097078E-1
1.423697792E0,1.620184302E0,-2.649745941E-1,3.425133526E-1
1.433723792E0,1.772863030E0,-2.350192368E-1,3.143781424E-1
1.443748792E0,1.952800274E0,-2.306564599E-1,2.786478400E-1
1.453774792E0,2.141085625E0,-2.044419497E-1,2.260138988E-1
1.463799792E0,2.298843384E0,-1.287226826E-1,1.659843773E-1
1.473824792E0,2.391228199E0,2.490011975E-2,1.274304837E-1
1.483850792E0,2.414828539E0,2.335673124E-1,1.010321528E-1
1.493875792E0,2.381948948E0,4.667603672E-1,8.111360669E-2
1.503901792E0,2.317464828E0,6.596525908E-1,6.477138400E-2
1.513926792E0,2.257239342E0,7.754177451E-1,4.847797006E-2
1.523952792E0,2.215923786E0,8.007785082E-1,1.706732064E-2
1.533977792E0,2.195053577E0,7.047627568E-1,-3.806227818E-2
1.544002792E0,2.193041086E0,5.328202844E-1,-1.123192012E-1
1.554028792E0,2.205063820E0,3.967012465E-1,-1.967290193E-1
1.564053792E0,2.234400988E0,3.569096327E-1,-2.886253893E-1
1.574079792E0,2.276700974E0,3.890898824E-1,-3.734435439E-1
1.584104792E0,2.320254564E0,4.237115085E-1,-4.472927451E-1
1.594131667E0,2.356846809E0,3.803630173E-1,-5.197983980E-1
1.604156667E0,2.403058767E0,2.912520468E-1,-5.969895720E-1
1.614181667E0,2.468844891E0,1.543570459E-1,-6.772801280E-1
1.624207667E0,2.554023504E0,-5.984418839E-2,-7.742719650E-1
1.634232667E0,2.672504425E0,-2.903181314E-1,-9.042412043E-1
1.644258667E0,2.820766687E0,-4.945796728E-1,-1.070905805E0
1.654283667E0,2.997572660E0,-5.936263204E-1,-1.253039479E0
1.664309667E0,3.195704460E0,-5.515518188E-1,-1.414741278E0
1.674334667E0,3.389812231E0,-3.803964257E-1,-1.539883256E0
1.684359667E0,3.511887312E0,-1.239425167E-1,-1.627425551E0
1.694385667E0,3.529822826E0,1.367693245E-1,-1.700928330E0
1.704410667E0,3.453337669E0,3.030624390E-1,-1.739374518E0
1.714436667E0,3.276600838E0,3.734060228E-1,-1.619973779E0
1.724461667E0,3.022875309E0,3.436278999E-1,-1.273278952E0
1.734487667E0,2.700031042E0,2.779875696E-1,-8.592913747E-1
1.744512667E0,2.329111338E0,1.682868749E-1,-8.185313940E-1
1.754537667E0,1.957862735E0,1.146259233E-1,-8.828890920E-1
1.764563667E0,1.686636090E0,4.751213267E-2,-8.676805496E-1
1.774588667E0,1.521154284E0,5.709612370E-2,-8.112838864E-1
1.784614667E0,1.412522554E0,2.568333596E-2,-7.715639472E-1
1.794639667E0,1.310057521E0,-4.919356853E-2,-7.815102935E-1
1.804665667E0,1.251604319E0,-9.591872990E-2,-7.931786776E-1
1.814690667E0,1.225692749E0,-8.567312360E-2,-8.084136844E-1
1.824715667E0,1.226434469E0,-1.246948447E-2,-8.146691918E-1
1.834741667E0,1.231930733E0,7.787463814E-2,-8.211389184E-1
1.844766667E0,1.237134814E0,1.090266928E-1,-7.588998079E-1
1.854792667E0,1.229620218E0,8.968695998E-2,-6.034945846E-1
1.864817667E0,1.207583904E0,-4.666156322E-2,-4.503704906E-1
1.874843667E0,1.146399498E0,-2.914148569E-1,-3.157418966E-1
1.884868667E0,1.023939371E0,-5.671207309E-1,-1.289877146E-1
1.894893667E0,8.390286565E-1,-7.994456291E-1,8.901739120E-2
1.904919667E0,6.154245734E-1,-8.963794112E-1,3.060269356E-1
1.914944667E0,3.783721328E-1,-8.577617407E-1,5.242510438E-1
1.924970667E0,1.110030264E-1,-8.790861964E-1,8.309989572E-1
1.934995667E0,-2.166145593E-1,-1.014676809E0,1.319658756E0
1.945021667E0,-6.438817382E-1,-1.237903833E0,1.972800970E0
1.955046667E0,-1.150102139E0,-1.506893754E0,2.604178190E0
1.965071667E0,-1.629061580E0,-1.699185729E0,3.022451401E0
1.975097667E0,-2.020993948E0,-1.801355600E0,3.157461882E0
