"Time (s)","X (µT)","Y (µT)","Z (µT)"
9.083334589E-5,-1.656585693E1,-3.117370605E0,-5.318241882E1
1.011683333E-2,-1.656399536E1,-3.250030518E0,-5.312185669E1
2.014183335E-2,-1.663063049E1,-3.332641602E0,-5.322769165E1
3.016683334E-2,-1.658128357E1,-3.468078613E0,-5.339753723E1
4.019283334E-2,-1.663513184E1,-3.663055420E0,-5.321598816E1
5.021783334E-2,-1.671420288E1,-3.732025146E0,-5.301617432E1
6.024383334E-2,-1.662878418E1,-3.729156494E0,-5.294303894E1
7.026883334E-2,-1.648625183E1,-3.590057373E0,-5.305563354E1
8.029483334E-2,-1.641360474E1,-3.357391357E0,-5.304397583E1
9.031983334E-2,-1.623513794E1,-3.133880615E0,-5.300314331E1
1.003448333E-1,-1.623258972E1,-3.187927246E0,-5.285530090E1
1.103708333E-1,-1.613664246E1,-3.133117676E0,-5.322590637E1
1.203958333E-1,-1.610383606E1,-2.968475342E0,-5.327705383E1
1.304218333E-1,-1.603903198E1,-2.995819092E0,-5.335951233E1
1.404468333E-1,-1.586328125E1,-2.921356201E0,-5.360200500E1
1.504718333E-1,-1.576335144E1,-2.926666260E0,-5.352947998E1
1.604978333E-1,-1.555731201E1,-2.968658447E0,-5.338990784E1
1.705228333E-1,-1.544096375E1,-2.875030518E0,-5.331727600E1
1.805488333E-1,-1.536331177E1,-3.136108398E0,-5.357315063E1
1.905738333E-1,-1.511909485E1,-3.123718262E0,-5.376412964E1
2.005988333E-1,-1.486206055E1,-3.250000000E0,-5.364567566E1
2.106248333E-1,-1.452894592E1,-3.418579102E0,-5.360955811E1
2.206498333E-1,-1.416569519E1,-3.728363037E0,-5.362246704E1
2.306758333E-1,-1.363098145E1,-4.085144043E0,-5.376512146E1
2.407008333E-1,-1.307783508E1,-4.607543945E0,-5.385205078E1
2.507258333E-1,-1.246072388E1,-5.009216309E0,-5.403218079E1
2.607518333E-1,-1.146775818E1,-5.734985352E0,-5.395123291E1
2.707768333E-1,-1.038896179E1,-6.347229004E0,-5.387799072E1
2.808028333E-1,-9.218261719E0,-6.871093750E0,-5.436599731E1
2.908278333E-1,-7.915069580E0,-7.709014893E0,-5.438087463E1
3.008528333E-1,-6.442321777E0,-8.494903564E0,-5.439930725E1
3.108788333E-1,-5.020278931E0,-9.384246826E0,-5.436303711E1
3.209038333E-1,-3.233474731E0,-1.030313110E1,-5.430613708E1
3.309298333E-1,-1.472732544E0,-1.109722900E1,-5.418313599E1
3.409548333E-1,2.733917236E-1,-1.186325073E1,-5.423295593E1
3.509798333E-1,1.773941040E0,-1.255294800E1,-5.379147339E1
3.610058333E-1,3.149795532E0,-1.276828003E1,-5.367727661E1
3.710308333E-1,4.191665649E0,-1.305291748E1,-5.358424377E1
3.810568333E-1,5.237106323E0,-1.332162476E1,-5.348475647E1
3.910818333E-1,6.263809204E0,-1.349792480E1,-5.329933167E1
4.011068333E-1,7.397537231E0,-1.378472900E1,-5.298393250E1
4.111328333E-1,8.401473999E0,-1.417858887E1,-5.276052856E1
4.211578333E-1,9.463012695E0,-1.461553955E1,-5.238093567E1
4.311838333E-1,1.037573242E1,-1.491131592E1,-5.239007568E1
4.412088333E-1,1.102296448E1,-1.545199585E1,-5.181289673E1
4.512338333E-1,1.127882385E1,-1.554235840E1,-5.186526489E1
4.612598333E-1,1.156666565E1,-1.551605225E1,-5.162538147E1
4.712848333E-1,1.180149841E1,-1.520892334E1,-5.173571777E1
4.813108333E-1,1.200271606E1,-1.500927734E1,-5.187269592E1
4.913358333E-1,1.197944641E1,-1.451632690E1,-5.187443542E1
5.013608333E-1,1.171272278E1,-1.413925171E1,-5.204013062E1
5.113868333E-1,1.125416565E1,-1.380230713E1,-5.232101440E1
5.214118333E-1,1.028074646E1,-1.338842773E1,-5.261828613E1
5.314378333E-1,9.242340088E0,-1.310632324E1,-5.286291504E1
5.414628333E-1,8.073791504E0,-1.291131592E1,-5.331636047E1
5.514888333E-1,6.864105225E0,-1.293054199E1,-5.322099304E1
5.615138333E-1,5.819274902E0,-1.306317139E1,-5.329286194E1
5.715388333E-1,4.458404541E0,-1.354147339E1,-5.366554260E1
