"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.361640930E-1,5.058421001E1,8.700959142E0,1.713305932E2,0.000000000E0,NaN,4.605028587E0,3.552217441E0
1.236146569E0,5.058421001E1,8.700959142E0,1.713305932E2,0.000000000E0,NaN,4.605028586E0,3.552217442E0
2.236130834E0,5.058420262E1,8.700961319E0,1.707205468E2,3.899999857E-1,1.835156247E2,4.605028574E0,3.552217457E0
3.236114025E0,5.058421328E1,8.700975582E0,1.705798608E2,3.899999857E-1,4.710937812E1,4.605028585E0,3.552217443E0
4.236097693E0,5.058425604E1,8.701015114E0,1.804900335E2,2.087097425E0,3.438249109E1,4.761685482E0,3.339294597E0
5.236081600E0,5.058427804E1,8.701038032E0,1.807247880E2,2.325970564E0,3.424375455E1,4.765230778E0,3.334233445E0
6.236067772E0,5.058429456E1,8.701055845E0,1.807863574E2,2.278426910E0,3.965904003E1,4.764545294E0,3.335212913E0
7.236052394E0,5.058431716E1,8.701072658E0,1.806415918E2,2.409555311E0,2.933259090E1,4.764985144E0,3.334584474E0
8.236033916E0,5.058434328E1,8.701077939E0,1.809745066E2,2.532155488E0,2.175575180E1,4.763060245E0,3.337333387E0
9.236017466E0,5.058437279E1,8.701092832E0,1.815049540E2,2.920430015E0,2.257899767E1,4.764588603E0,3.335151043E0
1.023600173E1,5.058438953E1,8.701105459E0,1.809033483E2,2.438032863E0,1.930200710E1,4.763765560E0,3.336326532E0
1.123598647E1,5.058441368E1,8.701107332E0,1.812109446E2,2.377207844E0,1.008052888E1,4.762074392E0,3.338739960E0
1.223597085E1,5.058443362E1,8.701109775E0,1.810491951E2,2.273856828E0,1.023717429E1,4.761562775E0,3.339469564E0
1.323595572E1,5.058445443E1,8.701101450E0,1.811072299E2,2.379227105E0,1.638413853E-1,4.761650403E0,3.339344617E0
1.423593998E1,5.058447675E1,8.701100791E0,1.810141114E2,2.560267847E0,3.597643047E2,4.760945069E0,3.340350144E0
1.523592627E1,5.058449773E1,8.701098027E0,1.806004871E2,2.451692205E0,3.582147309E2,4.757288096E0,3.345556307E0
1.623590958E1,5.058451784E1,8.701086402E0,1.809431267E2,2.574995187E0,3.504423798E2,4.754922507E0,3.348917584E0
1.723589492E1,5.058453920E1,8.701081521E0,1.806640313E2,2.524606398E0,3.534380108E2,4.753263332E0,3.351272106E0
1.823587894E1,5.058456172E1,8.701068774E0,1.809290511E2,2.536341013E0,3.448668026E2,4.751871916E0,3.353244745E0
1.923586762E1,5.058458305E1,8.701062494E0,1.808801583E2,2.539234480E0,3.432305846E2,4.752068681E0,3.352965893E0
2.023585010E1,5.058460328E1,8.701047692E0,1.810662178E2,2.398304327E0,3.422599288E2,4.750144169E0,3.355691792E0
2.123583508E1,5.058461855E1,8.701018514E0,1.819867939E2,2.435886113E0,3.261149330E2,4.750213345E0,3.355593869E0
2.223581946E1,5.058463900E1,8.701006810E0,1.813230504E2,2.522625055E0,3.317273188E2,4.724449803E0,3.391771084E0
2.323580456E1,5.058465435E1,8.700982530E0,1.811660314E2,2.445245421E0,3.250417076E2,4.724117974E0,3.392233247E0
2.423578990E1,5.058467372E1,8.700960124E0,1.819032592E2,2.518646995E0,3.238400547E2,4.724424222E0,3.391806717E0
