"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-1.163166657E-3,1.301842804E0,3.405268707E0,9.349258118E0
8.862833347E-3,1.232536926E0,3.456162872E0,9.005722504E0
1.888783334E-2,1.197809143E0,3.495830383E0,8.738228760E0
2.891283334E-2,1.152154083E0,3.497476959E0,8.606053619E0
3.893883334E-2,1.116228790E0,3.487896881E0,8.594527588E0
4.896383334E-2,1.070424042E0,3.491489410E0,8.655001831E0
5.898983334E-2,1.055904236E0,3.486100616E0,8.782087555E0
6.901483334E-2,1.048868866E0,3.471580811E0,8.872050476E0
7.904083334E-2,1.014290771E0,3.429667969E0,8.947942657E0
8.906583334E-2,1.009201355E0,3.409310303E0,9.019643555E0
9.909083333E-2,9.783654785E-1,3.424279175E0,9.096733246E0
1.091168333E-1,9.583071899E-1,3.441493378E0,9.172176361E0
1.191418333E-1,9.460327148E-1,3.477268982E0,9.245224457E0
1.291678333E-1,9.791139221E-1,3.503614197E0,9.289682007E0
1.391928333E-1,9.867480469E-1,3.490441589E0,9.382339325E0
1.492178333E-1,9.865983582E-1,3.498225403E0,9.439221039E0
1.592438333E-1,9.693841553E-1,3.449277191E0,9.441616058E0
1.692688333E-1,9.933343506E-1,3.437152405E0,9.522747345E0
1.792948333E-1,1.063688049E0,3.456013184E0,9.721833344E0
1.893198333E-1,1.107247467E0,3.561094666E0,9.969867554E0
1.993448333E-1,1.104403381E0,3.709885254E0,1.029948212E1
2.093708333E-1,1.111887817E0,3.742068329E0,1.045994843E1
2.193958333E-1,1.121916962E0,3.749253387E0,1.052626053E1
2.294218333E-1,1.074016571E0,3.774401093E0,1.059900925E1
2.394468333E-1,9.611512756E-1,3.850442963E0,1.069151688E1
2.494718333E-1,9.792636108E-1,3.968996429E0,1.086919739E1
2.594978333E-1,9.857002258E-1,4.093986511E0,1.103460342E1
2.695228333E-1,7.361691284E-1,3.923640747E0,1.109432922E1
2.795488333E-1,8.303233337E-1,4.168980560E0,1.093431198E1
2.895738333E-1,1.093476105E0,4.589456177E0,1.060709244E1
2.995988333E-1,1.011446686E0,4.856351166E0,1.006312363E1
3.096248333E-1,6.923103333E-1,4.957540741E0,9.392218781E0
3.196498333E-1,1.959425354E-1,5.073250122E0,8.774902496E0
3.296758333E-1,-2.637515259E-1,5.123545532E0,8.170609131E0
3.397008333E-1,-5.304968262E-1,4.869074707E0,7.357350311E0
3.497258333E-1,-1.704954529E-1,3.495231628E0,6.459367676E0
3.597518333E-1,-1.011147308E0,3.203787689E0,6.342011719E0
3.697768333E-1,-3.143014069E0,5.208868103E0,6.786437531E0
3.798028333E-1,-4.573589172E0,6.829098816E0,7.520361328E0
3.898278333E-1,-3.659589844E0,5.946534119E0,7.734865265E0
3.998528333E-1,-2.204016724E0,4.616250458E0,7.753127289E0
4.098788333E-1,-1.837578735E0,4.216880951E0,7.728578339E0
4.199038333E-1,-2.234403534E0,4.296365662E0,7.476502533E0
4.299298333E-1,-2.675685883E0,4.512516174E0,6.571933594E0
4.399548333E-1,-3.122207336E0,4.910987549E0,5.028044128E0
4.499798333E-1,-3.098107452E0,4.831652527E0,3.646866302E0
4.600058333E-1,-2.241738281E0,4.136797485E0,3.579356689E0
4.700308333E-1,-2.606230316E0,4.285887451E0,4.133354645E0
4.800568333E-1,-3.846850433E0,4.085454254E0,4.453838196E0
4.900818333E-1,-4.346511383E0,4.007017365E0,4.779111786E0
5.001068333E-1,-4.082310791E0,3.537144470E0,5.158273315E0
5.101328333E-1,-3.533402252E0,3.095413055E0,5.611081696E0
5.201578333E-1,-3.242407379E0,2.842888184E0,6.092630310E0
5.301838333E-1,-3.725303192E0,2.855761414E0,6.652615814E0
5.402088333E-1,-4.323609009E0,2.941233673E0,7.294780426E0
5.502348333E-1,-4.738995209E0,3.066223755E0,7.905061340E0
5.602598333E-1,-5.073250122E0,3.356470184E0,8.488997040E0
5.702848333E-1,-4.943619690E0,3.645968170E0,8.610394592E0
5.803108333E-1,-4.488865356E0,3.997886353E0,8.300988007E0
5.903358333E-1,-3.851191406E0,4.378993835E0,7.590715027E0
6.003597917E-1,-3.192710724E0,4.659809875E0,7.141648865E0
6.103857917E-1,-2.619851990E0,4.842430115E0,7.014563141E0
6.204107917E-1,-2.229613495E0,5.082830200E0,7.384743347E0
6.304367917E-1,-1.992656250E0,5.065615997E0,7.793842621E0
6.404617917E-1,-1.705852661E0,4.876559143E0,8.242459717E0
6.504877917E-1,-1.381177826E0,4.727319489E0,8.265362091E0
6.605127917E-1,-9.283694458E-1,4.507875824E0,7.771539001E0
6.705377917E-1,-4.252656555E-1,4.345313873E0,7.445217590E0
6.805637917E-1,-2.139051819E-1,4.302053833E0,7.676486664E0
6.905887917E-1,-3.128494263E-2,4.564757538E0,7.777975616E0
7.006147917E-1,-1.145118713E-1,4.878654785E0,7.727380829E0
7.106397917E-1,-3.153941345E-1,4.952451324E0,7.591313782E0
7.206647917E-1,-4.334985352E-1,5.027744751E0,7.411837006E0
7.306907917E-1,-5.007087708E-1,5.000651093E0,7.353907471E0
7.407157917E-1,-4.915777588E-1,4.885540466E0,7.518115997E0
7.507417917E-1,-3.887416077E-1,4.768783264E0,7.853867798E0
7.607667917E-1,-2.543211365E-1,4.495451660E0,8.070317688E0
