"Time (s)","X (hPa)"
-5.582743333E-1,9.986519623E2
4.421716667E-1,9.986595154E2
1.442627667E0,9.986650848E2
2.443058667E0,9.986650848E2
3.443488667E0,9.986650848E2
3.801213667E0,9.986675262E2
4.868401667E0,9.986675262E2
5.935534667E0,9.986664581E2
7.002672667E0,9.986662292E2
8.069795667E0,9.986664581E2
9.136928667E0,9.986699677E2
1.020406167E1,9.986707306E2
1.127120867E1,9.986712646E2
1.233836267E1,9.986712646E2
1.340551067E1,9.986701965E2
1.447268067E1,9.986701965E2
1.553981567E1,9.986695099E2
1.660696267E1,9.986683655E2
1.767411167E1,9.986678314E2
1.874122967E1,9.986672974E2
1.980837567E1,9.986641693E2
2.087551067E1,9.986637878E2
2.194268667E1,9.986602783E2
2.300987567E1,9.986598969E2
2.407707167E1,9.986569977E2
2.514425767E1,9.986569977E2
2.621149667E1,9.986553192E2
2.727870467E1,9.986553192E2
2.834589867E1,9.986553192E2
2.941309167E1,9.986571503E2
3.048026567E1,9.986576080E2
3.154745267E1,9.986571503E2
3.261466667E1,9.986550903E2
3.368181567E1,9.986534119E2
3.474898867E1,9.986495209E2
3.581612767E1,9.986486816E2
3.688329667E1,9.986470032E2
3.795047367E1,9.986457062E2
3.901771767E1,9.986447906E2
4.008492767E1,9.986428833E2
4.115205867E1,9.986407471E2
4.221926467E1,9.986403656E2
4.328645167E1,9.986392212E2
4.435362967E1,9.986380768E2
4.542082767E1,9.986359406E2
4.648803067E1,9.986351013E2
4.755512067E1,9.986347961E2
4.862226067E1,9.986335754E2
4.968944067E1,9.986347961E2
5.075662067E1,9.986376190E2
5.182374167E1,9.986400604E2
5.289094167E1,9.986400604E2
5.395808367E1,9.986410522E2
5.502523167E1,9.986384583E2
5.609235467E1,9.986388397E2
5.715948167E1,9.986384583E2
5.822668367E1,9.986388397E2
5.929388067E1,9.986384583E2
6.036105667E1,9.986388397E2
6.142823267E1,9.986388397E2
6.249538067E1,9.986388397E2
6.356252867E1,9.986402893E2
6.462967967E1,9.986389923E2
6.569682667E1,9.986421967E2
6.676401367E1,9.986389923E2
6.783122367E1,9.986406708E2
6.889837667E1,9.986367035E2
6.996555767E1,9.986386871E2
7.103276967E1,9.986353302E2
7.209996567E1,9.986386871E2
7.316715567E1,9.986403656E2
7.423432667E1,9.986423492E2
7.530149667E1,9.986473083E2
7.636867867E1,9.986490631E2
7.743583767E1,9.986511230E2
7.850300167E1,9.986511230E2
7.957013967E1,9.986506653E2
8.063729667E1,9.986497498E2
8.170445267E1,9.986492157E2
8.277163067E1,9.986420441E2
8.383884067E1,9.986371613E2
8.490600467E1,9.986364746E2
8.597320567E1,9.986351776E2
8.704040667E1,9.986351776E2
8.810754967E1,9.986395264E2
8.917469667E1,9.986516571E2
9.024181567E1,9.986532593E2
9.130897867E1,9.986586761E2
9.237611567E1,9.986598969E2
9.344321367E1,9.986609650E2
9.451034567E1,9.986630249E2
9.557751367E1,9.986609650E2
9.664466667E1,9.986611176E2
9.771184567E1,9.986589813E2
9.877894667E1,9.986556244E2
9.984602267E1,9.986547852E2
1.009130917E2,9.986508942E2
1.019802727E2,9.986502075E2
1.030474217E2,9.986508942E2
1.041146207E2,9.986514282E2
1.051818187E2,9.986515808E2
1.062489987E2,9.986557770E2
1.073161477E2,9.986559296E2
1.083833427E2,9.986581421E2
1.094505537E2,9.986592102E2
1.105176687E2,9.986611938E2
1.115848407E2,9.986614227E2
1.126519887E2,9.986614227E2
1.137190977E2,9.986629486E2
1.147862557E2,9.986611938E2
1.158533757E2,9.986611176E2
1.169205727E2,9.986608887E2
1.179876977E2,9.986608887E2
1.190548327E2,9.986603546E2
1.201219757E2,9.986603546E2
1.211891077E2,9.986603546E2
1.222561887E2,9.986590576E2
1.233232997E2,9.986581421E2
1.243904637E2,9.986556244E2
1.254576217E2,9.986547089E2
1.265247737E2,9.986521149E2
1.275919517E2,9.986515045E2
1.286590907E2,9.986515045E2
1.297262737E2,9.986523438E2
1.307935037E2,9.986536407E2
1.318607087E2,9.986555481E2
1.329278247E2,9.986587524E2
1.339949347E2,9.986611938E2
1.350621037E2,9.986638641E2
1.361292447E2,9.986647034E2
1.371963827E2,9.986658478E2
1.382635287E2,9.986672211E2
1.393306807E2,9.986672211E2
1.403978367E2,9.986672211E2
1.414649947E2,9.986672974E2
1.425321447E2,9.986672974E2
1.435992497E2,9.986673737E2
1.446663717E2,9.986673737E2
1.457335497E2,9.986679077E2
1.468006807E2,9.986679077E2
1.478678247E2,9.986676025E2
1.489349067E2,9.986670685E2
1.500020477E2,9.986652374E2
1.510692107E2,9.986621094E2
1.521364287E2,9.986595154E2
1.532036477E2,9.986573029E2
1.542708257E2,9.986553192E2
1.553379907E2,9.986540222E2
1.564051517E2,9.986535645E2
1.574723677E2,9.986532593E2
1.585395717E2,9.986513519E2
1.596067237E2,9.986499786E2
1.606738947E2,9.986493683E2
1.617410027E2,9.986490631E2
1.628081607E2,9.986473083E2
1.638752767E2,9.986462402E2
1.649423907E2,9.986473083E2
1.660095407E2,9.986461639E2
1.670766737E2,9.986460876E2
1.681438467E2,9.986458588E2
1.692110007E2,9.986431885E2
1.702781597E2,9.986423492E2
1.713453317E2,9.986390686E2
1.724125037E2,9.986384583E2
1.734796387E2,9.986361694E2
1.745467707E2,9.986351776E2
1.756139497E2,9.986331940E2
1.766811077E2,9.986325836E2
1.777481737E2,9.986294556E2
1.788153227E2,9.986288452E2
1.798824797E2,9.986276245E2
1.809495857E2,9.986270905E2
1.820167047E2,9.986276245E2
1.830838307E2,9.986267090E2
1.841509737E2,9.986281586E2
1.852181277E2,9.986267090E2
1.862852887E2,9.986281586E2
1.873524457E2,9.986282349E2
1.884196387E2,9.986290741E2
1.894867977E2,9.986311340E2
1.905539637E2,9.986328125E2
1.916211037E2,9.986331940E2
1.926882217E2,9.986331940E2
1.937553297E2,9.986309814E2
1.948224147E2,9.986305237E2
1.958894527E2,9.986280060E2
1.969565817E2,9.986276245E2
1.980236547E2,9.986276245E2
1.990907167E2,9.986298370E2
2.001578047E2,9.986305237E2
2.012248857E2,9.986298370E2
2.022919937E2,9.986321259E2
2.033591037E2,9.986286926E2
2.044262067E2,9.986311340E2
2.054933607E2,9.986283112E2
2.065605047E2,9.986311340E2
2.076276887E2,9.986273193E2
2.086948527E2,9.986312866E2
2.097620187E2,9.986280823E2
2.108291937E2,9.986312866E2
2.118964107E2,9.986323547E2
2.129635277E2,9.986349487E2
2.140305907E2,9.986345673E2
2.150977007E2,9.986373138E2
2.161647747E2,9.986345673E2
2.172318477E2,9.986330414E2
2.182989287E2,9.986301422E2
2.193660517E2,9.986330414E2
2.204331287E2,9.986280060E2
2.215002427E2,9.986298370E2
2.225673267E2,9.986264038E2
2.236344247E2,9.986298370E2
2.247015317E2,9.986264038E2
2.257686617E2,9.986311340E2
2.268358077E2,9.986272430E2
2.279029377E2,9.986283875E2
2.289700417E2,9.986272430E2
2.300371707E2,9.986283875E2
2.311043047E2,9.986288452E2
2.321714707E2,9.986288452E2
2.332386317E2,9.986288452E2
2.343057677E2,9.986301422E2
2.353728887E2,9.986307526E2
2.364400317E2,9.986307526E2
2.375071347E2,9.986311340E2
2.385742367E2,9.986362457E2
2.396413637E2,9.986387634E2
2.407085107E2,9.986383057E2
2.417756047E2,9.986395264E2
2.428426937E2,9.986383057E2
2.439097937E2,9.986355591E2
2.449769277E2,9.986329651E2
2.460440297E2,9.986151886E2
2.471111477E2,9.986057281E2
2.481782917E2,9.985993195E2
2.492454187E2,9.985981750E2
2.503125937E2,9.985981750E2
2.513797367E2,9.986084747E2
2.524468497E2,9.986160278E2
2.535140057E2,9.986198425E2
2.545811637E2,9.986201477E2
2.556483117E2,9.986198425E2
2.567155277E2,9.986171722E2
2.577826967E2,9.986164856E2
2.588498317E2,9.986171722E2
2.599169687E2,9.986195374E2
2.609840847E2,9.986219788E2
2.620511697E2,9.986270142E2
2.631182057E2,9.986282349E2
2.641852697E2,9.986301422E2
2.652523757E2,9.986311340E2
2.663194937E2,9.986325836E2
2.673866497E2,9.986338806E2
2.684537567E2,9.986373138E2
2.695208977E2,9.986394501E2
2.705880057E2,9.986412811E2
2.716551287E2,9.986421204E2
2.727222007E2,9.986421204E2
2.737892487E2,9.986421204E2
2.748563687E2,9.986434174E2
2.759234477E2,9.986441040E2
2.769905617E2,9.986442566E2
2.780576347E2,9.986442566E2
2.791247517E2,9.986437225E2
2.801917887E2,9.986432648E2
2.812588467E2,9.986411285E2
2.823259287E2,9.986408997E2
2.833930187E2,9.986390686E2
2.844601607E2,9.986390686E2
2.855273217E2,9.986370087E2
2.865944597E2,9.986359406E2
2.876615827E2,9.986345673E2
2.887286447E2,9.986345673E2
2.897957367E2,9.986338806E2
2.908628057E2,9.986333466E2
2.919298797E2,9.986322021E2
2.929969747E2,9.986322021E2
2.940640607E2,9.986322021E2
2.951311507E2,9.986322021E2
2.961982097E2,9.986322021E2
2.972653437E2,9.986322021E2
2.983325427E2,9.986322784E2
2.993996407E2,9.986332703E2
3.004667617E2,9.986334229E2
3.015338797E2,9.986352539E2
3.026009957E2,9.986366272E2
3.036680947E2,9.986366272E2
3.047352447E2,9.986357880E2
3.058024587E2,9.986347198E2
3.068696477E2,9.986334229E2
3.079368147E2,9.986334229E2
3.090039147E2,9.986338806E2
3.100710227E2,9.986351776E2
3.111381777E2,9.986357117E2
3.122053067E2,9.986360931E2
3.132724347E2,9.986360931E2
3.143395337E2,9.986342621E2
3.154066397E2,9.986326599E2
3.164737267E2,9.986301422E2
3.175408677E2,9.986293030E2
3.186079747E2,9.986278534E2
3.196750427E2,9.986278534E2
3.207421417E2,9.986254120E2
3.218093197E2,9.986245728E2
3.228764317E2,9.986224365E2
3.239435467E2,9.986212158E2
3.250106277E2,9.986218262E2
3.260777447E2,9.986203003E2
3.271448707E2,9.986218262E2
