"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.467190266E-2,5.058325354E1,8.691663787E0,1.850207037E2,NaN,NaN,2.915981414E2,1.551881482E2
4.243379831E-1,5.058311070E1,8.691292323E0,1.849450773E2,NaN,NaN,3.963178798E1,1.567065990E2
2.111366391E0,5.058306752E1,8.691460040E0,1.196841510E2,2.195739597E-1,NaN,2.673045790E1,1.685024584E2
3.111350060E0,5.058303712E1,8.691563867E0,1.738874993E2,4.195452034E-1,NaN,1.887255827E1,7.253892046E0
4.111335516E0,5.058308298E1,8.691756723E0,1.739631048E2,2.033122182E-1,NaN,2.900877495E1,6.621100112E0
5.111320734E0,5.058308054E1,8.691758400E0,1.739838990E2,9.228978306E-2,NaN,1.577979781E1,6.674073176E0
6.111306310E0,5.058305705E1,8.691788867E0,1.740767864E2,2.033122182E-1,1.703248353E2,1.579066293E1,6.737598759E0
7.111290574E0,5.058306001E1,8.691784319E0,1.741710563E2,4.138500094E-1,1.587480513E2,1.455399855E1,6.781298397E0
8.112072587E0,5.058305506E1,8.691733458E0,1.742461449E2,4.138500094E-1,2.178385762E2,1.357438235E1,6.798176054E0
9.112064004E0,5.058301431E1,8.691756345E0,1.742705560E2,4.138500094E-1,2.794440125E2,1.392509445E1,6.634424717E0
1.006207204E1,5.058301923E1,8.691737484E0,1.743236029E2,1.132690430E0,2.803229650E2,1.393223854E1,6.615015862E0
1.101125968E1,5.058301237E1,8.691708220E0,1.743348529E2,1.455417633E0,2.666839409E2,1.393938520E1,8.238633107E0
1.196128416E1,5.058300943E1,8.691695737E0,1.743187414E2,2.131560087E0,2.628957653E2,1.093800422E1,1.201339105E1
1.291128838E1,5.058300879E1,8.691670649E0,1.742891921E2,2.131560087E0,2.700615889E2,1.000501811E1,8.187982450E0
1.386099517E1,5.058300961E1,8.691643330E0,1.742508541E2,1.952423334E0,2.694636082E2,1.009536645E1,8.098905840E0
1.481106377E1,5.058300945E1,8.691619427E0,1.742508545E2,1.952423334E0,2.694635879E2,9.409104526E0,8.098905840E0
1.581106853E1,5.058301225E1,8.691593283E0,1.742144198E2,1.952423334E0,2.731285732E2,8.878496051E0,6.824586305E0
1.681136775E1,5.058301275E1,8.691563249E0,1.741832220E2,1.964501262E0,2.715110651E2,8.240122170E0,1.082505652E1
1.781107593E1,5.058300909E1,8.691527824E0,1.741693179E2,2.406706333E0,2.649824351E2,8.788165804E0,1.082785892E1
1.881008101E1,5.058300955E1,8.691491368E0,1.741522007E2,2.406706333E0,2.733869841E2,9.282544343E0,1.047416550E1
1.981010926E1,5.058301725E1,8.691435550E0,1.741298410E2,2.247792482E0,2.772331076E2,7.592583607E0,7.184714785E0
2.081045234E1,5.058301626E1,8.691401180E0,1.740791790E2,2.246010303E0,2.781383279E2,6.486535765E0,8.050056688E0
2.181045806E1,5.058301803E1,8.691362656E0,1.739189092E2,2.246010303E0,2.839505877E2,6.483433908E0,6.775883688E0
2.281046033E1,5.058301651E1,8.691320447E0,1.738654147E2,1.993499637E0,2.773267353E2,9.305502058E0,7.035332957E0
2.381045973E1,5.058302922E1,8.691292114E0,1.738270139E2,1.993499637E0,2.835548870E2,8.244603786E0,6.687425936E0
2.481045914E1,5.058302879E1,8.691259047E0,1.737969081E2,1.869832873E0,2.700054724E2,1.070513390E1,8.850135549E0
2.581046247E1,5.058303900E1,8.691225343E0,1.736913204E2,1.810813785E0,2.818263836E2,1.499234380E1,1.279826621E1
2.681045604E1,5.058304683E1,8.691187595E0,1.735854626E2,1.566637874E0,2.802075131E2,1.835628565E1,1.638197573E1
2.781045306E1,5.058305264E1,8.691149235E0,1.734817951E2,1.566637874E0,2.788236503E2,1.393644026E1,1.281835695E1
2.881044924E1,5.058304355E1,8.691115377E0,1.733469732E2,1.566637874E0,2.557300457E2,1.592791752E1,1.499159657E1
2.981044483E1,5.058305090E1,8.691073915E0,1.732238315E2,1.826671958E0,2.719633323E2,1.693542820E1,1.605723228E1
3.081044018E1,5.058305774E1,8.691040014E0,1.730837561E2,1.826671958E0,2.781053090E2,1.628270232E1,1.540904009E1
3.181043375E1,5.058306818E1,8.691009918E0,1.729442629E2,1.824247956E0,2.890037132E2,2.067135117E1,1.937745172E1
3.281042826E1,5.058307527E1,8.690972098E0,1.728254341E2,1.824247956E0,2.818685067E2,7.065052972E0,6.595866979E0
3.381042135E1,5.058308351E1,8.690939992E0,1.727253149E2,1.752133846E0,2.791344509E2,7.203338872E0,6.633075434E0
3.481041300E1,5.058306313E1,8.690884390E0,1.722838156E2,2.382468888E0,2.693841281E2,1.193021949E1,3.000000000E0
3.581040597E1,5.058306819E1,8.690866336E0,1.723694180E2,1.289813693E0,2.615660539E2,1.471290728E1,3.515073540E0
3.681039691E1,5.058308494E1,8.690823098E0,1.722664797E2,2.045742994E0,2.659423633E2,1.462344822E1,3.635749544E0
3.781038952E1,5.058309964E1,8.690793458E0,1.723295524E2,1.317217045E0,2.739822569E2,1.520904345E1,3.902557292E0
3.881037939E1,5.058309656E1,8.690785335E0,1.728798268E2,1.516180659E0,2.723224927E2,1.559852137E1,5.055481071E0
3.981037056E1,5.058310053E1,8.690735009E0,1.729733157E2,2.178774875E0,2.704685695E2,1.473979392E1,5.158478773E0
4.081036043E1,5.058310712E1,8.690715015E0,1.725498687E2,1.382855455E0,2.718922502E2,1.479061752E1,5.496216629E0
4.181035316E1,5.058311299E1,8.690682411E0,1.719302243E2,1.344696463E0,2.702371853E2,1.513206198E1,5.733737760E0
4.281033957E1,5.058312176E1,8.690649934E0,1.716771544E2,1.429740359E0,2.766608653E2,1.461357997E1,5.543701011E0
4.381032872E1,5.058312890E1,8.690623598E0,1.726111982E2,1.277255803E0,2.823298002E2,1.392596054E1,5.221416816E0
4.481031895E1,5.058312494E1,8.690593924E0,1.713851465E2,1.205099009E0,2.707162098E2,1.392404439E1,5.140440250E0
4.581030726E1,5.058312626E1,8.690557507E0,1.713139506E2,1.449777872E0,2.677649048E2,1.465042267E1,5.255662528E0
4.681029582E1,5.058313274E1,8.690516276E0,1.712380757E2,1.795321674E0,2.703940502E2,1.472322716E1,5.163046832E0
4.781028378E1,5.058314218E1,8.690504888E0,1.708302508E2,1.251204982E0,2.742971754E2,1.451212528E1,5.264724834E0
4.881027198E1,5.058315469E1,8.690476000E0,1.706726163E2,1.295143231E0,2.835799013E2,1.454143957E1,5.210616271E0
4.981026030E1,5.058316187E1,8.690441840E0,1.712799020E2,1.416677494E0,2.800069523E2,1.437991979E1,5.242151334E0
5.081024694E1,5.058316902E1,8.690402203E0,1.708650278E2,1.701770982E0,2.733023873E2,1.436227038E1,4.739404221E0
5.181023490E1,5.058317262E1,8.690376707E0,1.712472760E2,1.341018388E0,2.700278415E2,1.453540898E1,4.997290208E0
5.281022251E1,5.058317869E1,8.690339840E0,1.711337522E2,1.504763665E0,2.703283383E2,1.459191648E1,5.096028742E0
5.381020987E1,5.058318325E1,8.690294817E0,1.705331640E2,1.835945112E0,2.738938192E2,1.492572890E1,5.142742338E0
5.481019819E1,5.058319484E1,8.690271148E0,1.710211511E2,1.349616450E0,2.864303857E2,1.503647318E1,5.288911765E0
5.581018484E1,5.058319331E1,8.690232090E0,1.710733748E2,1.618753360E0,2.800643989E2,1.497825199E1,5.225088838E0
5.681017137E1,5.058319563E1,8.690192843E0,1.706835596E2,1.797503292E0,2.788968718E2,1.500775021E1,5.205582377E0
5.781015694E1,5.058319970E1,8.690166634E0,1.706790221E2,1.345276572E0,2.792099623E2,1.523966120E1,5.366919369E0
5.881014454E1,5.058320502E1,8.690124097E0,1.709845000E2,1.720087679E0,2.813778058E2,1.532957477E1,5.173126403E0
5.981013095E1,5.058320977E1,8.690096493E0,1.710968882E2,1.329685179E0,2.814187175E2,1.600638399E1,5.420370431E0
6.081011760E1,5.058321661E1,8.690061155E0,1.708006384E2,1.438287011E0,2.837765705E2,1.635281979E1,5.542789689E0
6.181010342E1,5.058321448E1,8.690016490E0,1.703962737E2,1.656817692E0,2.786275659E2,1.671681125E1,5.905355678E0
