"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.576008322E-2,4.378863525E1,-2.178356934E1,-2.841877747E1
2.578408318E-2,4.372973633E1,-2.168289185E1,-2.871014404E1
3.580908338E-2,4.357131958E1,-2.159786987E1,-2.894316101E1
4.583408358E-2,4.347589111E1,-2.125671387E1,-2.963121033E1
5.585808353E-2,4.322250366E1,-2.117474365E1,-2.999551392E1
6.588308327E-2,4.310064697E1,-2.093075562E1,-3.005676270E1
7.590708323E-2,4.278836060E1,-2.070227051E1,-3.030259705E1
8.593208343E-2,4.280210876E1,-2.033786011E1,-3.050100708E1
9.595708316E-2,4.296714783E1,-2.002679443E1,-3.100839233E1
1.059810836E-1,4.277128601E1,-1.978503418E1,-3.142793274E1
1.160060833E-1,4.274110413E1,-1.947814941E1,-3.168037415E1
1.260300833E-1,4.255595398E1,-1.923410034E1,-3.216394043E1
1.360550835E-1,4.231266785E1,-1.890875244E1,-3.277317810E1
1.460800832E-1,4.208331299E1,-1.855804443E1,-3.305726624E1
1.561040832E-1,4.211566162E1,-1.818518066E1,-3.362573242E1
1.661290834E-1,4.178860474E1,-1.773345947E1,-3.415731812E1
1.761530833E-1,4.153076172E1,-1.739273071E1,-3.457313538E1
1.861780835E-1,4.148765564E1,-1.687640381E1,-3.486283875E1
1.962030833E-1,4.145732117E1,-1.646392822E1,-3.514019775E1
2.062270832E-1,4.124488831E1,-1.612115479E1,-3.540792847E1
2.162520834E-1,4.108122253E1,-1.581445312E1,-3.574121094E1
2.262760834E-1,4.092407227E1,-1.543072510E1,-3.624835205E1
2.363010836E-1,4.078173828E1,-1.523217773E1,-3.637107849E1
2.463260833E-1,4.078048706E1,-1.492755127E1,-3.669305420E1
2.563500833E-1,4.038891602E1,-1.474905396E1,-3.720452881E1
2.663750835E-1,4.015667725E1,-1.453549194E1,-3.747824097E1
2.763990834E-1,3.987879944E1,-1.427243042E1,-3.795269775E1
2.864240832E-1,3.970286560E1,-1.404641724E1,-3.837538147E1
2.964490834E-1,3.927928162E1,-1.391354370E1,-3.873953247E1
3.064730833E-1,3.889747620E1,-1.360412598E1,-3.943104553E1
3.164980835E-1,3.855412292E1,-1.335198975E1,-3.981021118E1
3.265220835E-1,3.827012634E1,-1.285772705E1,-4.017883301E1
3.365470832E-1,3.735087585E1,-1.215051270E1,-4.135929871E1
3.465720834E-1,3.688813782E1,-1.192602539E1,-4.172149658E1
3.565960834E-1,3.652999878E1,-1.181094360E1,-4.227500916E1
3.666210836E-1,3.588299561E1,-1.164974976E1,-4.293173218E1
3.766450835E-1,3.521954346E1,-1.166806030E1,-4.333604431E1
3.866700833E-1,3.521954346E1,-1.166806030E1,-4.333604431E1
3.966950835E-1,3.370869446E1,-1.151455688E1,-4.469865417E1
4.067190834E-1,3.305085754E1,-1.157397461E1,-4.507662964E1
4.167440832E-1,3.211042786E1,-1.168106079E1,-4.572233582E1
4.267690834E-1,3.101457214E1,-1.170349121E1,-4.642234802E1
4.367930833E-1,3.009956360E1,-1.172045898E1,-4.714137268E1
4.468180835E-1,2.937208557E1,-1.190447998E1,-4.735464478E1
4.568420835E-1,2.865455627E1,-1.209448242E1,-4.773164368E1
4.668670832E-1,2.803459167E1,-1.221057129E1,-4.779580688E1
4.768920834E-1,2.738212585E1,-1.231381226E1,-4.802606201E1
4.869160834E-1,2.659725952E1,-1.242117310E1,-4.882786560E1
4.969410836E-1,2.592530823E1,-1.259497070E1,-4.946662903E1
5.069650835E-1,2.522537231E1,-1.275704956E1,-4.982618713E1
5.169900833E-1,2.439927673E1,-1.291067505E1,-4.973945618E1
5.270150835E-1,2.344096375E1,-1.303643799E1,-5.027684021E1
5.370390834E-1,2.238887024E1,-1.313400269E1,-5.083538818E1
5.470640832E-1,2.148561096E1,-1.307183838E1,-5.130929565E1
5.570880836E-1,2.053173828E1,-1.290438843E1,-5.164535522E1
5.671130833E-1,1.973609924E1,-1.284600830E1,-5.209480286E1
5.771380835E-1,1.903166199E1,-1.272897339E1,-5.230123901E1
5.871620835E-1,1.853355408E1,-1.252874756E1,-5.246223450E1
5.971870832E-1,1.806915283E1,-1.253381348E1,-5.260125732E1
6.072120834E-1,1.781361389E1,-1.249871826E1,-5.307054138E1
6.172360834E-1,1.740010071E1,-1.243508911E1,-5.306660461E1
6.272610836E-1,1.708770752E1,-1.250604248E1,-5.333299255E1
6.372850835E-1,1.685977173E1,-1.264013672E1,-5.350587463E1
6.473100833E-1,1.658364868E1,-1.277337646E1,-5.346047974E1
6.573350835E-1,1.621984863E1,-1.289907837E1,-5.354379272E1
6.673590834E-1,1.595736694E1,-1.317895508E1,-5.360058594E1
6.773840832E-1,1.559275818E1,-1.328710938E1,-5.364117432E1
6.874090834E-1,1.542251587E1,-1.324035645E1,-5.380963135E1
6.974330833E-1,1.520063782E1,-1.319125366E1,-5.390702820E1
7.074580835E-1,1.497619629E1,-1.310040283E1,-5.399931335E1
7.174820835E-1,1.490007019E1,-1.278109741E1,-5.407229614E1
7.275070832E-1,1.470658875E1,-1.258282471E1,-5.424725342E1
7.375320834E-1,1.465969849E1,-1.234100342E1,-5.429290771E1
7.475560834E-1,1.473580933E1,-1.196670532E1,-5.437297058E1
7.575810836E-1,1.472486877E1,-1.160195923E1,-5.441281128E1
7.676060833E-1,1.477511597E1,-1.121133423E1,-5.475242615E1
7.776300833E-1,1.471667480E1,-1.075857544E1,-5.505369568E1
7.876550835E-1,1.445986938E1,-1.040835571E1,-5.500968933E1
7.976790834E-1,1.413688660E1,-9.913909912E0,-5.535336304E1
8.077040832E-1,1.354144287E1,-9.570098877E0,-5.532891846E1
8.177290834E-1,1.301791382E1,-9.222351074E0,-5.532566833E1
8.277530833E-1,1.258782959E1,-8.989196777E0,-5.564234924E1
8.377780835E-1,1.221044922E1,-9.073242188E0,-5.590246582E1
8.478021249E-1,1.212268066E1,-9.216003418E0,-5.604458618E1
8.578271251E-1,1.184065247E1,-9.406982422E0,-5.592790222E1
8.678521249E-1,1.141416931E1,-9.696594238E0,-5.606283569E1
8.778761248E-1,1.030897522E1,-1.042868042E1,-5.614550781E1
8.879011250E-1,9.527618408E0,-1.091027832E1,-5.629685974E1
8.979261252E-1,9.527618408E0,-1.091027832E1,-5.629685974E1
9.079501252E-1,7.937103271E0,-1.142172241E1,-5.680474854E1
9.179751249E-1,7.050460815E0,-1.183126831E1,-5.679675293E1
9.280001251E-1,6.185684204E0,-1.217706299E1,-5.672587585E1
9.380241251E-1,5.145004272E0,-1.257095337E1,-5.685127258E1
9.480491248E-1,4.012298584E0,-1.314062500E1,-5.661344910E1
9.580731252E-1,3.120086670E0,-1.346636963E1,-5.640179443E1
9.680981250E-1,2.113174438E0,-1.398785400E1,-5.640469360E1
9.781231252E-1,7.298583984E-1,-1.450949097E1,-5.634646606E1
9.881471251E-1,-6.793975830E-1,-1.491702271E1,-5.619691467E1
9.981721248E-1,-2.071914673E0,-1.534045410E1,-5.605018616E1
1.008197125E0,-3.240325928E0,-1.583102417E1,-5.589817810E1
1.018221125E0,-4.454376221E0,-1.603128052E1,-5.604132080E1
1.028246125E0,-5.581207275E0,-1.604299927E1,-5.580970764E1
1.038270125E0,-6.542480469E0,-1.588000488E1,-5.586999512E1
1.048295125E0,-7.671951294E0,-1.572909546E1,-5.571760559E1
1.058320125E0,-8.858612061E0,-1.551379395E1,-5.568539429E1
1.068344125E0,-9.998535156E0,-1.534460449E1,-5.551231384E1
1.078369125E0,-1.136558533E1,-1.532046509E1,-5.508950806E1
1.088394125E0,-1.267932129E1,-1.532171631E1,-5.476097107E1
1.098418125E0,-1.398233032E1,-1.521392822E1,-5.441311646E1
1.108443125E0,-1.515069580E1,-1.527566528E1,-5.412849426E1
1.118467125E0,-1.624494934E1,-1.533743286E1,-5.378175354E1
1.128492125E0,-1.732533264E1,-1.539498901E1,-5.343318176E1
1.138517125E0,-1.848921204E1,-1.538717651E1,-5.312930298E1
1.148541125E0,-1.941180420E1,-1.531796265E1,-5.252459717E1
1.158566125E0,-2.029927063E1,-1.516690063E1,-5.205305481E1
1.168591125E0,-2.122790527E1,-1.482348633E1,-5.166064453E1
1.178615125E0,-2.224517822E1,-1.450909424E1,-5.117532349E1
1.188640125E0,-2.311405945E1,-1.428512573E1,-5.058113098E1
1.198665125E0,-2.431404114E1,-1.417977905E1,-5.007577515E1
1.208689125E0,-2.519201660E1,-1.411956787E1,-4.972152710E1
1.218714125E0,-2.590336609E1,-1.413601685E1,-4.903561401E1
1.228738125E0,-2.634461975E1,-1.441009521E1,-4.844987488E1
1.238763125E0,-2.665766907E1,-1.455072021E1,-4.780805969E1
1.248788125E0,-2.704675293E1,-1.473913574E1,-4.718322754E1
1.258812125E0,-2.733151245E1,-1.496124268E1,-4.668647766E1
1.268837125E0,-2.758355713E1,-1.519793701E1,-4.635563660E1
1.278862125E0,-2.793789673E1,-1.543615723E1,-4.596049500E1
1.288886125E0,-2.825756836E1,-1.585360718E1,-4.538760376E1
1.298911125E0,-2.848925781E1,-1.625097656E1,-4.450772095E1
1.308935125E0,-2.873593140E1,-1.668090820E1,-4.396890259E1
1.318960125E0,-2.890499878E1,-1.717510986E1,-4.352838135E1
1.328985125E0,-2.878125000E1,-1.773562622E1,-4.312242126E1
1.339009125E0,-2.851077271E1,-1.839151001E1,-4.262155151E1
1.349034125E0,-2.830169678E1,-1.921890259E1,-4.224272156E1
1.359059125E0,-2.783891296E1,-1.995339966E1,-4.149070740E1
1.369083125E0,-2.722166443E1,-2.070980835E1,-4.121611023E1
1.379108125E0,-2.659027100E1,-2.117199707E1,-4.129388428E1
1.389133125E0,-2.577880859E1,-2.141864014E1,-4.128594971E1
1.399157125E0,-2.484507751E1,-2.138418579E1,-4.171089172E1
1.409182125E0,-2.382884216E1,-2.142840576E1,-4.191337585E1
1.419207125E0,-2.262854004E1,-2.153024292E1,-4.229539490E1
1.429231125E0,-2.145750427E1,-2.153948975E1,-4.256135559E1
1.439256125E0,-1.869018555E1,-2.205218506E1,-4.289355469E1
1.449280125E0,-1.758683777E1,-2.254501343E1,-4.304058838E1
1.459305125E0,-1.659890747E1,-2.312664795E1,-4.291427612E1
1.469330125E0,-1.659890747E1,-2.312664795E1,-4.291427612E1
