"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.230835035E-4,-6.248605957E0,2.108515320E0,5.658083954E0
1.074808324E-2,-6.036796417E0,2.237546997E0,6.027964783E0
2.077208320E-2,-5.759123840E0,2.346221008E0,6.532415771E0
3.079708340E-2,-5.535039825E0,2.293680267E0,6.848857727E0
4.082108336E-2,-5.364244995E0,2.195783844E0,7.241341553E0
5.084608356E-2,-5.504952393E0,2.089355164E0,7.717052307E0
6.087108329E-2,-5.201832733E0,1.881886597E0,7.892487488E0
7.089508325E-2,-4.905598755E0,1.580862579E0,7.823480988E0
8.092008345E-2,-4.953798523E0,1.405876465E0,7.718698883E0
9.094408341E-2,-5.115911407E0,1.419348450E0,7.571405182E0
1.009690831E-1,-5.321583710E0,1.471589813E0,7.395670624E0
1.109940833E-1,-5.536985779E0,1.589694214E0,7.405101013E0
1.210180833E-1,-5.662574615E0,1.645228729E0,7.542515259E0
1.310430835E-1,-5.528004456E0,1.636846161E0,7.764353943E0
1.410670835E-1,-5.267246704E0,1.616937561E0,7.970175934E0
1.510920832E-1,-5.047653351E0,1.488504639E0,8.059240723E0
1.611170834E-1,-4.927303619E0,1.185085602E0,8.062833252E0
1.711410834E-1,-4.952451324E0,8.017327881E-1,8.041577454E0
1.811660836E-1,-5.085524597E0,4.926255798E-1,8.031997375E0
1.911900835E-1,-5.243446198E0,3.412902832E-1,8.107590179E0
2.012150832E-1,-5.309309235E0,3.088078308E-1,8.235574036E0
2.112400834E-1,-5.270539856E0,3.764671326E-1,8.410111084E0
2.212640834E-1,-5.171445923E0,4.269122314E-1,8.452472992E0
2.312890831E-1,-5.176086273E0,3.683839417E-1,8.529862061E0
2.413130836E-1,-5.221292267E0,2.417472839E-1,8.571325836E0
2.513380833E-1,-5.085374908E0,2.067201233E-1,8.458310852E0
2.613630835E-1,-4.893773346E0,2.580633545E-1,8.343050537E0
2.713870835E-1,-4.801864471E0,3.103047180E-1,8.265811157E0
2.814120832E-1,-4.665348358E0,3.905378723E-1,8.182883606E0
2.914360831E-1,-4.453239441E0,5.116360474E-1,8.191565552E0
3.014610833E-1,-4.286486206E0,6.370751953E-1,8.573870544E0
3.114860835E-1,-4.018393707E0,6.653663635E-1,8.747659149E0
3.215100835E-1,-3.918850708E0,4.318519592E-1,8.738378448E0
3.315350832E-1,-4.023483124E0,1.866618347E-1,8.713979187E0
3.415590832E-1,-4.217030640E0,1.571731567E-2,8.943152618E0
3.515840834E-1,-4.176614685E0,-7.753875732E-2,9.114097137E0
