"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.554608345E-2,5.058415221E1,8.687207007E0,1.676135063E2,NaN,NaN,3.955953008E1,3.000000000E2
1.632905006E-2,5.058414908E1,8.687180777E0,1.676900024E2,NaN,NaN,4.429501400E1,3.000000000E2
6.233501434E-2,5.058424378E1,8.687673484E0,1.676134453E2,NaN,NaN,4.004862038E1,3.002350513E2
2.089537144E0,5.058432279E1,8.687871913E0,2.408007394E2,4.143282175E-1,NaN,4.298596993E1,1.435295714E2
3.089527488E0,5.058430770E1,8.687670010E0,1.635845729E2,4.143282175E-1,NaN,2.761360034E1,7.742418917E0
4.039520144E0,5.058430860E1,8.687641360E0,1.634932043E2,7.448679209E-2,NaN,2.756244367E1,1.046793147E1
4.989511967E0,5.058431945E1,8.687650286E0,1.634416232E2,4.561021179E-2,NaN,2.795462186E1,1.257712801E1
5.939503908E0,5.058433518E1,8.687636642E0,1.634182485E2,7.448679209E-2,NaN,2.212579071E1,1.288965432E1
6.889496088E0,5.058433570E1,8.687624873E0,1.633290041E2,5.065557361E-1,2.902662430E2,1.400000000E1,6.631020985E0
7.838573694E0,5.058434384E1,8.687601736E0,1.632680832E2,1.551757157E-1,1.830192763E2,1.973952002E1,1.569139676E1
8.788557768E0,5.058434599E1,8.687596125E0,1.632777290E2,1.045352295E-1,2.150760521E2,1.962731305E1,1.612530981E1
9.738520980E0,5.058434282E1,8.687599561E0,1.632685869E2,1.551757157E-1,1.799742724E2,1.698743700E1,1.392119609E1
1.068849492E1,5.058434054E1,8.687603903E0,1.632597842E2,2.816845179E-1,1.591358612E2,1.828951719E1,1.468568711E1
1.163814187E1,5.058433708E1,8.687619587E0,1.632553721E2,7.040543556E-1,1.675622336E2,2.130135465E1,1.691503185E1
1.258809507E1,5.058433752E1,8.687633486E0,1.632833227E2,7.040543556E-1,1.260129776E2,2.512446199E1,1.980107994E1
1.353806973E1,5.058434080E1,8.687634404E0,1.632746334E2,5.494058132E-1,8.855186980E1,2.289633331E1,1.729610832E1
1.448835766E1,5.058434092E1,8.687641774E0,1.632746335E2,5.494058132E-1,8.855187550E1,2.289633331E1,1.729610832E1
1.543831086E1,5.058434511E1,8.687648753E0,1.632828402E2,5.494058132E-1,6.787101421E1,1.524891455E1,1.140854588E1
1.638828337E1,5.058434894E1,8.687673856E0,1.632844945E2,8.393346071E-1,6.528632461E1,1.355903632E1,1.041628016E1
1.733823884E1,5.058435556E1,8.687706369E0,1.632690416E2,1.697207332E0,7.505249941E1,1.353665921E1,1.066251712E1
1.828821135E1,5.058436974E1,8.687740315E0,1.632305509E2,2.212282658E0,6.871327028E1,1.281820649E1,1.071297461E1
1.923786688E1,5.058438335E1,8.687765479E0,1.631756881E2,2.212282658E0,6.232770373E1,1.601713691E1,1.392506976E1
2.018782437E1,5.058439059E1,8.687793408E0,1.631482507E2,2.212282658E0,6.588457922E1,1.867672820E1,1.636006481E1
2.118179858E1,5.058440070E1,8.687825839E0,1.631037168E2,2.331691265E0,6.458581787E1,1.916904660E1,1.672508828E1
2.218176138E1,5.058439896E1,8.687862496E0,1.630944029E2,2.208344221E0,7.779082559E1,1.623594378E1,1.433372118E1
2.318172622E1,5.058440574E1,8.687894719E0,1.630758297E2,2.208344221E0,7.408285461E1,1.738865872E1,1.557628423E1
2.418169379E1,5.058441491E1,8.687931611E0,1.631083971E2,2.208344221E0,7.455049301E1,8.258356797E0,7.400796760E0
2.518166196E1,5.058442592E1,8.687963728E0,1.631017850E2,2.238613129E0,7.199837945E1,2.047058899E1,1.846022626E1
2.618163157E1,5.058443312E1,8.688000189E0,1.630853467E2,2.299563169E0,7.259404301E1,1.685213001E1,1.488483669E1
2.718160343E1,5.058443435E1,8.688044566E0,1.630845252E2,2.371812820E0,7.436901304E1,1.318918388E1,1.159693313E1
2.818157470E1,5.058444742E1,8.688076979E0,1.630808957E2,2.371812820E0,6.330521204E1,2.064387370E1,1.835125208E1
2.918154812E1,5.058446184E1,8.688100937E0,1.631829416E2,2.216002703E0,5.518817906E1,2.458043761E1,2.212407627E1
3.018152213E1,5.058445484E1,8.688174067E0,1.633885646E2,1.994907498E0,6.343791996E1,1.674151461E1,1.610114538E1
3.118149829E1,5.058446784E1,8.688197465E0,1.634476415E2,1.955251694E0,5.757818337E1,1.783949717E1,1.686281278E1
3.218147445E1,5.058447196E1,8.688240861E0,1.635132625E2,2.159572840E0,6.476491371E1,6.855777092E0,6.327301152E0
3.318145049E1,5.058447917E1,8.688286377E0,1.635624431E2,2.360705614E0,6.726379793E1,6.766135221E0,6.289199654E0
3.418142903E1,5.058449310E1,8.688313269E0,1.638242669E2,2.059295477E0,6.612389624E1,5.506072113E0,3.000000000E0
3.518140745E1,5.058450236E1,8.688337610E0,1.640635359E2,1.779689545E0,6.550920349E1,7.532059508E0,3.000000000E0
3.618138659E1,5.058450699E1,8.688382804E0,1.635535413E2,2.329699230E0,7.456984207E1,5.967533876E0,3.000000000E0
3.718136656E1,5.058451417E1,8.688429620E0,1.633343225E2,2.814920828E0,6.959420927E1,6.544436679E0,3.000000000E0
3.818134665E1,5.058451501E1,8.688471302E0,1.639439727E2,2.768079587E0,7.525755969E1,7.526648334E0,3.001708451E0
