"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.141962500E-2,-3.748654633E0,5.572611694E0,7.088060303E0
3.145287500E-2,-3.694317627E0,5.566624146E0,6.848258972E0
4.148187500E-2,-3.813020782E0,5.767656097E0,6.988217926E0
5.151187499E-2,-3.930077362E0,5.978567505E0,7.201973419E0
6.154187499E-2,-3.910019073E0,5.932313690E0,7.207511902E0
7.157187500E-2,-3.833378448E0,5.812562714E0,7.134912872E0
8.160087500E-2,-3.767216034E0,5.791456604E0,7.018754425E0
9.163087500E-2,-3.725602570E0,5.872138824E0,6.877298584E0
1.016608750E-1,-3.669469299E0,5.787714386E0,6.791826324E0
1.116908750E-1,-3.547023926E0,5.534441071E0,6.882537689E0
1.217198750E-1,-3.518732758E0,5.496869202E0,7.028035126E0
1.317498750E-1,-3.527714081E0,5.530698853E0,7.010371857E0
1.417798750E-1,-3.544778595E0,5.507347412E0,6.896309052E0
1.518098750E-1,-3.612138519E0,5.537285156E0,6.936126251E0
1.618388750E-1,-3.630999298E0,5.638025665E0,6.987469482E0
1.718688750E-1,-3.610042877E0,5.623954926E0,7.009473724E0
1.818988750E-1,-3.560346222E0,5.524561615E0,6.995852051E0
1.919288750E-1,-3.577261047E0,5.466781769E0,6.936874695E0
2.019588750E-1,-3.608545990E0,5.454656982E0,6.918013916E0
2.119878750E-1,-3.576063538E0,5.437592468E0,7.035818939E0
2.220178750E-1,-3.493585052E0,5.365592194E0,7.157815247E0
2.320478750E-1,-3.494034119E0,5.328020325E0,7.234904938E0
2.420768750E-1,-3.451223145E0,5.372777252E0,7.267387390E0
2.521068750E-1,-3.385809174E0,5.451812897E0,7.164551239E0
2.621368750E-1,-3.387006683E0,5.385500793E0,7.108567657E0
2.721668750E-1,-3.386108551E0,5.373076630E0,7.231013031E0
2.821968750E-1,-3.413950653E0,5.404960327E0,7.373516693E0
2.922258750E-1,-3.408861237E0,5.338199158E0,7.415728912E0
3.022558750E-1,-3.404669952E0,5.270090790E0,7.406897278E0
3.122858750E-1,-3.386407928E0,5.261259155E0,7.445666656E0
3.223158750E-1,-3.464695129E0,5.337151337E0,7.505093079E0
3.323448750E-1,-3.549568634E0,5.454207916E0,7.473359070E0
3.423748750E-1,-3.573518829E0,5.522915039E0,7.470964050E0
3.524048750E-1,-3.635939026E0,5.570216675E0,7.492668915E0
3.624348750E-1,-3.650009766E0,5.636379089E0,7.492519226E0
3.724638750E-1,-3.665727081E0,5.630541229E0,7.447013855E0
3.824938750E-1,-3.676654358E0,5.614973602E0,7.475155334E0
3.925238750E-1,-3.692521362E0,5.578748932E0,7.482490082E0
4.025538750E-1,-3.611689453E0,5.478906555E0,7.409441986E0
4.125828750E-1,-3.642675018E0,5.367987213E0,7.433092804E0
4.226128750E-1,-3.557951202E0,5.372926941E0,7.399412842E0
4.326428750E-1,-3.421285400E0,5.423521729E0,7.244485016E0
4.426728750E-1,-3.355572052E0,5.397326202E0,7.114854584E0
4.527018750E-1,-3.308420105E0,5.338199158E0,7.075037384E0
4.627318750E-1,-3.378025360E0,5.380860443E0,7.221582642E0
4.727618750E-1,-3.476969604E0,5.482349396E0,7.432044983E0
4.827918750E-1,-3.433559875E0,5.432952118E0,7.476951599E0
4.928208750E-1,-3.381318512E0,5.261408844E0,7.440876617E0
5.028508750E-1,-3.461851044E0,5.212610321E0,7.457791443E0
5.128808750E-1,-3.541635132E0,5.323978729E0,7.447612610E0
5.229108750E-1,-3.512445831E0,5.399870911E0,7.303462372E0
5.329398750E-1,-3.475472717E0,5.371130676E0,7.282655640E0
5.429698750E-1,-3.403771820E0,5.372328186E0,7.300618286E0
5.529998750E-1,-3.409459991E0,5.375621338E0,7.302564240E0
5.630298750E-1,-3.351979523E0,5.332660675E0,7.253616028E0
5.730588750E-1,-3.273991699E0,5.265450439E0,7.276069336E0
5.830888750E-1,-3.229234772E0,5.125940552E0,7.303462372E0
5.931188750E-1,-3.235372009E0,5.068460083E0,7.306007080E0
6.031488750E-1,-3.330124969E0,5.156477051E0,7.301516418E0
6.131788750E-1,-3.450923767E0,5.261857910E0,7.340285797E0
6.232078750E-1,-3.595672760E0,5.344935150E0,7.517367554E0
6.332378750E-1,-3.655997314E0,5.417234802E0,7.724087677E0
6.432678750E-1,-3.575614471E0,5.332510986E0,7.704628143E0
6.532978750E-1,-3.415896606E0,5.155279541E0,7.521858215E0
6.633268750E-1,-3.387904816E0,5.162464600E0,7.488926697E0
6.733568750E-1,-3.461851044E0,5.299280090E0,7.420518951E0
6.833868750E-1,-3.471880188E0,5.307512970E0,7.296127625E0
6.934168750E-1,-3.428171082E0,5.157674561E0,7.466922455E0
7.034458750E-1,-3.321293335E0,5.077291718E0,7.637417908E0
7.134758750E-1,-3.391048279E0,5.129832458E0,7.598199463E0
7.235058750E-1,-3.558699646E0,5.270390167E0,7.626191254E0
7.335358750E-1,-3.687132568E0,5.390739899E0,7.793094177E0
7.435648750E-1,-3.634591827E0,5.432503052E0,7.924221497E0
7.535948750E-1,-3.584595795E0,5.461392975E0,8.015381927E0
7.636248750E-1,-3.748355255E0,5.602848816E0,8.128696289E0
7.736548750E-1,-4.136348419E0,5.993237000E0,8.294401703E0
7.836838750E-1,-4.533921661E0,6.502478027E0,8.335566101E0
7.937138750E-1,-4.652026062E0,6.821165314E0,8.107889557E0
8.037438750E-1,-4.165088654E0,7.001689911E0,7.879763947E0
8.137738750E-1,-4.557123413E0,6.314468994E0,7.735014954E0
8.238028750E-1,-4.504133606E0,5.536237335E0,7.905510406E0
8.338328750E-1,-3.267555084E0,5.640570374E0,7.691754913E0
8.438628750E-1,-2.917882233E0,5.308560791E0,8.229137421E0
8.538928750E-1,-3.114872589E0,4.369114380E0,8.584498444E0
8.639218750E-1,-2.489173737E0,3.996838531E0,9.764794006E0
8.739518750E-1,-1.670376434E0,3.495531006E0,1.103969284E1
8.839818750E-1,-1.450783081E0,2.933300171E0,1.171404053E1
8.940118750E-1,-1.121467896E0,2.913541260E0,1.159189453E1
9.040418750E-1,-1.156195679E0,3.349135437E0,8.840017090E0
9.140708750E-1,-7.580236816E-1,3.972888336E0,7.311695251E0
9.241008750E-1,-9.042695618E-1,3.716022491E0,8.200995941E0
9.341308750E-1,-4.879852295E-1,3.814068604E0,8.926836548E0
9.441608750E-1,-5.297483826E-1,3.865860901E0,9.288035431E0
9.541898750E-1,-4.523593140E-1,4.137545929E0,8.792116699E0
9.642198750E-1,-5.135820007E-1,4.282145233E0,7.713010712E0
9.742498750E-1,-2.589614868E-1,4.255949707E0,7.502248993E0
9.842798750E-1,-2.686912537E-1,3.583398285E0,8.792416077E0
9.943088750E-1,2.965333557E-1,3.865411835E0,8.521329803E0
1.004338875E0,7.634124756E-2,3.747008057E0,7.726183319E0
1.014368875E0,1.841171265E-2,3.618575134E0,7.349865875E0
1.024398875E0,-4.176315308E-2,3.750001831E0,7.307204590E0
1.034424792E0,-2.719844055E-1,4.055666199E0,6.578519897E0
1.044454792E0,-1.549278259E-1,4.507277069E0,4.779261475E0
1.054484792E0,4.831951904E-1,4.342320099E0,7.023544464E0
1.064514792E0,3.821553040E-1,3.831282806E0,9.505533142E0
1.074543792E0,8.994795227E-1,3.731141052E0,1.045186523E1
1.084573792E0,1.665137329E0,4.032763824E0,9.757010193E0
1.094603792E0,1.436113586E0,3.906426544E0,8.467441864E0
1.104633792E0,1.079854431E0,3.771856384E0,7.338489532E0
1.114663792E0,1.282383270E0,3.714226227E0,7.063661041E0
1.124692792E0,1.311871948E0,3.808530121E0,7.211403809E0
1.134722792E0,1.162482605E0,4.598587189E0,7.530989227E0
1.144752792E0,5.310955811E-1,5.312602386E0,7.628885651E0
1.154782792E0,1.799258423E-1,5.460345154E0,7.913294220E0
1.164811792E0,-7.649093628E-2,5.091212769E0,9.011859741E0
1.174841792E0,1.203497314E-1,5.089865570E0,9.750573578E0
1.184871792E0,3.924838257E-1,4.956193542E0,9.190288696E0
1.194901792E0,3.932322693E-1,4.812791748E0,8.360863495E0
1.204930792E0,2.953358459E-1,4.873565369E0,8.158035278E0
1.214960792E0,1.401086426E-1,4.940027161E0,8.262368317E0
1.224990792E0,1.586700439E-2,5.011877747E0,8.340356140E0
1.235020792E0,2.275268555E-2,5.125790863E0,8.412206726E0
1.245050792E0,-1.743873596E-1,5.195545807E0,8.422235870E0
1.255079792E0,-4.004173279E-1,5.199138336E0,8.441246338E0
1.265109792E0,-3.311114502E-1,5.114414520E0,8.314909058E0
1.275139792E0,-3.282673645E-1,5.007686462E0,8.230484619E0
1.285169792E0,-3.637435913E-1,4.998405762E0,8.216862946E0
1.295198792E0,-5.143304443E-1,4.978646851E0,8.275241547E0
1.305228792E0,-3.293151855E-1,4.970863037E0,8.356672211E0
1.315258792E0,-2.966830444E-1,4.874014435E0,8.107141113E0
1.325288792E0,-2.809657288E-1,4.908742218E0,7.871980133E0
1.335317792E0,-3.068618774E-1,4.979844360E0,7.996221771E0
1.345347792E0,-4.037104797E-1,4.980293427E0,8.036038971E0
1.355377792E0,-4.486170959E-1,4.960983582E0,8.013286285E0
1.365407792E0,-3.442840576E-1,4.913681946E0,8.030949554E0
1.375436792E0,-3.480262756E-1,4.900808716E0,8.172255707E0
1.385466792E0,-3.531156921E-1,4.955295410E0,8.359067230E0
1.395496792E0,-2.894979858E-1,4.883893890E0,8.537645874E0
1.405526792E0,-2.691403198E-1,4.842130737E0,8.706794128E0
1.415556792E0,-2.552192688E-1,4.849914551E0,8.726702728E0
1.425585792E0,-1.116677856E-1,4.880151672E0,8.533604279E0
1.435615792E0,-1.773811340E-1,4.833598480E0,8.350235596E0
1.445645792E0,-2.543211365E-1,4.924758911E0,8.407716064E0
1.455675792E0,-2.186952209E-1,4.952750702E0,8.358618164E0
1.465704792E0,-1.663041687E-1,4.985532532E0,8.295449524E0
1.475734792E0,-2.393522644E-1,5.084626465E0,8.288713531E0
1.485764792E0,-1.742376709E-1,4.947212219E0,8.408614197E0
1.495794792E0,-2.874023438E-2,4.791835327E0,8.527616730E0
1.505823792E0,-5.224136353E-2,4.698130188E0,8.488547974E0
1.515853792E0,-6.017486572E-2,4.678670654E0,8.428223419E0
1.525883792E0,-1.428030396E-1,4.761448517E0,8.465346222E0
1.535913792E0,-2.643502808E-1,4.749623108E0,8.196954346E0
1.545943792E0,-1.547781372E-1,4.716841278E0,8.641679535E0
1.555972792E0,-1.359173584E-1,4.684209137E0,8.356073456E0
1.566002792E0,-1.800755310E-1,4.788691864E0,8.356073456E0
1.576032792E0,-1.675016785E-1,4.748874664E0,8.282276917E0
1.586062792E0,-2.424957275E-1,4.666695557E0,8.263416138E0
1.596091792E0,-1.812730408E-1,4.660857697E0,8.298293610E0
1.606121792E0,-2.077679443E-1,4.695435791E0,8.406518555E0
1.616151792E0,-2.582130432E-1,4.805157623E0,8.663833466E0
1.626181792E0,-1.986369324E-1,4.856351166E0,8.654253387E0
1.636211792E0,-1.493893433E-1,4.842729492E0,8.444240112E0
1.646240792E0,-8.337661743E-2,4.938081207E0,8.329129486E0
1.656270792E0,-1.842668152E-1,4.932243347E0,8.368347931E0
1.666300792E0,-1.323248291E-1,4.861290894E0,8.309669952E0
1.676330792E0,-5.089416504E-3,4.943769379E0,8.169112244E0
1.686359792E0,-3.423381042E-1,4.910089417E0,8.383017426E0
1.696389792E0,-4.372407532E-1,4.954247589E0,8.603359222E0
1.706419792E0,-4.501139832E-1,5.012177124E0,8.668473816E0
1.722710750E0,-4.559219055E0,6.847360840E0,5.798641663E0
1.732739750E0,-4.580175476E0,6.843468933E0,5.869893494E0
1.742769750E0,-4.501888275E0,6.800657959E0,5.973627777E0
1.752799750E0,-4.192032623E0,6.659202118E0,6.073021088E0
1.762828750E0,-4.164489899E0,6.624174957E0,6.099515991E0
1.772858750E0,-4.144880676E0,6.818171539E0,6.156248016E0
1.782888750E0,-4.051774292E0,6.842421112E0,6.172414398E0
1.792918750E0,-4.137845306E0,6.760990448E0,6.172264709E0
1.802947750E0,-3.924987946E0,6.773264923E0,6.317462769E0
1.812977750E0,-3.721111908E0,6.768624573E0,6.112239532E0
1.823007750E0,-3.601660309E0,6.560407562E0,6.060896301E0
1.833036750E0,-3.522025909E0,6.349945221E0,5.952222290E0
1.843066750E0,-3.523073730E0,6.356830902E0,5.926625519E0
1.853096750E0,-3.493135986E0,6.354884949E0,6.021677856E0
1.863126750E0,-3.336860962E0,6.187532959E0,6.071673889E0
1.873155750E0,-3.274889832E0,5.957611084E0,6.058052216E0
1.883185750E0,-3.385210419E0,6.003415833E0,6.264173584E0
1.893215750E0,-3.660787354E0,6.386469269E0,6.450086975E0
1.903244750E0,-3.907773743E0,6.639892273E0,6.525230713E0
1.913274750E0,-4.237687683E0,6.643185425E0,6.747967529E0
1.923304750E0,-4.333189087E0,6.895111542E0,7.034621429E0
1.933333750E0,-4.002676392E0,6.590944061E0,6.675967255E0
1.943363750E0,-3.842060394E0,6.046825562E0,6.422993317E0
1.953393750E0,-3.895798645E0,6.204747162E0,7.077582092E0
1.963423750E0,-3.975433044E0,6.525979156E0,7.128925323E0
1.973452750E0,-3.810925140E0,6.507268066E0,6.660100250E0
1.983482750E0,-3.633993073E0,6.306385803E0,6.581363983E0
1.993512750E0,-3.458557892E0,6.130800934E0,6.743327179E0
2.003541750E0,-3.196303253E0,6.044131165E0,6.995552673E0
2.013571750E0,-3.311413879E0,5.955216064E0,7.230114899E0
2.023601750E0,-3.414399719E0,6.101461945E0,7.377408600E0
2.033631750E0,-3.470832367E0,6.306086426E0,7.453749847E0
2.043660750E0,-3.425027618E0,6.278992767E0,7.329657898E0
2.053690750E0,-3.050057373E0,5.998925171E0,7.080575867E0
2.063720750E0,-2.853067017E0,5.705535278E0,7.131769409E0
2.073749750E0,-2.787802734E0,5.629194031E0,7.241640930E0
2.083779750E0,-2.699187012E0,5.803431702E0,7.110214233E0
2.093809750E0,-2.617456970E0,5.914800110E0,6.958429871E0
2.103838750E0,-2.600242767E0,5.880820770E0,6.989116058E0
2.113868750E0,-2.556683350E0,5.782624969E0,6.871311035E0
2.123898750E0,-2.531984711E0,5.724845123E0,6.799460449E0
2.133928750E0,-2.468217316E0,5.719456329E0,6.697223053E0
2.143957750E0,-2.483784943E0,5.705535278E0,6.755302277E0
2.153987750E0,-2.689606934E0,5.752387848E0,6.932982788E0
2.164017750E0,-2.877316589E0,5.995033264E0,7.167994080E0
2.174046750E0,-2.522704010E0,5.942642212E0,6.940916290E0
2.184076750E0,-2.224374390E0,5.560935974E0,6.862030334E0
2.194106750E0,-2.273921356E0,5.293292542E0,6.948251038E0
2.204135750E0,-2.399360504E0,5.481451263E0,7.185357971E0
2.214165750E0,-2.391726379E0,5.842650146E0,7.176975403E0
2.224195750E0,-2.334844666E0,5.874084778E0,6.977140961E0
2.234225750E0,-2.331102448E0,5.693111115E0,7.150480499E0
2.244254750E0,-2.399210815E0,5.634283447E0,7.493567047E0
2.254284750E0,-2.540666656E0,5.695356445E0,7.716603241E0
2.264314750E0,-2.561323700E0,5.847889252E0,7.693401489E0
2.274343750E0,-2.537822571E0,5.865851898E0,7.580087128E0
2.284373750E0,-2.631378021E0,5.703439636E0,7.582781525E0
2.294403750E0,-2.580184479E0,5.695057068E0,7.795489197E0
2.304432750E0,-2.496358795E0,5.683081970E0,7.811206512E0
2.314462750E0,-2.508633270E0,5.630690918E0,7.819888458E0
2.324492750E0,-2.489024048E0,5.698350220E0,7.780670013E0
2.334522750E0,-2.384691010E0,5.723946991E0,7.499255219E0
2.344551750E0,-2.412832489E0,5.610482941E0,7.341483307E0
2.354581750E0,-2.385140076E0,5.550158386E0,7.336094513E0
2.364611750E0,-2.398312683E0,5.565276947E0,7.439978485E0
2.374640750E0,-2.404898987E0,5.577102356E0,7.463778992E0
2.384670750E0,-2.406844940E0,5.613027649E0,7.570656738E0
2.394700750E0,-2.312241669E0,5.580994263E0,7.659721527E0
2.404729750E0,-2.260000305E0,5.409600677E0,7.767796783E0
2.414759750E0,-2.304308167E0,5.314248962E0,7.990234222E0
2.424789750E0,-2.216889954E0,5.370382233E0,7.903265076E0
2.434819750E0,-2.087259521E0,5.381010132E0,7.741451569E0
2.444848750E0,-2.128124542E0,5.250481567E0,7.832911377E0
2.454878750E0,-2.162403259E0,5.249433746E0,7.866591339E0
2.464908750E0,-2.121538239E0,5.392087097E0,7.988138580E0
2.474937750E0,-2.089205475E0,5.497467957E0,8.071814575E0
2.484967750E0,-2.095342712E0,5.475014648E0,8.048163757E0
2.494998125E0,-2.070344696E0,5.473966827E0,8.096662903E0
2.505027125E0,-2.015109558E0,5.444328461E0,8.061785431E0
2.515057125E0,-1.948049011E0,5.429060211E0,7.962841187E0
2.525087125E0,-1.943109283E0,5.384003906E0,7.936046906E0
2.535117125E0,-1.876946869E0,5.366340637E0,7.879464569E0
2.545146125E0,-1.858834534E0,5.349725189E0,7.981402588E0
2.555176125E0,-1.899549866E0,5.368585968E0,8.021818542E0
2.565206125E0,-1.800006866E0,5.432353363E0,7.900870056E0
2.575235125E0,-1.785636749E0,5.391937408E0,7.811505890E0
2.585265125E0,-1.767075348E0,5.310207367E0,7.906558228E0
2.595295125E0,-1.709744568E0,5.258265381E0,8.046367493E0
2.605324125E0,-1.745370483E0,5.321434021E0,8.168214111E0
2.615354125E0,-1.688339081E0,5.341941376E0,7.923622742E0
2.625384125E0,-1.695224762E0,5.309159546E0,7.738308105E0
2.635414125E0,-1.770667877E0,5.332810364E0,7.804320831E0
2.645443125E0,-1.814826050E0,5.454207916E0,8.029302979E0
2.655473125E0,-1.811233521E0,5.494773560E0,8.092022552E0
2.665503125E0,-1.763333130E0,5.425168304E0,7.982600098E0
2.675532125E0,-1.719624023E0,5.327720947E0,7.913443909E0
2.685562125E0,-1.848056946E0,5.124144287E0,7.998766479E0
2.695592125E0,-2.267185364E0,4.725223846E0,7.991282043E0
2.705621125E0,-1.587748260E0,5.136718140E0,8.022267609E0
2.715651125E0,-1.150357819E0,5.505700836E0,7.866142273E0
2.725681125E0,-7.927514648E-1,5.658982086E0,7.763904877E0
2.735710125E0,-1.172811127E0,5.297034760E0,7.700586548E0
2.745740125E0,-1.501078491E0,4.819228363E0,7.685318298E0
2.755770125E0,-1.286724243E0,4.945415955E0,8.031398621E0
2.765800125E0,-1.322499847E0,5.100792847E0,8.158334656E0
2.775829125E0,-1.365011444E0,5.182672577E0,8.065228271E0
2.785859125E0,-1.438658295E0,5.218148804E0,8.053253174E0
2.795889125E0,-1.473685455E0,5.249882812E0,8.087831268E0
2.805918125E0,-1.458566895E0,5.227728882E0,8.067174225E0
2.815948125E0,-1.508562927E0,5.189857635E0,8.117319946E0
2.825978125E0,-1.562750244E0,5.229375458E0,8.125552826E0
2.836007125E0,-1.629212036E0,5.277126160E0,8.206833801E0
2.846037125E0,-1.700463867E0,5.306764526E0,8.346643066E0
2.856067125E0,-1.621577911E0,5.276228027E0,8.199948120E0
2.866097125E0,-1.599124603E0,5.196593628E0,8.074658661E0
2.876126125E0,-1.557211761E0,5.173391876E0,8.049061890E0
2.886156125E0,-1.601519623E0,5.213807831E0,8.232430573E0
