id,Run3,distance,angle,Z_1
,Run3,494,94.8990924547455,160.120010375977
,Run3,495,94.8990924547455,160.072006225586
,Run3,496,94.8990924547455,160.06201171875
,Run3,497,94.8990924547455,160.605010986328
,Run3,498,94.8990924547455,160.675003051758
,Run3,499,94.8990924547455,160.663009643555
,Run3,500,94.8990924547455,160.745010375977
,Run3,501,94.8990924547455,160.429000854492
,Run3,502,94.8990924547455,160.532012939453
,Run3,503,94.8990924547455,160.554000854492
,Run3,504,94.8990924547455,160.608001708984
,Run3,505,94.8990924547455,160.725006103516
,Run3,506,94.8990924547455,160.813003540039
,Run3,507,94.8990924547455,160.848007202148
,Run3,508,94.8990924547455,160.919006347656
,Run3,509,94.8990924547455,160.941009521484
,Run3,510,94.8990924547455,160.934005737305
,Run3,511,94.8990924547455,160.876007080078
,Run3,512,94.8990924547455,160.595001220703
,Run3,513,94.8990924547455,160.490005493164
,Run3,514,94.8990924547455,160.483001708984
,Run3,515,94.8990924547455,160.504013061523
,Run3,516,94.8990924547455,160.499008178711
,Run3,517,94.8990924547455,160.600006103516
,Run3,518,94.8990924547455,160.721008300781
,Run3,519,94.8990924547455,160.801010131836
,Run3,520,94.8990924547455,160.801010131836
,Run3,521,94.8990924547455,160.841003417969
,Run3,522,94.8990924547455,160.889007568359
,Run3,523,98.7461622621263,160.832000732422
,Run3,524,98.7461622621263,160.900009155273
,Run3,525,98.7461622621263,160.957000732422
,Run3,526,98.7461622621263,160.970001220703
,Run3,527,98.7461622621263,160.041000366211
,Run3,528,98.7461622621263,160.952011108398
,Run3,529,98.7461622621263,160.913009643555
,Run3,530,98.7461622621263,160.931015014648
,Run3,531,98.7461622621263,160.952011108398
,Run3,532,98.7461622621263,160.066009521484
,Run3,533,98.7461622621263,160.052001953125
,Run3,534,98.7461622621263,160.041000366211
,Run3,535,98.7461622621263,160.021011352539
,Run3,536,98.7461622621263,160.00700378418
,Run3,537,98.7461622621263,160.005004882812
,Run3,538,98.7461622621263,160.016006469727
,Run3,539,98.7461622621263,160.036010742188
,Run3,540,98.7461622621263,160.066009521484
,Run3,541,98.7461622621263,160.067001342773
,Run3,542,98.7461622621263,160.073013305664
,Run3,543,98.7461622621263,160.058004760742
,Run3,544,98.7461622621263,160.050009155273
,Run3,545,98.7461622621263,160.084005737305
,Run3,546,98.7461622621263,160.023004150391
,Run3,547,98.7461622621263,160.07900390625
,Run3,548,98.7461622621263,160.504013061523
,Run3,549,98.7461622621263,160.087014770508
,Run3,550,98.7461622621263,160.047006225586
,Run3,551,98.7461622621263,160.054010009766
,Run3,552,98.7461622621263,160.046014404297
,Run3,553,98.7461622621263,160.029000854492
,Run3,554,98.7461622621263,160.08600769043
,Run3,555,98.7461622621263,160.099008178711
,Run3,556,164.931511840566,160.06501159668
,Run3,557,164.931511840566,160.040002441406
,Run3,558,164.931511840566,160.041003417969
,Run3,559,164.931511840566,160.074008178711
,Run3,560,164.931511840566,160.03000793457
,Run3,561,164.931511840566,160.076013183594
,Run3,562,164.931511840566,160.074014282227
,Run3,563,164.931511840566,160.073007202148
,Run3,564,164.931511840566,160.061013793945
,Run3,565,164.931511840566,160.075012207031
,Run3,566,164.931511840566,160.058013916016
,Run3,567,164.931511840566,160.099014282227
,Run3,568,164.931511840566,160.047003173828
,Run3,569,164.931511840566,160.077008056641
,Run3,570,164.931511840566,160.002001953125
,Run3,571,164.931511840566,160.010009765625
,Run3,572,164.931511840566,160.062002563477
,Run3,573,164.931511840566,160.013006591797
,Run3,574,164.931511840566,160.085006713867
,Run3,575,164.931511840566,160.069000244141
,Run3,576,164.931511840566,160.063006591797
,Run3,577,164.931511840566,160.043005371094
,Run3,578,164.931511840566,160.095013427734
,Run3,579,164.931511840566,160.098001098633
,Run3,580,164.931511840566,160.076007080078
,Run3,581,164.931511840566,160.046008300781
,Run3,582,164.931511840566,159.886001586914
,Run3,583,164.931511840566,159.527008056641
,Run3,584,164.931511840566,159.599014282227
,Run3,585,164.931511840566,159.640014648438
,Run3,586,164.931511840566,159.728012084961
,Run3,587,164.931511840566,159.801010131836
,Run3,588,164.931511840566,159.794006347656
,Run3,589,164.931511840566,159.779006958008
,Run3,590,259.215702132971,159.796005249023
,Run3,591,259.215702132971,159.764007568359
,Run3,592,259.215702132971,159.71501159668
,Run3,593,259.215702132971,159.707000732422
,Run3,594,259.215702132971,159.690002441406
,Run3,595,259.215702132971,159.682006835938
,Run3,596,259.215702132971,159.678009033203
