"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.775087499E-2,-6.772293895E-2,-2.119184285E-1,-1.728039607E-2
5.778087499E-2,-1.370314360E-1,-2.092518061E-1,-2.002318576E-2
6.781087500E-2,-2.306320667E-1,-2.343730032E-1,-1.074692793E-2
7.783987500E-2,-3.052107096E-1,-2.897915244E-1,6.215010770E-3
8.786987500E-2,-3.262471557E-1,-3.491680920E-1,2.021367848E-2
9.789987499E-2,-3.029623330E-1,-3.595983684E-1,2.436794341E-2
1.079298750E-1,-2.484340668E-1,-3.241133988E-1,1.324968599E-2
1.179588750E-1,-1.834561229E-1,-2.590944767E-1,-2.367623849E-3
1.279888750E-1,-1.069667488E-1,-1.694221050E-1,-2.087273449E-2
1.380188750E-1,-4.243755341E-2,-9.973622859E-2,-3.247186542E-2
1.480488750E-1,-1.530829538E-2,-1.025343016E-1,-2.315738425E-2
1.580778750E-1,-1.482519787E-2,-1.433720142E-1,-1.175106410E-2
1.681078750E-1,-4.444918782E-2,-1.906187534E-1,-9.555894881E-3
1.781378750E-1,-7.437513024E-2,-2.309161127E-1,-1.662658714E-2
1.881678750E-1,-9.516409039E-2,-2.739005685E-1,-2.421113662E-2
1.981968750E-1,-1.160565913E-1,-3.045628667E-1,-2.865488827E-2
2.082268750E-1,-1.421699673E-1,-3.127258122E-1,-4.342060536E-2
2.182568750E-1,-1.620539278E-1,-3.091318905E-1,-5.614492297E-2
2.282868750E-1,-1.758977473E-1,-3.120760024E-1,-5.528222769E-2
2.383158750E-1,-1.692100167E-1,-2.998928428E-1,-5.731661618E-2
2.483458750E-1,-1.337767094E-1,-2.415569276E-1,-6.549084932E-2
2.583758750E-1,-8.229327947E-2,-1.684867144E-1,-7.047575712E-2
2.684058750E-1,-4.159542546E-2,-1.328932196E-1,-6.718292087E-2
2.784348750E-1,-1.723628864E-2,-1.184077561E-1,-6.560979784E-2
2.884648750E-1,-1.331746485E-2,-8.669115603E-2,-6.138107926E-2
2.984948750E-1,-2.020466514E-2,-4.046373814E-2,-6.105670333E-2
3.085248750E-1,-3.208355606E-2,8.531251922E-3,-6.398005784E-2
3.185538750E-1,-3.799497336E-2,4.880809784E-2,-6.448206306E-2
3.285838750E-1,-3.586102277E-2,7.869472355E-2,-5.562443659E-2
3.386138750E-1,-4.163689166E-2,8.329240978E-2,-4.755452648E-2
3.486438750E-1,-5.466859788E-2,5.105939880E-2,-3.895572573E-2
3.586728750E-1,-6.960493326E-2,-8.728832006E-3,-2.772144973E-2
3.687028750E-1,-8.354305476E-2,-6.977410614E-2,-2.071119659E-2
3.787328750E-1,-9.551263601E-2,-1.311565042E-1,-1.706612669E-2
3.887628750E-1,-1.073204204E-1,-1.649884731E-1,-2.703448944E-2
3.987918750E-1,-1.255942285E-1,-1.438863724E-1,-3.954868019E-2
4.088218750E-1,-1.555277407E-1,-1.265842915E-1,-4.098575562E-2
4.188518750E-1,-1.668877304E-1,-1.164986417E-1,-2.960793301E-2
4.288818750E-1,-1.268311590E-1,-1.027537212E-1,-2.553346939E-2
4.389108750E-1,-3.748503700E-2,-7.296972722E-2,-1.108182501E-2
4.489408750E-1,6.021064520E-2,-3.487018123E-2,8.898895234E-3
4.589708750E-1,1.271286905E-1,-2.047047019E-2,1.821063645E-2
4.690008750E-1,1.426186860E-1,-2.381227911E-2,1.662768982E-2
4.790298750E-1,1.190313250E-1,5.668299273E-4,-5.520971026E-4
