"Time (s)","X (hPa)"
-5.545734586E-1,9.745138550E2
4.455315415E-1,9.745136261E2
1.445645541E0,9.745133972E2
2.445793541E0,9.745133972E2
3.445932542E0,9.745134735E2
3.803956541E0,9.745134735E2
4.870774542E0,9.745122528E2
5.937690541E0,9.744982910E2
7.004575541E0,9.744870758E2
8.071430541E0,9.744782257E2
9.138285541E0,9.744708252E2
1.020510454E1,9.744708252E2
1.127199054E1,9.744798279E2
1.233885354E1,9.744798279E2
1.340568154E1,9.744776917E2
1.447254854E1,9.744582367E2
1.553939854E1,9.744425964E2
1.660624254E1,9.744317627E2
1.767304454E1,9.744157410E2
1.873990554E1,9.744157410E2
1.980676954E1,9.744271088E2
2.087359254E1,9.744297791E2
2.194044354E1,9.744303894E2
2.300728454E1,9.744345856E2
2.407410354E1,9.744394684E2
2.514093554E1,9.744399261E2
2.620781554E1,9.744440460E2
2.727471854E1,9.744440460E2
2.834160554E1,9.744428253E2
2.940845954E1,9.744381714E2
3.047530554E1,9.744343567E2
3.154213254E1,9.744183350E2
3.260894654E1,9.744092560E2
3.367570854E1,9.744030762E2
3.474249254E1,9.743974304E2
3.580929654E1,9.743959045E2
3.687613554E1,9.743944550E2
3.794296954E1,9.743933105E2
3.900982354E1,9.743867493E2
4.007664854E1,9.743807983E2
4.114349854E1,9.743643188E2
4.221030754E1,9.743595886E2
4.327715154E1,9.743475342E2
4.434402054E1,9.743433380E2
4.541083554E1,9.743325043E2
4.647766654E1,9.743296814E2
4.754454854E1,9.743194580E2
4.861139054E1,9.743186951E2
4.967825454E1,9.743170166E2
5.074511054E1,9.743132782E2
5.181196554E1,9.743168640E2
5.287879554E1,9.743132019E2
5.394566354E1,9.743125153E2
5.501249754E1,9.743083191E2
5.607939154E1,9.743045044E2
5.714621654E1,9.742994690E2
5.821304354E1,9.742919159E2
5.927986854E1,9.742855835E2
6.034666754E1,9.742700958E2
6.141348054E1,9.742587280E2
6.248031854E1,9.742519379E2
6.354713554E1,9.742481232E2
6.461398754E1,9.742462921E2
6.568086654E1,9.742434692E2
6.674775154E1,9.742411041E2
6.781454954E1,9.742311096E2
6.888137154E1,9.742240906E2
6.994827454E1,9.742118073E2
7.101513054E1,9.741992188E2
7.208199154E1,9.741829681E2
7.314885754E1,9.741670227E2
7.421575454E1,9.741435242E2
7.528264654E1,9.741161346E2
7.634950254E1,9.740838623E2
7.741644454E1,9.740581512E2
7.848335954E1,9.740344238E2
7.955025154E1,9.740151215E2
8.061715554E1,9.740109253E2
8.168405354E1,9.740109253E2
8.275094754E1,9.740109253E2
8.381784954E1,9.740061188E2
8.488474054E1,9.739993286E2
8.595164554E1,9.739916992E2
8.701846854E1,9.739821625E2
8.808536954E1,9.739774323E2
8.915228654E1,9.739761353E2
9.021921154E1,9.739752197E2
9.128611554E1,9.739752197E2
9.235307154E1,9.739630890E2
9.341993854E1,9.739506531E2
9.448688854E1,9.739379120E2
9.555383254E1,9.739233398E2
9.662078754E1,9.739085388E2
9.768781854E1,9.739005280E2
9.875474154E1,9.738828278E2
9.982159154E1,9.738679504E2
1.008884775E2,9.738462830E2
1.019553735E2,9.738335419E2
1.030222275E2,9.738201904E2
1.040891605E2,9.738109589E2
1.051560675E2,9.737908936E2
1.062229755E2,9.737825775E2
1.072898755E2,9.737663269E2
1.083568625E2,9.737460327E2
1.094237815E2,9.737308502E2
1.104907035E2,9.737223816E2
1.115576605E2,9.737078857E2
1.126245815E2,9.736941528E2
1.136914165E2,9.736854553E2
1.147583135E2,9.736749268E2
1.158251835E2,9.736659241E2
1.168920535E2,9.736577606E2
1.179588805E2,9.736483002E2
1.190257655E2,9.736435699E2
1.200926025E2,9.736352539E2
1.211594755E2,9.736231232E2
1.222263085E2,9.736102295E2
1.232931715E2,9.735964203E2
1.243599705E2,9.735839844E2
1.254268195E2,9.735699463E2
1.264937195E2,9.735555267E2
1.275605905E2,9.735408020E2
1.286275075E2,9.735301971E2
1.296944115E2,9.735184479E2
1.307612535E2,9.735009003E2
1.318281205E2,9.734977722E2
1.328949435E2,9.734899902E2
1.339618165E2,9.734735107E2
1.350286445E2,9.734555817E2
1.360954725E2,9.734393311E2
1.371623095E2,9.734330750E2
1.382291645E2,9.734326935E2
1.392959855E2,9.734317780E2
1.403628715E2,9.734294891E2
1.414297575E2,9.734274292E2
1.424966775E2,9.734161377E2
1.435636265E2,9.733868408E2
1.446305335E2,9.733610535E2
1.456974365E2,9.733455658E2
1.467642885E2,9.733222198E2
1.478311715E2,9.733032990E2
1.488980665E2,9.732837677E2
1.499649555E2,9.732585144E2
1.510318905E2,9.732276917E2
1.520987845E2,9.732119751E2
1.531657025E2,9.731815338E2
1.542325735E2,9.731587982E2
1.552994185E2,9.731508636E2
1.563662685E2,9.731471252E2
1.574330905E2,9.731367493E2
1.584999815E2,9.731356812E2
1.595669235E2,9.731349945E2
1.606337865E2,9.731343079E2
1.617006325E2,9.731314850E2
1.627675425E2,9.731270599E2
1.638344915E2,9.731172180E2
1.649014045E2,9.731034088E2
1.659682935E2,9.730834198E2
1.670352245E2,9.730617523E2
1.681021125E2,9.730342102E2
1.691690665E2,9.730101013E2
1.702360125E2,9.729912567E2
1.713029295E2,9.729759979E2
1.723698215E2,9.729631805E2
1.734367935E2,9.729566193E2
1.745037515E2,9.729515839E2
1.755706745E2,9.729418182E2
1.766375715E2,9.729354858E2
1.777045155E2,9.729302979E2
1.787714075E2,9.729252625E2
1.798383165E2,9.729153442E2
1.809052215E2,9.729018402E2
1.819721425E2,9.728888702E2
1.830391095E2,9.728796387E2
1.841060195E2,9.728684998E2
1.851728975E2,9.728588867E2
