id,Route6,distance,angle,Z_1
,Run6,0,205.70995378043,179.70100402832
,Run6,1,205.70995378043,179.751007080078
,Run6,2,205.70995378043,179.797012329102
,Run6,3,205.70995378043,179.869003295898
,Run6,4,205.70995378043,179.905014038086
,Run6,5,205.70995378043,179.983001708984
,Run6,6,205.70995378043,180.012008666992
,Run6,7,205.70995378043,180.086013793945
,Run6,8,205.70995378043,180.155014038086
,Run6,9,205.70995378043,180.540008544922
,Run6,10,205.70995378043,181.469009399414
,Run6,11,205.70995378043,181.483001708984
,Run6,12,205.70995378043,182.074005126953
,Run6,13,205.70995378043,182.256011962891
,Run6,14,205.70995378043,182.366012573242
,Run6,15,205.70995378043,182.423004150391
,Run6,16,205.70995378043,182.746002197266
,Run6,17,205.70995378043,182.782012939453
,Run6,18,205.70995378043,182.830001831055
,Run6,19,205.70995378043,183.225006103516
,Run6,20,205.70995378043,183.285003662109
,Run6,21,205.70995378043,183.285003662109
,Run6,22,205.70995378043,183.31901550293
,Run6,23,205.70995378043,183.393005371094
,Run6,24,205.70995378043,183.531005859375
,Run6,25,205.70995378043,183.493011474609
,Run6,26,205.70995378043,183.697006225586
,Run6,27,205.70995378043,183.723007202148
,Run6,28,205.70995378043,183.915008544922
,Run6,29,205.70995378043,183.897003173828
,Run6,30,205.70995378043,184.011001586914
,Run6,31,205.70995378043,184.011001586914
,Run6,32,205.70995378043,184.10400390625
,Run6,33,205.70995378043,184.216003417969
,Run6,34,205.70995378043,184.300003051758
,Run6,35,205.70995378043,184.427001953125
,Run6,36,205.70995378043,184.496002197266
,Run6,37,205.70995378043,184.645004272461
,Run6,38,205.70995378043,184.723007202148
,Run6,39,205.70995378043,184.778015136719
,Run6,40,205.70995378043,184.920013427734
,Run6,41,205.70995378043,184.920013427734
,Run6,42,205.70995378043,185.03401184082
,Run6,43,205.70995378043,185.107009887695
,Run6,44,205.70995378043,185.220001220703
,Run6,45,205.70995378043,185.30500793457
,Run6,46,205.70995378043,185.394012451172
,Run6,47,205.70995378043,185.547012329102
,Run6,48,205.70995378043,185.623016357422
,Run6,49,205.70995378043,185.719009399414
,Run6,50,205.70995378043,185.837005615234
,Run6,51,127.010673233252,185.837005615234
,Run6,52,127.010673233252,185.959014892578
,Run6,53,127.010673233252,186.059005737305
,Run6,54,127.010673233252,186.099014282227
,Run6,55,127.010673233252,186.115005493164
,Run6,56,127.010673233252,186.115005493164
,Run6,57,127.010673233252,186.157012939453
,Run6,58,127.010673233252,186.188003540039
,Run6,59,127.010673233252,186.28401184082
,Run6,60,127.010673233252,186.309005737305
