"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
6.993083342E-3,-6.364764404E-1,4.364324341E0,5.687572632E0
1.702608337E-2,-5.315446472E-1,4.333039398E0,6.206244049E0
2.705908334E-2,-3.414399719E-1,4.180506592E0,7.008725281E0
3.709208337E-2,-4.745132446E-2,3.937112732E0,7.880961456E0
4.712508334E-2,8.771759033E-2,3.659889221E0,7.929909668E0
5.715708336E-2,1.079255676E-1,3.617976379E0,7.226522369E0
6.719008333E-2,6.900650024E-2,3.945794678E0,6.314768372E0
7.722308335E-2,1.092727661E-1,4.345014496E0,5.674100647E0
8.725608332E-2,3.947291565E-1,4.781656494E0,5.317691803E0
9.728908335E-2,5.289999390E-1,5.031037903E0,5.453459473E0
1.073220833E-1,6.535409546E-1,4.796775055E0,6.384223938E0
1.173550833E-1,6.682104492E-1,4.353696442E0,7.559430084E0
1.273880833E-1,6.954537964E-1,4.085603943E0,8.283773804E0
1.374210833E-1,7.289840698E-1,3.779490509E0,8.666677551E0
1.474540833E-1,7.855664063E-1,3.567082214E0,9.472152557E0
1.574870833E-1,8.466394043E-1,3.625909882E0,1.039333694E1
1.675200834E-1,1.076261902E0,3.987258453E0,1.059167450E1
1.775530833E-1,1.219663696E0,4.011358337E0,1.086171295E1
1.875860834E-1,1.218316498E0,3.905827789E0,1.075438614E1
1.976190833E-1,1.215322723E0,3.939208374E0,1.014395554E1
2.076520834E-1,1.099763031E0,4.144730988E0,9.759554901E0
2.176850833E-1,1.025966492E0,4.503983917E0,9.583670654E0
2.277180834E-1,1.202000427E0,4.565955048E0,9.391620026E0
2.377510833E-1,1.254840546E0,4.403243408E0,9.700128479E0
2.477840834E-1,1.462159424E0,4.132755890E0,1.012225067E1
2.578170833E-1,1.440753937E0,3.717818756E0,1.000459534E1
2.678500834E-1,9.898915100E-1,3.442092133E0,9.975406036E0
2.778830833E-1,3.492237854E-1,3.552412720E0,1.018152740E1
2.879160834E-1,-2.315684509E-1,3.819457397E0,1.031265472E1
2.979490833E-1,-4.487667847E-1,3.958368530E0,1.019619690E1
3.079820834E-1,-3.393443298E-1,3.877835999E0,9.886640625E0
3.180150833E-1,-1.121168518E-1,3.776945801E0,9.614207153E0
3.280480833E-1,1.866618347E-1,3.589685211E0,1.013452515E1
3.380810833E-1,7.327262878E-1,3.245550842E0,1.174532547E1
3.481140833E-1,7.548802185E-1,2.870281219E0,1.328592178E1
3.581470833E-1,3.203338623E-1,2.358046417E0,1.422491913E1
3.681800833E-1,4.685256958E-1,1.765428772E0,1.431188828E1
3.782130834E-1,8.180488586E-1,1.478774872E0,1.337468719E1
3.882460833E-1,1.465901642E0,1.223256226E0,1.087668182E1
3.982790834E-1,2.397264862E0,1.022972717E0,8.002059631E0
4.083120833E-1,2.909200287E0,1.159189453E0,5.973178711E0
4.183450834E-1,2.144290924E0,1.087638245E0,5.605692902E0
