"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.739083339E-3,-1.139163375E0,1.543541402E-1,1.754666865E-2
1.577208337E-2,-1.156233311E0,7.517132163E-2,1.170763397E-3
2.580508334E-2,-1.008821249E0,-2.846292965E-2,-1.073622983E-2
3.583808336E-2,-7.600334287E-1,-1.386931539E-1,-1.677870005E-2
4.587108333E-2,-5.389143825E-1,-3.142894506E-1,-1.040575560E-2
5.590308335E-2,-4.314517081E-1,-5.704249740E-1,5.520808627E-4
6.593608332E-2,-4.537577927E-1,-8.578732610E-1,-1.338743698E-2
7.596908335E-2,-5.406053066E-1,-1.228808165E0,-1.216916144E-1
8.600208332E-2,-6.751692295E-1,-1.633105755E0,-2.896324098E-1
9.603508335E-2,-8.141694665E-1,-1.931504607E0,-4.324821532E-1
1.060680833E-1,-9.266273379E-1,-1.998229742E0,-5.270885825E-1
1.161010833E-1,-1.004685402E0,-1.824926853E0,-5.968397260E-1
1.261340833E-1,-1.071950436E0,-1.557001948E0,-6.357210875E-1
1.361670833E-1,-1.102240443E0,-1.347075105E0,-6.257974505E-1
1.462000834E-1,-1.031725287E0,-1.142917991E0,-5.489660501E-1
1.562330833E-1,-8.189849257E-1,-8.641567826E-1,-5.190033913E-1
1.662660834E-1,-5.486887693E-1,-6.414094567E-1,-4.729157984E-1
1.762990833E-1,-2.968267798E-1,-4.398810565E-1,-3.681215644E-1
1.863320834E-1,-1.535007507E-1,-2.223271728E-1,-2.719710469E-1
1.963650833E-1,-1.451851428E-1,-1.138707846E-1,-2.002557218E-1
2.063980834E-1,-1.900724620E-1,-1.499571502E-1,-1.676586270E-1
2.164310833E-1,-2.400310636E-1,-3.025887907E-1,-2.105340511E-1
2.264640834E-1,-3.099275827E-1,-4.902492464E-1,-2.724160552E-1
2.364970833E-1,-3.551113904E-1,-5.410591960E-1,-2.923555970E-1
2.465300834E-1,-4.015696943E-1,-4.297934175E-1,-2.937090099E-1
2.565630833E-1,-4.508087933E-1,-3.276267946E-1,-2.182025164E-1
2.665960834E-1,-4.622670412E-1,-2.869232893E-1,-9.747743607E-2
2.766290833E-1,-4.342956245E-1,-3.080163002E-1,3.424373642E-2
2.866620834E-1,-4.079084992E-1,-3.564416468E-1,1.345218718E-1
2.966950833E-1,-4.582320154E-1,-4.296630919E-1,1.920246035E-1
3.067280833E-1,-6.121795177E-1,-6.509235501E-1,2.259876430E-1
3.167610833E-1,-8.114258051E-1,-9.620912075E-1,2.482938468E-1
3.267940833E-1,-8.880702257E-1,-1.218257308E0,2.750141323E-1
3.368270833E-1,-7.394356728E-1,-1.299793839E0,3.094103038E-1
3.468600833E-1,-3.449144363E-1,-1.344148755E0,4.551656246E-1
3.568930833E-1,2.155983746E-1,-1.373423338E0,6.508472562E-1
3.669260833E-1,8.084985018E-1,-1.335108757E0,8.611813188E-1
3.769590834E-1,1.231634378E0,-1.306897998E0,1.029052377E0
3.869920833E-1,1.264269352E0,-1.254139900E0,1.008882880E0
3.970250834E-1,8.361973166E-1,-1.203425169E0,8.533298969E-1
4.070580833E-1,2.199200094E-1,-1.047131419E0,7.645366192E-1
4.170910834E-1,-3.125801980E-1,-8.718749285E-1,8.259745836E-1
4.271240833E-1,-4.864867330E-1,-1.078002572E0,1.042665362E0
4.371570834E-1,-1.127942577E-1,-1.478089929E0,1.398518920E0
4.471900833E-1,5.767745972E-1,-1.732947707E0,1.865715027E0
4.572230834E-1,1.156610489E0,-1.641162395E0,2.280114889E0
4.672560833E-1,1.417516947E0,-1.393145680E0,2.460561991E0
4.772890834E-1,1.392100334E0,-1.236593008E0,2.318006992E0
4.873220833E-1,1.245943189E0,-1.247751832E0,2.124358177E0
4.973550834E-1,1.033853173E0,-1.421960950E0,2.073799849E0
5.073880833E-1,8.226040602E-1,-1.716015577E0,2.191668749E0
5.174200833E-1,7.759999633E-1,-2.093507290E0,2.406086445E0
5.274530834E-1,9.290582538E-1,-2.416114092E0,2.695354462E0
5.374860833E-1,1.108323574E0,-2.675214529E0,3.043451071E0
5.475190834E-1,1.087854743E0,-2.944278479E0,3.473323822E0
5.575520833E-1,9.361953139E-1,-3.274213552E0,3.992321968E0
5.675850834E-1,6.641320586E-1,-3.791588545E0,4.766917229E0
5.776180833E-1,3.934247494E-1,-4.463027000E0,5.552220345E0
5.876510834E-1,3.779675066E-1,-4.823309422E0,5.788951397E0
5.976840833E-1,5.413230658E-1,-4.715359211E0,5.325871944E0
6.077170834E-1,7.070375085E-1,-4.305310726E0,4.596326351E0
6.177500833E-1,7.549408078E-1,-3.959186792E0,4.084980011E0
6.277830834E-1,7.448548675E-1,-3.873191357E0,4.002723694E0
6.378160833E-1,7.118249536E-1,-3.938841820E0,4.184893131E0
6.478490834E-1,7.420135140E-1,-3.872290850E0,4.478980064E0
6.578820833E-1,8.779936433E-1,-3.631450415E0,4.772079468E0
6.679150834E-1,1.037888765E0,-3.452641010E0,5.146408081E0
6.779480833E-1,1.111778378E0,-3.332140684E0,5.433965683E0
6.879810833E-1,1.055998445E0,-3.167994499E0,5.525542259E0
6.980140833E-1,8.257453442E-1,-2.925612926E0,5.578941822E0
7.080470833E-1,5.577847362E-1,-2.572931290E0,5.623159885E0
7.180800833E-1,3.641640544E-1,-2.111924171E0,5.540354252E0
7.281130833E-1,2.081709802E-1,-1.581215262E0,5.299674034E0
7.381460834E-1,-7.707706094E-2,-8.136200905E-1,4.941860199E0
7.481790833E-1,-5.551459193E-1,-2.888069153E-1,4.411699295E0
7.582120834E-1,-9.176768661E-1,-5.804756284E-2,3.793787479E0
7.682450833E-1,-9.444072843E-1,-4.160813615E-2,3.344481945E0
7.782780834E-1,-7.968021631E-1,-2.404598296E-1,3.123213530E0
7.883110833E-1,-5.790019035E-1,-6.367560029E-1,3.027928591E0
7.983440834E-1,-3.582922220E-1,-1.121294618E0,3.024001360E0
8.083770833E-1,-1.300641149E-1,-1.625585198E0,3.044100046E0
8.184100834E-1,1.034835204E-1,-1.967452645E0,2.995537519E0
8.284430833E-1,2.267117053E-1,-2.089278460E0,2.884020805E0
8.384760834E-1,2.071192116E-1,-1.934116125E0,2.757896185E0
8.485090833E-1,7.915751636E-2,-1.557978153E0,2.626124859E0
8.585420834E-1,-7.360256463E-2,-9.889442325E-1,2.454405069E0
8.685750833E-1,-2.776169479E-1,-3.133674264E-1,2.272705317E0
8.786080834E-1,-4.492861927E-1,2.463697940E-1,1.987009764E0
8.886410833E-1,-4.122509360E-1,6.103541255E-1,1.615607977E0
8.986740833E-1,-1.053774133E-1,8.036619425E-1,1.324792504E0
9.087070833E-1,3.264922500E-1,8.715059757E-1,1.072479844E0
9.187390833E-1,6.729310155E-1,7.973947525E-1,8.763054013E-1
9.287720834E-1,8.143113256E-1,5.462285876E-1,7.337002754E-1
9.388039167E-1,8.260265589E-1,3.523550630E-1,6.008332372E-1
9.488369167E-1,6.969910860E-1,5.519742519E-2,3.629663289E-1
9.588699167E-1,4.125597477E-1,-4.854704812E-2,4.376131669E-2
9.689029166E-1,-1.795413941E-1,7.140944898E-2,-2.048479617E-1
9.789359167E-1,-5.831890106E-1,2.210411280E-1,-3.786740601E-1
9.889689167E-1,-6.538264155E-1,4.253340960E-1,-4.914208353E-1
9.990019167E-1,-4.835651815E-1,4.423731267E-1,-7.144744396E-1
1.009034917E0,-2.804163396E-1,5.009608269E-1,-1.014422297E0
1.019067917E0,-2.797565162E-1,6.283180714E-1,-1.224998474E0
1.029100917E0,-4.320347309E-1,7.994104624E-1,-1.366425872E0
1.039133917E0,-6.025774479E-1,9.485880733E-1,-1.465074897E0
1.049166917E0,-7.429888844E-1,9.015678763E-1,-1.537503719E0
1.059199917E0,-9.441108108E-1,6.753789186E-1,-1.622362018E0
1.069232917E0,-1.184469104E0,3.210663795E-1,-1.672823906E0
1.079265917E0,-1.137845159E0,-1.155727357E-1,-1.723324180E0
1.089298917E0,-9.802577496E-1,-4.897228777E-1,-1.865363359E0
1.099331917E0,-8.299772143E-1,-7.045017481E-1,-2.051033974E0
1.109364917E0,-6.954303384E-1,-7.484925985E-1,-2.252993107E0
1.119397917E0,-7.452341914E-1,-6.473929286E-1,-2.484820604E0
1.129430917E0,-8.249067068E-1,-7.448022962E-1,-2.559273481E0
1.139463917E0,-7.382484674E-1,-1.034576297E0,-2.621248245E0
1.149496917E0,-4.576178789E-1,-1.435193300E0,-2.631227732E0
1.159529917E0,-1.249394417E-1,-1.813596606E0,-2.668599367E0
1.169562917E0,3.316107988E-1,-2.310869694E0,-2.585690498E0
1.179595917E0,5.746792555E-1,-2.581257105E0,-2.462585449E0
1.189628917E0,6.168219447E-1,-2.530296326E0,-2.384264708E0
1.199661917E0,5.096406937E-1,-2.199269295E0,-2.362478018E0
1.209694917E0,3.368513584E-1,-1.836488008E0,-2.263253212E0
1.219727917E0,5.714140832E-2,-1.545780897E0,-2.050020456E0
1.229760917E0,-3.206586242E-1,-1.360644341E0,-1.894034505E0
1.239793917E0,-6.646285057E-1,-1.279342413E0,-1.757107258E0
1.249825917E0,-9.605690837E-1,-1.285373926E0,-1.644885421E0
1.259858917E0,-1.275246859E0,-1.212980032E0,-1.564737320E0
1.269891917E0,-1.594378710E0,-7.576772571E-1,-1.476029038E0
1.279924917E0,-2.200362206E0,-9.538942948E-3,-1.644144058E0
1.289957917E0,-2.594956636E0,4.623612165E-1,-1.758187294E0
1.299990917E0,-2.163065672E0,4.687879980E-1,-1.328577995E0
1.310023917E0,-1.785866976E0,3.005593121E-1,-7.475492954E-1
1.320056917E0,-1.686475754E0,2.059216946E-1,-4.935009480E-1
1.330089917E0,-1.655283213E0,2.080381066E-1,-4.184741080E-1
1.340122917E0,-1.754369020E0,1.269017011E-1,-3.535401225E-1
1.350155917E0,-1.830448627E0,8.330522478E-2,-1.981358677E-1
1.360188917E0,-1.775815487E0,3.433118388E-2,6.678871065E-2
1.370221917E0,-1.568457603E0,-7.741612196E-2,4.509657025E-1
1.380254917E0,-1.387744427E0,-2.372135818E-1,8.505586982E-1
1.390287917E0,-1.155884266E0,-2.610017359E-1,1.102466583E0
1.400320917E0,-8.879645467E-1,-1.782075018E-1,1.305337191E0
1.410353917E0,-6.573081613E-1,-8.925008588E-3,1.368999004E0
1.420386917E0,-4.548852742E-1,2.711977363E-1,1.330302954E0
