"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.011079166E-2,-2.430859953E-1,-4.921606481E-1,5.863699317E-2
2.014079167E-2,-3.963714838E-1,-5.412367582E-1,8.480415493E-2
3.017079167E-2,-4.706004560E-1,-5.669528246E-1,6.874955446E-2
4.020079166E-2,-5.036821961E-1,-5.945450068E-1,3.930208087E-2
5.023079167E-2,-5.032923222E-1,-6.339440346E-1,1.545001101E-2
6.026179167E-2,-4.815841615E-1,-6.060636640E-1,3.224290442E-3
7.029179166E-2,-4.285393357E-1,-5.201279521E-1,-1.756487787E-2
8.032179167E-2,-3.565143943E-1,-4.417143762E-1,-5.746706948E-2
9.035179167E-2,-2.858990729E-1,-3.827706277E-1,-9.947017580E-2
1.003817917E-1,-2.336508930E-1,-3.252347112E-1,-1.394969970E-1
1.104117917E-1,-1.971091330E-1,-2.636618912E-1,-1.636998057E-1
1.204427917E-1,-1.769514978E-1,-1.958027482E-1,-1.585133374E-1
1.304727917E-1,-1.796649843E-1,-1.491129994E-1,-1.301448047E-1
1.405027917E-1,-2.196310312E-1,-2.044225335E-1,-9.491724521E-2
1.505327917E-1,-2.558399141E-1,-2.424503416E-1,-7.343006134E-2
1.605627917E-1,-2.409497648E-1,-1.384253800E-1,-6.174716353E-2
1.705927917E-1,-2.078448087E-1,-5.232750997E-2,-7.362779230E-2
1.806237917E-1,-1.696201712E-1,-8.164186962E-3,-1.015698612E-1
1.906537917E-1,-1.477857232E-1,-1.025103964E-2,-1.140014976E-1
2.006837917E-1,-1.509616971E-1,-3.687535226E-2,-9.714177996E-2
2.107137917E-1,-1.820072234E-1,-1.458782703E-1,-9.172864258E-2
2.207437917E-1,-2.231714576E-1,-2.918909490E-1,-1.222777739E-1
2.307737917E-1,-2.399272621E-1,-3.188977838E-1,-1.686066687E-1
2.408047917E-1,-2.558086812E-1,-3.013204038E-1,-1.976298243E-1
2.508347917E-1,-2.596367002E-1,-2.690673769E-1,-1.901442111E-1
2.608647917E-1,-2.405465245E-1,-2.425376773E-1,-1.545158774E-1
2.708947917E-1,-1.884393841E-1,-2.198427469E-1,-9.875593334E-2
2.809247917E-1,-1.178546995E-1,-1.762473285E-1,-4.658194631E-2
2.909557917E-1,-5.497852713E-2,-1.249628365E-1,-3.603290021E-2
3.009857917E-1,-1.756422594E-2,-1.020689979E-1,-4.652227834E-2
3.110157917E-1,-3.483027220E-3,-3.767616302E-2,-5.397566780E-2
3.210457917E-1,2.811534330E-3,1.599987410E-2,-5.986153334E-2
3.310757917E-1,3.532984294E-3,5.127663910E-2,-6.386266649E-2
3.411057917E-1,-9.061411023E-3,4.516202956E-2,-4.906785116E-2
3.511367917E-1,-2.756851539E-2,-1.520970277E-2,-3.522474319E-2
3.611667917E-1,-2.375017479E-2,-3.758801892E-2,-2.973173372E-2
3.711967917E-1,-3.015333321E-3,-3.288274631E-2,-3.584954515E-2
3.812267917E-1,2.134732902E-2,-3.076621518E-2,-3.700702637E-2
3.912567917E-1,3.634838015E-2,-4.577872157E-2,-2.428723685E-2
4.012867917E-1,5.133483559E-2,-6.150550768E-2,-1.147327945E-2
4.113177917E-1,5.796157569E-2,-3.825264797E-2,1.508828998E-2
4.213477917E-1,5.917513371E-2,-2.769292891E-2,4.511393979E-2
4.313777917E-1,4.728491604E-2,-5.234581232E-2,5.214788020E-2
4.414077917E-1,2.340180054E-2,-6.354431063E-2,3.457589820E-2
4.514377917E-1,3.637150861E-3,-4.853419960E-2,1.562963799E-2
4.614687917E-1,-2.789869532E-2,-4.858705401E-2,-6.322332192E-4
4.714987917E-1,-7.275298983E-2,-3.650961816E-2,-1.428785827E-2
4.815287917E-1,-1.290999353E-1,-6.301961839E-3,-5.447380245E-2
4.915587917E-1,-1.929217875E-1,3.715123981E-2,-1.232683212E-1
5.015887917E-1,-2.342754304E-1,8.759878576E-2,-1.771927476E-1
5.116187917E-1,-2.719098926E-1,9.748470783E-2,-1.824192107E-1
5.216497917E-1,-3.023364246E-1,4.225380346E-2,-1.235381588E-1
5.316797917E-1,-3.261333704E-1,-5.544798821E-2,-5.208634585E-2
5.417088750E-1,-3.120889366E-1,-8.491621166E-2,1.878465898E-2
5.517388750E-1,-2.477917224E-1,-8.282563090E-2,7.712359726E-2
5.617688750E-1,-1.577679068E-1,-1.049239784E-1,1.013913825E-1
5.717998750E-1,-4.866512120E-2,-1.251251251E-1,9.274756163E-2
5.818298750E-1,6.840443611E-2,-9.163526446E-2,6.874959916E-2
5.918598750E-1,1.657594889E-1,-3.179323301E-2,5.377624556E-2
6.018898750E-1,2.203726470E-1,2.636182494E-2,4.328517243E-2
6.119198750E-1,2.256102860E-1,5.762200803E-2,5.557566136E-2
6.219498750E-1,1.976858377E-1,3.924589977E-2,8.240447193E-2
6.319808750E-1,1.542414129E-1,9.209435433E-3,1.131181791E-1
6.420108750E-1,1.147764251E-1,-2.077333257E-2,1.202962995E-1
6.520408750E-1,6.973171979E-2,-3.793607652E-2,1.027561873E-1
6.620708750E-1,3.236493468E-2,-1.955900714E-2,7.897186279E-2
6.721008750E-1,-7.426841184E-4,6.797764916E-3,5.689718574E-2
6.821318750E-1,-2.606682479E-2,2.428060025E-2,4.371088743E-2
6.921618750E-1,-4.915563390E-2,2.747825719E-2,3.550462425E-2
7.021918750E-1,-6.351188570E-2,4.233308136E-2,2.377835289E-2
7.122218750E-1,-7.878511399E-2,5.739432201E-2,1.009343378E-2
7.222518750E-1,-8.683509380E-2,6.540378928E-2,-9.396278765E-4
7.322818750E-1,-7.658885419E-2,7.226941735E-2,-1.298111118E-2
7.423128750E-1,-5.707891658E-2,3.748543933E-2,-2.020929940E-2
7.523428750E-1,-2.578571066E-2,-3.044540808E-2,-2.306793630E-2
7.623728750E-1,6.044408306E-3,-7.781260461E-2,-1.005567517E-2
7.724028750E-1,4.085964710E-2,-9.885264188E-2,-2.331442665E-3
7.824328750E-1,5.910839885E-2,-7.619112730E-2,-6.486049853E-3
7.924638750E-1,6.768085063E-2,-2.141842619E-2,-1.301079430E-2
8.024938750E-1,5.890982971E-2,2.777213044E-2,-1.939195022E-2
8.125238750E-1,4.100859538E-2,6.402041763E-2,-1.492502913E-2
8.225538750E-1,3.283074871E-2,7.640740275E-2,4.219380673E-3
8.325838750E-1,3.038357198E-2,5.996211991E-2,2.560509555E-2
8.426138750E-1,4.062169790E-2,2.980656922E-2,3.845421597E-2
8.526448750E-1,5.248767883E-2,1.195113827E-2,4.170247167E-2
8.626748750E-1,5.434805155E-2,2.079957724E-2,3.306896985E-2
8.727048750E-1,4.722516239E-2,2.997416630E-2,1.552432775E-2
8.827348750E-1,3.154068813E-2,2.926818468E-2,1.435185410E-2
8.927648750E-1,1.438140776E-2,4.403088987E-2,2.119538002E-2
9.027958750E-1,-1.023816876E-3,5.512033030E-2,2.341435105E-2
9.128258750E-1,-1.240563393E-2,4.693750292E-2,2.558882162E-2
9.228558750E-1,-1.661539637E-2,3.850901872E-2,2.539036982E-2
9.328858750E-1,-6.776614115E-3,4.808095470E-2,1.689621806E-2
9.429158750E-1,-3.253382631E-3,5.981753767E-2,6.862102542E-3
9.529468750E-1,-1.268816367E-2,5.404886603E-2,-1.154278638E-3
9.629768750E-1,-2.403275296E-2,2.408958785E-2,-1.548601314E-3
9.730068750E-1,-4.355771840E-2,4.087650683E-3,-1.131521165E-2
9.830368750E-1,-5.578560382E-2,6.416905206E-3,-2.704192139E-2
9.930668750E-1,-6.999090314E-2,-1.456464175E-3,-3.204919398E-2
1.003097875E0,-5.531203002E-2,-2.057784609E-2,-2.523903176E-2
1.013127875E0,-2.919254452E-2,-4.652289301E-2,-6.960426923E-3
