"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-1.173208337E-3,-4.083957367E0,4.127367096E0,7.990533600E0
8.857791669E-3,-4.228856049E0,4.262835388E0,8.059390411E0
1.888779167E-2,-4.307592316E0,4.336482239E0,7.984396362E0
2.891779166E-2,-4.276756439E0,4.262236633E0,7.857460327E0
3.894779167E-2,-4.262835388E0,4.122577057E0,7.714657288E0
4.897779167E-2,-4.100123749E0,3.968247986E0,7.821235657E0
5.900879166E-2,-3.791764984E0,3.926784210E0,8.060438232E0
6.903879167E-2,-3.456462250E0,3.872746582E0,8.087232513E0
7.906879167E-2,-3.271297302E0,3.772604828E0,8.097261658E0
8.909879166E-2,-3.246299286E0,3.791465607E0,8.113727417E0
9.912879167E-2,-3.320694580E0,3.890260162E0,8.114176483E0
1.091587917E-1,-3.435954895E0,3.952530670E0,8.194709015E0
1.191897917E-1,-3.368445282E0,4.001628571E0,8.197702789E0
1.292197917E-1,-3.332969055E0,3.959715729E0,8.073461151E0
1.392497917E-1,-3.334016876E0,3.873794403E0,8.010591888E0
1.492797917E-1,-3.524720306E0,3.836821289E0,8.272696838E0
1.593097917E-1,-3.687881012E0,3.927682343E0,8.346194000E0
1.693397917E-1,-3.627406769E0,3.930077362E0,8.205187225E0
1.793707917E-1,-3.550466766E0,3.752995605E0,8.370742950E0
1.894007917E-1,-3.460354156E0,3.675157471E0,8.325387268E0
1.994307917E-1,-3.506009216E0,3.805236969E0,8.256680145E0
2.094607917E-1,-3.574716339E0,3.945046234E0,8.152047729E0
2.194907917E-1,-3.784579926E0,3.988156586E0,8.319848785E0
2.295207917E-1,-3.955075378E0,3.959266663E0,8.360115051E0
2.395517917E-1,-3.703748016E0,3.903582458E0,8.234376526E0
2.495817917E-1,-3.486699371E0,3.836521912E0,8.358917542E0
2.596117917E-1,-3.432961121E0,3.756887512E0,8.379724274E0
2.696417917E-1,-3.457510071E0,3.659290466E0,8.504265289E0
2.796717917E-1,-3.437751160E0,3.552861786E0,8.521479492E0
2.897027917E-1,-3.465144196E0,3.489393768E0,8.502768402E0
2.997327917E-1,-3.593876495E0,3.501518555E0,8.647068329E0
3.097627917E-1,-3.597469025E0,3.588188324E0,8.825946350E0
3.197927917E-1,-3.531905365E0,3.620221710E0,8.829089813E0
3.298227917E-1,-3.562591553E0,3.524720306E0,8.761580200E0
3.398527917E-1,-3.508404236E0,3.481909332E0,8.605305176E0
