"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.155125000E-2,-2.978089452E-1,-6.507802606E-1,1.022609770E-1
2.157925000E-2,-3.736681640E-1,-8.148401976E-1,1.849136651E-1
3.160725000E-2,-4.568400383E-1,-9.226196408E-1,2.986000478E-1
4.163525000E-2,-5.099855661E-1,-8.427681327E-1,3.529473841E-1
5.166325000E-2,-5.122923851E-1,-6.959643364E-1,3.569727540E-1
6.169225000E-2,-4.850891531E-1,-5.339850187E-1,3.408087790E-1
7.172025000E-2,-4.231528044E-1,-3.769339025E-1,2.861082256E-1
8.174825000E-2,-3.380443454E-1,-1.740710139E-1,2.284796983E-1
9.177625000E-2,-2.336939722E-1,1.737831160E-2,2.022899091E-1
1.018042500E-1,-1.139022186E-1,1.767664999E-1,1.884476691E-1
1.118318333E-1,-1.334099285E-2,2.646505535E-1,1.689860821E-1
1.218608333E-1,6.431474537E-2,2.742027938E-1,1.452386975E-1
1.318888333E-1,8.678968996E-2,2.174516171E-1,1.190260127E-1
1.419168333E-1,4.603338987E-2,1.325202733E-1,1.045936719E-1
1.519448333E-1,-2.361972444E-2,4.019833356E-2,1.160260886E-1
1.619728333E-1,-1.003267094E-1,-4.128906131E-2,1.454942524E-1
1.720008333E-1,-1.635187268E-1,-1.236395910E-1,1.794996262E-1
1.820298333E-1,-2.038563341E-1,-1.840385646E-1,1.987680495E-1
1.920578333E-1,-1.999718398E-1,-2.358743250E-1,1.844626069E-1
2.020858333E-1,-1.845821142E-1,-2.919569612E-1,1.398253739E-1
2.121138333E-1,-1.697112918E-1,-3.202128410E-1,8.951959759E-2
2.221418333E-1,-1.939635724E-1,-3.694459200E-1,4.516849667E-2
2.321698333E-1,-2.645991445E-1,-4.592964351E-1,1.670968719E-2
2.421988333E-1,-3.753855824E-1,-5.757423043E-1,1.048051845E-2
2.522268333E-1,-4.830827415E-1,-6.567149162E-1,1.188453659E-2
2.622548333E-1,-5.764613152E-1,-7.016596794E-1,2.625384741E-2
2.722828333E-1,-6.687659621E-1,-7.550129294E-1,5.674038455E-2
2.823108333E-1,-7.906625867E-1,-7.523885369E-1,1.283195764E-1
2.923388333E-1,-9.060201049E-1,-6.771182418E-1,2.134392709E-1
3.023678333E-1,-1.028532147E0,-6.506276131E-1,2.727613449E-1
3.123958333E-1,-1.136327505E0,-5.977385640E-1,2.710084617E-1
3.224238333E-1,-1.183277965E0,-5.306701064E-1,2.633792460E-1
3.324518333E-1,-1.168104053E0,-5.257562995E-1,2.367303222E-1
3.424798333E-1,-1.107565522E0,-4.909436405E-1,1.911482662E-1
3.525078333E-1,-1.053230643E0,-4.466286600E-1,1.419426501E-1
3.625368333E-1,-1.002875686E0,-4.234753251E-1,1.369749904E-1
3.725648333E-1,-9.696146846E-1,-4.165867865E-1,1.530069560E-1
3.825928333E-1,-8.926594853E-1,-3.688937128E-1,1.833428442E-1
3.926208333E-1,-7.403791547E-1,-3.755041957E-1,2.217648029E-1
4.026488333E-1,-5.188274980E-1,-4.069910645E-1,2.491011471E-1
4.126768333E-1,-2.804389298E-1,-3.653277755E-1,2.375030816E-1
4.227058333E-1,-3.900647908E-2,-2.888766825E-1,2.190389782E-1
4.327338333E-1,1.662651896E-1,-2.030656487E-1,2.150911093E-1
4.427618333E-1,3.098637164E-1,-1.136314347E-1,2.328385562E-1
4.527898333E-1,3.899257779E-1,-5.073529109E-2,2.591950595E-1
4.628178333E-1,4.180314839E-1,-3.776050359E-2,2.831943631E-1
4.728458333E-1,4.177273512E-1,-6.242669746E-2,3.265756667E-1
4.828748333E-1,4.111265838E-1,-1.175611243E-1,3.762332201E-1
4.929028333E-1,3.902626038E-1,-1.789203584E-1,4.023186266E-1
5.029308333E-1,3.812443614E-1,-2.342493236E-1,4.128624201E-1
5.129588333E-1,3.639966846E-1,-2.565618157E-1,4.265934229E-1
5.229868333E-1,2.778674662E-1,-3.354249001E-1,4.706309140E-1
5.330158333E-1,1.633842885E-1,-4.495205581E-1,5.030027032E-1
5.430438333E-1,4.679057002E-2,-4.472964704E-1,5.190142989E-1
5.530718333E-1,-4.687040672E-2,-3.798290193E-1,4.882555902E-1
5.630998333E-1,-1.147303432E-1,-3.693077862E-1,4.045282006E-1
5.731278333E-1,-1.630113125E-1,-3.936035633E-1,2.755363882E-1
5.831558333E-1,-1.897717565E-1,-3.714682162E-1,1.460241526E-1
5.931848333E-1,-1.909853518E-1,-3.137234449E-1,5.191709846E-2
6.032128333E-1,-1.662248820E-1,-2.349688560E-1,1.407575421E-2
6.132408333E-1,-1.214337051E-1,-1.577302516E-1,1.711495407E-2
6.232688333E-1,-6.898579001E-2,-6.637118012E-2,4.620715231E-2
6.332968333E-1,-1.552150212E-2,1.806806773E-2,8.819828182E-2
6.433248333E-1,3.148256987E-2,6.896760315E-2,1.331982315E-1
6.533538333E-1,6.125511229E-2,9.125613421E-2,1.716694534E-1
6.633818333E-1,8.174452186E-2,1.007608250E-1,2.049919069E-1
6.734098333E-1,8.470649272E-2,1.088448539E-1,2.272498012E-1
6.834378333E-1,7.736545056E-2,1.057430580E-1,2.388350666E-1
6.934658333E-1,6.616392732E-2,8.053730428E-2,2.302860618E-1
7.034938333E-1,4.786888510E-2,4.519043490E-2,2.000301927E-1
7.135228333E-1,3.046059981E-2,1.308682747E-2,1.631118655E-1
7.235508333E-1,1.020528097E-2,-1.826157421E-2,1.348594278E-1
7.335788333E-1,-7.151337806E-3,-4.767964780E-2,1.147144809E-1
7.436068333E-1,-3.444851190E-2,-6.032246724E-2,1.041250378E-1
7.536348333E-1,-7.716774195E-2,-4.813184962E-2,1.020610854E-1
7.636628333E-1,-1.383686662E-1,-5.377821997E-2,1.059908569E-1
7.736918333E-1,-2.056342661E-1,-5.565814674E-2,1.106234342E-1
7.837198333E-1,-2.465098351E-1,-5.180108175E-2,1.149330437E-1
7.937478333E-1,-2.538372576E-1,-3.737473860E-2,1.142733768E-1
8.037758333E-1,-2.500816286E-1,-2.962874435E-2,1.082141772E-1
8.138038333E-1,-2.629305720E-1,-1.830018871E-2,1.228117645E-1
8.238318333E-1,-2.696804404E-1,3.666356206E-4,1.478246003E-1
8.338608333E-1,-2.843957245E-1,1.664926764E-3,1.782216579E-1
8.438888333E-1,-2.851366401E-1,1.959547028E-2,2.182775736E-1
8.539168333E-1,-2.675949335E-1,4.261396825E-2,2.453438044E-1
8.639448333E-1,-2.034069896E-1,4.840281606E-2,2.556105554E-1
8.739728333E-1,-1.046798751E-1,1.028255746E-1,2.572132349E-1
8.840018333E-1,2.306427807E-2,1.683554500E-1,2.616226077E-1
8.940298333E-1,1.622895449E-1,2.214745879E-1,2.612891793E-1
9.040578333E-1,2.870999575E-1,2.803381681E-1,2.682577670E-1
9.140858333E-1,3.745256662E-1,3.348714709E-1,2.885363996E-1
9.241138333E-1,4.082196653E-1,3.453463614E-1,2.810280323E-1
9.341418333E-1,3.994240463E-1,3.573921025E-1,2.427338958E-1
9.441708333E-1,3.601377606E-1,3.822502792E-1,1.372586489E-1
9.541988333E-1,2.903485596E-1,3.797911108E-1,-6.888680160E-3
9.642268333E-1,2.035798877E-1,3.679025173E-1,-1.378248334E-1
9.742548333E-1,1.275008321E-1,3.408482671E-1,-2.239892781E-1
9.842828333E-1,5.988270789E-2,2.751392126E-1,-2.755408585E-1
9.943108333E-1,1.916457526E-2,1.905431002E-1,-3.090929389E-1
1.004339833E0,1.053615659E-2,8.102887124E-2,-3.060438037E-1
1.014367833E0,3.735232353E-2,-1.590273529E-2,-2.823126316E-1
1.024395833E0,1.077472866E-1,-1.066173911E-1,-2.700525820E-1
1.034423833E0,1.898770481E-1,-2.617532015E-1,-2.908497453E-1
1.044451833E0,2.310432345E-1,-3.836377263E-1,-3.337708414E-1
1.054479833E0,1.906111091E-1,-5.155646205E-1,-3.443590403E-1
1.064508833E0,5.416939408E-2,-6.121262312E-1,-2.861517370E-1
1.074536833E0,-2.132772207E-1,-5.268502235E-1,-1.598028690E-1
1.084564833E0,-5.964764953E-1,-2.372280806E-1,2.868266590E-2
1.094592833E0,-1.071446896E0,1.583528072E-1,2.683402598E-1
1.104620833E0,-1.567301631E0,3.393610716E-1,5.115802288E-1
1.114649833E0,-1.956900477E0,2.770130038E-1,6.512334943E-1
1.124677833E0,-2.137914658E0,1.289924681E-1,7.118104100E-1
1.134705833E0,-2.135207176E0,3.315701336E-2,7.717373967E-1
1.144733833E0,-2.062744856E0,-1.008430645E-1,8.567180037E-1
1.154761833E0,-2.009667158E0,-6.529209018E-1,9.523699284E-1
1.164789833E0,-2.008988857E0,-1.113343477E0,1.096043229E0
1.174818833E0,-1.972604036E0,-1.248192668E0,1.253955364E0
1.184846833E0,-1.805015564E0,-1.121318221E0,1.323653340E0
1.194874833E0,-1.528574705E0,-9.098978043E-1,1.202455878E0
1.204902833E0,-1.227197170E0,-7.380384803E-1,9.386044741E-1
1.214930833E0,-9.379885197E-1,-5.929063559E-1,6.412513852E-1
1.224958833E0,-6.072290540E-1,-4.426999986E-1,4.000610709E-1
1.234987833E0,-1.885684282E-1,-2.662692964E-1,2.040561438E-1
1.245015833E0,2.582704425E-1,-9.727383405E-2,2.584993839E-2
1.255043833E0,6.542760730E-1,5.740788952E-2,-1.313495338E-1
1.265071833E0,9.329292178E-1,5.379192531E-2,-2.500477135E-1
1.275099833E0,1.010069370E0,-3.920108378E-1,-3.300754428E-1
1.285128833E0,9.186139703E-1,-7.557572722E-1,-2.792252600E-1
1.295156833E0,8.141202927E-1,-7.289230227E-1,-1.201314777E-1
1.305184833E0,7.298629284E-1,-7.875899673E-1,3.710579500E-2
1.315212833E0,6.430547833E-1,-8.281291723E-1,1.151739731E-1
1.325240833E0,5.674422979E-1,-7.763031721E-1,1.175936162E-1
1.335268833E0,4.918402135E-1,-7.001745701E-1,5.767355487E-2
1.345297833E0,4.225347042E-1,-6.347864866E-1,-4.799603485E-3
1.355325833E0,3.522557616E-1,-5.807443261E-1,-4.046625644E-2
1.365353833E0,2.699357569E-1,-5.033596158E-1,-4.944429919E-2
1.375381833E0,1.643539518E-1,-4.020090103E-1,-5.213196203E-2
1.385409833E0,5.601427332E-2,-3.522655964E-1,-4.535617307E-2
1.395438833E0,-3.823286295E-2,-3.739037514E-1,-3.400205076E-2
1.405466833E0,-1.038348898E-1,-4.751191139E-1,-2.685707062E-2
1.415494833E0,-1.420198232E-1,-5.934968591E-1,-2.736626752E-2
1.425522833E0,-1.633801311E-1,-6.644042134E-1,-3.158533573E-2
1.435550833E0,-1.810765713E-1,-6.723148823E-1,-1.688175835E-2
1.445578833E0,-1.852013171E-1,-6.097149849E-1,3.007453401E-3
1.455607833E0,-1.887329221E-1,-4.603651166E-1,1.891957410E-2
1.465635833E0,-1.857165545E-1,-2.876787186E-1,3.116440587E-2
1.475663833E0,-1.768431664E-1,-1.381832361E-1,4.948135838E-2
1.485691833E0,-1.521807462E-1,-2.785067447E-2,9.138106555E-2
1.495719833E0,-1.172075719E-1,5.694277585E-2,1.499349177E-1
1.505747833E0,-7.370841503E-2,1.181281582E-1,2.097790092E-1
1.515776833E0,-3.268055245E-2,1.148474142E-1,2.406367958E-1
1.525804833E0,1.164953224E-3,6.873298436E-2,2.069088668E-1
1.535832833E0,4.024631158E-2,9.484576061E-3,6.820932031E-2
