"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.364791667E-3,-4.156556396E0,4.551435242E0,8.240813141E0
1.439479167E-2,-4.170028381E0,4.625082092E0,8.071814575E0
2.442379167E-2,-4.098327484E0,4.582420807E0,7.929460602E0
3.445379167E-2,-3.948189697E0,4.532574463E0,7.782166901E0
4.448379167E-2,-3.854334869E0,4.471501465E0,7.746091919E0
5.451379167E-2,-3.622017975E0,4.450994110E0,7.804021454E0
6.454379167E-2,-3.412004700E0,4.362079010E0,7.865842896E0
7.457379167E-2,-3.240162048E0,4.278103638E0,7.954458618E0
8.460379167E-2,-3.123554535E0,4.131857758E0,8.056696014E0
9.463379167E-2,-3.261268158E0,3.800446930E0,8.306077423E0
1.046637917E-1,-2.820285187E0,4.096980286E0,8.117769012E0
1.146937917E-1,-2.695893860E0,4.183200989E0,8.306825867E0
1.247237917E-1,-2.671943665E0,3.870501251E0,8.370593262E0
1.347537917E-1,-2.569855957E0,3.648363190E0,8.367449799E0
1.447837917E-1,-2.582130432E0,3.706442413E0,8.192912750E0
1.548127917E-1,-2.708168335E0,3.813469849E0,7.978857880E0
1.648427917E-1,-3.046764221E0,3.800147552E0,8.190218353E0
1.748727917E-1,-3.378624115E0,3.757336578E0,8.131091309E0
1.849027917E-1,-3.497327271E0,3.778442688E0,8.046666870E0
1.949327917E-1,-3.198698273E0,3.528312836E0,8.136031036E0
2.049627917E-1,-3.636837158E0,3.549418945E0,8.115823059E0
2.149927917E-1,-3.806135101E0,3.813619537E0,8.511600037E0
2.250227917E-1,-3.318748627E0,3.513194275E0,9.091045074E0
2.350527917E-1,-3.633693695E0,3.626658325E0,9.186696167E0
2.450827917E-1,-4.021986237E0,3.947141876E0,8.695567474E0
2.551127917E-1,-3.254382477E0,3.634591827E0,9.336833954E0
2.651427917E-1,-2.478246460E0,2.834206238E0,9.872420197E0
2.751727917E-1,-2.302062836E0,2.021246796E0,1.151285889E1
2.852017917E-1,-1.802102509E0,1.645977173E0,1.217657867E1
2.952320833E-1,-1.365460510E0,1.947150879E0,1.262714172E1
3.052620833E-1,-1.250349884E0,2.438878326E0,1.262205231E1
3.152920833E-1,-1.087039490E0,2.701881409E0,1.223241257E1
3.253220833E-1,-8.421487427E-1,2.773432617E0,1.137155273E1
3.353520833E-1,-6.406677246E-1,2.864143982E0,1.006447083E1
3.453820833E-1,-6.062393188E-1,2.574346619E0,8.628656616E0
3.554120833E-1,-6.996450806E-1,1.534309387E0,7.511529694E0
3.654420833E-1,-8.497828674E-1,3.553610229E-1,7.133715363E0
3.754720833E-1,-8.384065247E-1,-2.308200073E-1,7.161707153E0
3.855020833E-1,-1.089135132E0,-1.585203552E-1,7.265591125E0
3.955320833E-1,-1.685944061E0,-1.809736633E-1,7.678282928E0
4.055620833E-1,-2.219135284E0,-4.909790039E-1,8.299491119E0
4.155920833E-1,-2.318229218E0,-1.089135132E0,8.509803772E0
4.256220833E-1,-1.570983124E0,-1.414558411E0,8.798403625E0
4.356510833E-1,-9.098080444E-1,-8.375083923E-1,8.810678101E0
4.456810833E-1,-2.198927307E-1,1.990859985E-2,9.022936707E0
4.557110833E-1,3.362008667E-1,4.923262024E-1,9.652677155E0
4.657410833E-1,4.170327759E-1,6.315367126E-1,9.871671753E0
4.757710833E-1,2.809657288E-1,7.497908020E-1,1.018092865E1
4.858010833E-1,1.350192261E-1,8.608598328E-1,1.033211426E1
4.958310833E-1,-1.755848694E-1,1.057251434E0,1.008063721E1
5.058610833E-1,-7.264393616E-1,1.115779724E0,9.606573029E0
5.158910833E-1,-1.354383545E0,5.084925842E-1,9.279054108E0
5.259210833E-1,-1.124461670E0,4.939727783E-1,8.718918915E0
5.359510833E-1,-4.231700134E-1,1.200503540E0,8.433612213E0
5.459810833E-1,-3.227288818E-1,1.442699890E0,8.562943268E0
5.560110833E-1,-7.453001404E-1,1.200952606E0,9.159602509E0
5.660410833E-1,-8.544232178E-1,1.202599182E0,1.006462051E1
5.760710833E-1,-7.204518127E-1,1.606758728E0,1.151420609E1
5.861000833E-1,-2.393522644E-1,1.839674377E0,1.224678268E1
5.961300833E-1,3.980223083E-1,2.160906372E0,1.190160049E1
6.061600833E-1,9.526190186E-1,2.574196930E0,1.128937363E1
6.161900833E-1,1.075214081E0,2.808609467E0,9.994266815E0
6.262200833E-1,6.747967529E-1,2.635718994E0,9.129215698E0
