"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.268583334E-3,-4.085304565E0,4.038302307E0,8.490194550E0
1.129658333E-2,-3.333867188E0,4.245770874E0,9.330397339E0
2.132458333E-2,-3.162323914E0,3.983216858E0,1.007704468E1
3.135358333E-2,-3.021017761E0,3.568429413E0,1.044153671E1
4.138158333E-2,-2.871029663E0,3.253783722E0,1.063149170E1
5.140958333E-2,-2.848875732E0,3.017574921E0,1.068687653E1
6.143858333E-2,-2.699336700E0,3.016676788E0,1.051847672E1
7.146658333E-2,-2.144290924E0,3.269051971E0,1.058838135E1
8.149558333E-2,-1.686991882E0,3.566184082E0,1.041773621E1
9.152358333E-2,-1.586251373E0,3.673061829E0,1.018541931E1
1.015515833E-1,-1.663939819E0,3.677103424E0,9.961335297E0
1.115805833E-1,-1.759740601E0,3.668122101E0,9.743687897E0
1.216085833E-1,-1.775008850E0,3.690276031E0,9.551487579E0
1.316365833E-1,-1.805844727E0,3.690874786E0,9.397158508E0
1.416655833E-1,-1.882784729E0,3.609593811E0,9.290280762E0
1.516935833E-1,-2.005529480E0,3.544479218E0,9.257049866E0
1.617225833E-1,-2.117346954E0,3.572620697E0,9.154662781E0
1.717505833E-1,-2.150278473E0,3.570824432E0,9.069938965E0
1.817785833E-1,-2.119741974E0,3.482807465E0,9.065747681E0
1.918075833E-1,-2.018402710E0,3.404669952E0,9.059760132E0
2.018355833E-1,-1.867965546E0,3.313659210E0,9.014105072E0
2.118635833E-1,-1.792971497E0,3.189267883E0,8.983418884E0
2.218925833E-1,-1.728305969E0,3.129991150E0,8.890911255E0
2.319205833E-1,-1.717079315E0,3.138224030E0,8.828640747E0
2.419485833E-1,-1.711540833E0,3.133284302E0,8.758736115E0
2.519775833E-1,-1.680255890E0,3.123105469E0,8.740174713E0
2.620055833E-1,-1.721869354E0,3.127596130E0,8.813222809E0
2.720345833E-1,-1.806293793E0,3.118764496E0,8.918603668E0
2.820625833E-1,-1.881138153E0,3.132236481E0,9.019044800E0
2.920905833E-1,-1.876497803E0,3.123404846E0,9.142687683E0
3.021195833E-1,-1.883084106E0,3.056643677E0,9.199419708E0
3.121475833E-1,-1.873653717E0,3.019221497E0,9.194030914E0
3.221755833E-1,-1.965562592E0,3.004102936E0,9.194180603E0
3.322045833E-1,-2.076032867E0,3.054697723E0,9.278754730E0
3.422325833E-1,-2.169438629E0,3.104993134E0,9.397158508E0
3.522615833E-1,-2.180665283E0,3.147654419E0,9.480684814E0
3.622895833E-1,-2.203567657E0,3.147804108E0,9.474547577E0
3.723175833E-1,-2.115251312E0,3.103945312E0,9.527836761E0
3.823465833E-1,-2.064955902E0,3.062331848E0,9.579329681E0
3.923745833E-1,-2.037862244E0,3.002306671E0,9.553134155E0
4.024025833E-1,-1.987267456E0,2.878514099E0,9.561067657E0
4.124315833E-1,-1.951192474E0,2.731220398E0,9.715995483E0
4.224595833E-1,-2.010169830E0,2.471510468E0,1.061966629E1
4.324875833E-1,-1.643582153E0,2.625240784E0,9.710007935E0
4.425165833E-1,-1.691033478E0,2.850821686E0,9.595645752E0
4.525445833E-1,-1.923649750E0,2.695594482E0,9.702074432E0
4.625735833E-1,-1.853146362E0,2.425855408E0,9.637259216E0
4.726015833E-1,-1.488654327E0,2.311193848E0,9.369166718E0
4.826295833E-1,-1.214873657E0,2.219584351E0,8.982371063E0
4.926585833E-1,-1.137783966E0,2.228116608E0,8.613687744E0
5.026865833E-1,-1.021326141E0,2.393372955E0,9.398954773E0
5.127145833E-1,-1.295406189E0,2.307900696E0,8.956025848E0
5.227435833E-1,-1.992506561E0,1.857187958E0,8.637338562E0
5.327715833E-1,-1.358874207E0,2.166594543E0,8.738378448E0
5.427995833E-1,-1.036594391E0,2.461780701E0,9.426497498E0
5.528285833E-1,-1.056502991E0,2.301763458E0,9.357790375E0
5.628565833E-1,-1.454375610E0,1.872605896E0,8.838969269E0
5.728855833E-1,-1.328637085E0,1.924098816E0,8.875493317E0
5.829135833E-1,-1.109492798E0,2.066153412E0,8.827443237E0
5.929415833E-1,-9.693841553E-1,1.958826599E0,8.763077087E0
6.029705833E-1,-9.707313538E-1,2.078128510E0,8.846453705E0
6.129985833E-1,-1.013093262E0,2.240690460E0,8.684191132E0
6.230265833E-1,-1.672771454E0,2.077529755E0,8.583899689E0
6.330555833E-1,-1.657353516E0,2.089654541E0,8.911867676E0
6.430835833E-1,-1.457519073E0,2.220183105E0,8.857081604E0
6.531125833E-1,-1.294208679E0,2.242187347E0,8.692424011E0
6.631405833E-1,-1.113534393E0,2.138752441E0,9.138047333E0
6.731685833E-1,-1.145717468E0,2.025587769E0,9.374405823E0
6.831975833E-1,-1.132544861E0,2.112856293E0,9.127120056E0
6.932255833E-1,-1.042432251E0,2.239492950E0,9.180558929E0
7.032535833E-1,-8.481362915E-1,2.259102173E0,9.304201813E0
7.132825833E-1,-1.113684082E0,1.974843292E0,9.394015045E0
7.233110417E-1,-1.100810852E0,1.941612396E0,9.491013336E0
7.333390417E-1,-1.124910736E0,2.099533997E0,9.480834503E0
7.433680417E-1,-1.241218872E0,2.153721313E0,9.499096527E0
7.533960417E-1,-1.394500122E0,2.222278748E0,9.626481628E0
7.634250417E-1,-1.706601105E0,2.337389374E0,9.592801666E0
7.734530417E-1,-2.128573608E0,2.341281281E0,9.508077850E0
7.834810417E-1,-2.288590851E0,2.214045868E0,9.488768005E0
7.935100417E-1,-1.838925934E0,2.099084930E0,9.593250732E0
8.035380417E-1,-1.259630585E0,2.029329987E0,1.032058823E1
8.135660417E-1,-9.081614685E-1,1.817071381E0,1.056802368E1
8.235950417E-1,-3.785627747E-1,1.941911774E0,1.026490402E1
8.336230417E-1,-4.471202087E-1,1.903890839E0,1.023361908E1
8.436520417E-1,-1.466650085E0,1.267564087E0,1.052326675E1
8.536800417E-1,-1.585802307E0,1.165925446E0,1.048255142E1
8.637080417E-1,-1.270707550E0,1.139280853E0,1.078881454E1
8.737370417E-1,-1.120420074E0,8.896000671E-1,1.113609238E1
8.837650417E-1,-2.110610962E-2,9.521699524E-1,1.116288666E1
8.937930417E-1,6.587800598E-1,1.155596924E0,1.093012070E1
9.038220417E-1,9.862989807E-1,1.226250000E0,1.047072601E1
9.138500417E-1,1.062939606E0,1.098864899E0,1.006057892E1
9.238780417E-1,1.008153534E0,8.539741516E-1,9.369316406E0
9.339070417E-1,2.438429260E-1,8.201445007E-1,8.372838593E0
9.439350417E-1,-4.552033997E-1,1.002016296E0,6.785689087E0
9.539640417E-1,-8.602610779E-1,9.087602234E-1,5.208868103E0
9.639920417E-1,-1.715432739E-1,2.207908630E-1,5.725892944E0
9.740200417E-1,1.754351807E-1,-7.038363647E-1,6.847660217E0
9.840490417E-1,2.996768188E-1,-1.406924286E0,8.205037537E0
9.940770417E-1,1.338666229E0,-2.018702087E0,9.928403778E0
1.004105042E0,1.882185974E0,-1.688937836E0,1.131332382E1
1.014134042E0,1.875749359E0,-6.497987366E-1,1.168979095E1
1.024162042E0,1.504671021E0,-1.689985657E-1,1.153860535E1
1.034190042E0,1.043031006E0,-2.460882568E-1,1.116558105E1
1.044219042E0,7.180567932E-1,-2.658471680E-1,1.076486435E1
1.054247042E0,4.972659302E-1,-6.750961304E-2,1.041848465E1
1.064276042E0,4.326004028E-1,6.945556641E-2,1.022134460E1
1.074304042E0,4.938230896E-1,-6.466552734E-2,1.007509872E1
1.084332042E0,8.041278076E-1,-2.854563904E-1,9.770182800E0
1.094361042E0,1.192120972E0,-4.881349182E-1,9.422904968E0
1.104389042E0,1.185834045E0,-7.032376099E-1,9.312584381E0
1.114417042E0,7.613168335E-1,-7.071295166E-1,9.402098236E0
1.124446042E0,2.053729248E-1,-3.323089600E-1,9.499994659E0
1.134474042E0,3.412902832E-2,1.681004333E-1,9.551637268E0
1.144503042E0,1.676513672E-1,1.535806274E-1,9.770332489E0
1.154531042E0,2.522254944E-1,2.829116821E-2,9.846224670E0
1.164559042E0,3.049159241E-1,1.137634277E-2,9.812694397E0
1.174588042E0,3.369493103E-1,3.772155762E-2,9.557026062E0
