"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
9.614139795E-1,5.058412326E1,8.699395917E0,1.669894677E2,0.000000000E0,NaN,4.605029155E0,3.552216704E0
1.961406827E0,5.058412230E1,8.699396169E0,1.674604760E2,0.000000000E0,NaN,4.605029153E0,3.552216707E0
2.961385965E0,5.058412129E1,8.699396420E0,1.676318627E2,0.000000000E0,NaN,4.605029151E0,3.552216710E0
3.961367726E0,5.058411167E1,8.699384580E0,1.672890893E2,8.299999833E-1,2.218359315E2,4.605029140E0,3.552216724E0
4.961349487E0,5.058409799E1,8.699364230E0,1.671127589E2,1.590000033E0,2.242968629E2,4.605029123E0,3.552216745E0
5.961332440E0,5.058408278E1,8.699345267E0,1.671097071E2,1.590000033E0,2.228906132E2,4.605029100E0,3.552216776E0
6.961315036E0,5.058405749E1,8.699319255E0,1.669672513E2,2.349999905E0,2.176171719E2,4.605029063E0,3.552216823E0
7.961297989E0,5.058403343E1,8.699300645E0,1.667331205E2,2.500000000E0,2.130468601E2,4.605029023E0,3.552216876E0
8.961280465E0,5.058400807E1,8.699284297E0,1.665625273E2,2.680000067E0,2.088281109E2,4.605028978E0,3.552216933E0
9.961264133E0,5.058398139E1,8.699270439E0,1.665319488E2,2.869999886E0,2.049609243E2,4.605028930E0,3.552216996E0
1.096124709E1,5.058395346E1,8.699259358E0,1.664389923E2,2.869999886E0,2.007421764E2,4.605028876E0,3.552217065E0
1.196123195E1,5.058392210E1,8.699251977E0,1.666687897E2,3.119999886E0,1.958203032E2,4.605028816E0,3.552217144E0
1.296121502E1,5.058389319E1,8.699248576E0,1.670307282E2,3.119999886E0,1.919531180E2,4.605028756E0,3.552217222E0
1.396119940E1,5.058386671E1,8.699251479E0,1.674179962E2,2.920000076E0,1.863281215E2,4.605028697E0,3.552217298E0
1.496118414E1,5.058383881E1,8.699258279E0,1.676713531E2,2.930000067E0,1.810546869E2,4.605028634E0,3.552217379E0
1.596116853E1,5.058377877E1,8.699265174E0,1.780037933E2,2.962690459E0,1.689260921E2,4.781703534E0,3.310566167E0
1.696115375E1,5.058376257E1,8.699272678E0,1.775051310E2,1.926311142E0,1.675276744E2,4.772976075E0,3.323136534E0
1.796113801E1,5.058373985E1,8.699285608E0,1.775996138E2,2.269915283E0,1.631781076E2,4.771068975E0,3.325874001E0
1.896112406E1,5.058371917E1,8.699303042E0,1.779484055E2,2.249502426E0,1.585848530E2,4.769303358E0,3.328405401E0
1.996110797E1,5.058370129E1,8.699332816E0,1.778885641E2,2.187577945E0,1.476325112E2,4.769904590E0,3.327543724E0
2.096109307E1,5.058368541E1,8.699359853E0,1.782646364E2,2.059729381E0,1.423838684E2,4.770844379E0,3.326196168E0
2.196107936E1,5.058366346E1,8.699383595E0,1.783479463E2,2.253649573E0,1.444547760E2,4.773036667E0,3.323049504E0
2.296106470E1,5.058364594E1,8.699418151E0,1.782000209E2,2.286750147E0,1.347571249E2,4.773876489E0,3.321842908E0
2.396105027E1,5.058362966E1,8.699449006E0,1.783113382E2,2.269190320E0,1.328872348E2,4.773443209E0,3.322465494E0
2.496103597E1,5.058361358E1,8.699480467E0,1.777631738E2,2.049180285E0,1.286247025E2,4.745300530E0,3.362537719E0
2.596102083E1,5.058359549E1,8.699513790E0,1.779796287E2,2.102953991E0,1.293474930E2,4.744438148E0,3.363754405E0
2.696100736E1,5.058358554E1,8.699552680E0,1.779835358E2,2.156435785E0,1.201798776E2,4.743851445E0,3.364581771E0
2.796099257E1,5.058357542E1,8.699589393E0,1.775127889E2,2.090655701E0,1.144237359E2,4.743206870E0,3.365490398E0
2.896097875E1,5.058356454E1,8.699644498E0,1.776590004E2,2.694984302E0,1.117726645E2,4.742892885E0,3.365932874E0
2.996096492E1,5.058355729E1,8.699704852E0,1.772827914E2,3.343464604E0,1.050401022E2,4.743585943E0,3.364956082E0
3.096095109E1,5.058355263E1,8.699749943E0,1.774454380E2,3.095507010E0,1.020745579E2,4.744894667E0,3.363110410E0
3.196093774E1,5.058355443E1,8.699811944E0,1.780740154E2,3.479731147E0,9.482605862E1,4.746193831E0,3.361276715E0
3.296092391E1,5.058356200E1,8.699845821E0,1.779101221E2,2.961728771E0,8.375383433E1,4.744304741E0,3.363942561E0
3.396090937E1,5.058356065E1,8.699899667E0,1.776327982E2,3.262723285E0,8.703399444E1,4.742929436E0,3.365881371E0
3.496089602E1,5.058357097E1,8.699945189E0,1.773612873E2,3.239852031E0,7.904419194E1,4.743250536E0,3.365428856E0
3.596088231E1,5.058357957E1,8.699980669E0,1.776055256E2,2.871006668E0,7.454644697E1,4.742237312E0,3.366856443E0
3.696086884E1,5.058359007E1,8.700030074E0,1.779067533E2,3.093525540E0,7.305815425E1,4.742785630E0,3.366084001E0
3.796085560E1,5.058360682E1,8.700069183E0,1.780171026E2,3.107671608E0,6.592071461E1,4.743352407E0,3.365285275E0
3.896084142E1,5.058362125E1,8.700104960E0,1.774825556E2,3.005631112E0,6.105813305E1,4.742268076E0,3.366813111E0
3.996082878E1,5.058364230E1,8.700143305E0,1.779834859E2,3.155549138E0,5.577432662E1,4.742911030E0,3.365907307E0
4.096081436E1,5.058366171E1,8.700170365E0,1.777260845E2,2.983089571E0,4.932935784E1,4.743772933E0,3.364692466E0
4.196080124E1,5.058368430E1,8.700199443E0,1.776367865E2,3.082742534E0,4.549515153E1,4.743714810E0,3.364774411E0
4.296078801E1,5.058370595E1,8.700228683E0,1.782328722E2,3.052152395E0,4.487395051E1,4.742416596E0,3.366603906E0
4.396077764E1,5.058372699E1,8.700267127E0,1.774632979E2,3.247392873E0,4.673846721E1,4.743294006E0,3.365367588E0
4.496076155E1,5.058375304E1,8.700295351E0,1.777860641E2,3.281181498E0,4.199902217E1,4.743324761E0,3.365324241E0
4.596074998E1,5.058377119E1,8.700324297E0,1.781960830E2,2.994228727E0,4.377804273E1,4.743344262E0,3.365296755E0
4.696073425E1,5.058379730E1,8.700353269E0,1.782346001E2,3.113106046E0,3.984061692E1,4.742322962E0,3.366735802E0
4.796072102E1,5.058381734E1,8.700383468E0,1.783138039E2,3.029650164E0,3.983672468E1,4.742288637E0,3.366784151E0
4.896070790E1,5.058383508E1,8.700418293E0,1.782485810E2,3.041116646E0,4.540074387E1,4.742869380E0,3.365965995E0
4.996069467E1,5.058386131E1,8.700443587E0,1.783626708E2,3.154492419E0,3.890884211E1,4.743046043E0,3.365717050E0
