"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.978999892E-3,-3.984414368E0,6.337071991E0,4.573140106E0
1.600699988E-2,-3.902983704E0,6.141728210E0,4.666396179E0
2.603399986E-2,-3.766467590E0,5.921685791E0,4.978197784E0
3.606099985E-2,-3.429069214E0,5.901328125E0,5.398523712E0
4.608800006E-2,-3.050057373E0,6.056705017E0,5.900879059E0
5.611600005E-2,-2.712209930E0,6.226152649E0,6.430777130E0
6.614300003E-2,-2.366728363E0,6.196963348E0,6.971452789E0
7.617000001E-2,-1.977238312E0,5.913452911E0,7.349716187E0
8.619700000E-2,-1.778302002E0,5.609884186E0,7.698041840E0
9.622499999E-2,-1.859582977E0,5.338797913E0,8.020321655E0
1.062520000E-1,-1.936822357E0,5.151387634E0,8.242160339E0
1.162790000E-1,-1.883233795E0,4.945415955E0,8.368048553E0
1.263059999E-1,-1.798959045E0,4.704117737E0,8.380173340E0
1.363339999E-1,-1.742526398E0,4.665348358E0,8.367749176E0
1.463609999E-1,-1.727258148E0,4.705914001E0,8.393495636E0
1.563879999E-1,-1.649569702E0,4.733157349E0,8.470585327E0
1.664149999E-1,-1.518143005E0,4.761149139E0,8.582253113E0
1.764429999E-1,-1.298250275E0,4.781955872E0,8.736731873E0
1.864700001E-1,-1.111887817E0,4.761897583E0,9.016799469E0
1.964970001E-1,-9.018745422E-1,4.717440033E0,9.234297180E0
2.065240000E-1,-7.798782349E-1,4.646487579E0,9.298363953E0
2.165520000E-1,-8.678952026E-1,4.600383453E0,9.235195312E0
2.265790000E-1,-1.013242950E0,4.478237457E0,9.114995270E0
2.366060000E-1,-1.242715759E0,4.380939789E0,8.994046783E0
2.466330000E-1,-1.436113586E0,4.271816711E0,8.932225342E0
2.566600000E-1,-1.484612732E0,4.171076202E0,8.956325226E0
2.666879999E-1,-1.428928528E0,4.100423126E0,9.097332001E0
2.767149999E-1,-1.332678680E0,4.131857758E0,9.325457611E0
2.867419999E-1,-1.181642761E0,4.232598267E0,9.542805634E0
2.967689999E-1,-1.017284546E0,4.291276245E0,9.704020386E0
3.067969999E-1,-8.764274597E-1,4.268373871E0,9.607321472E0
3.168239999E-1,-7.873626709E-1,4.290378113E0,9.361831970E0
3.268509998E-1,-6.505471802E-1,4.251009979E0,9.190438385E0
3.368780001E-1,-5.089416504E-1,4.095034332E0,9.123377838E0
3.469060000E-1,-4.346960449E-1,3.902085571E0,9.136999512E0
3.569330000E-1,-4.567002869E-1,3.762126617E0,9.259744263E0
3.669600000E-1,-4.682263184E-1,3.721860352E0,9.505533142E0
3.769870000E-1,-4.574487305E-1,3.714375916E0,9.823621674E0
3.870150000E-1,-4.993615723E-1,3.788172455E0,1.013407608E1
3.970420000E-1,-4.959187317E-1,3.822900238E0,1.029080017E1
4.070689999E-1,-3.480262756E-1,3.733536072E0,1.025756927E1
4.170959999E-1,-1.246907043E-1,3.519780579E0,1.008198441E1
4.271239999E-1,-7.634124756E-3,3.309916992E0,9.787696381E0
4.371509999E-1,-1.206491089E-1,3.274889832E0,9.554930420E0
4.471779999E-1,-2.999761963E-1,3.344046021E0,9.305698700E0
4.572049999E-1,-4.833448792E-1,3.446732483E0,9.125174103E0
4.672329999E-1,-6.104306030E-1,3.532504120E0,9.062753906E0
4.772600001E-1,-6.517446899E-1,3.510499878E0,9.068891144E0
4.872870001E-1,-6.298901367E-1,3.487597504E0,9.100475464E0
4.973140000E-1,-5.993536377E-1,3.443439331E0,9.085656281E0
5.073410000E-1,-5.632786560E-1,3.422931976E0,9.141340485E0
5.173690000E-1,-4.586462402E-1,3.372486877E0,9.170829163E0
5.273960000E-1,-4.525090027E-1,3.332370300E0,9.111702118E0
5.374230000E-1,-5.153782654E-1,3.407214661E0,9.080866241E0
5.474500000E-1,-6.116281128E-1,3.512146454E0,9.059011688E0
5.574779999E-1,-7.373666382E-1,3.612288208E0,8.984616394E0
5.675049999E-1,-7.747888184E-1,3.743864594E0,8.881480865E0
5.775319999E-1,-6.650669861E-1,3.778143311E0,8.847501526E0
5.875589999E-1,-5.550457764E-1,3.688629456E0,8.859925690E0
5.975869999E-1,-5.183720398E-1,3.613785095E0,8.834777985E0
6.076139999E-1,-5.942642212E-1,3.470233612E0,8.595575409E0
6.176409998E-1,-6.044430542E-1,3.632346497E0,8.807085571E0
6.276680001E-1,-4.641847229E-1,3.769012299E0,9.075926514E0
6.376960000E-1,-7.773335266E-1,3.870201874E0,9.178912354E0
6.477230000E-1,-8.776249695E-1,3.810625763E0,9.321266327E0
6.577500000E-1,-6.959028625E-1,3.797303467E0,9.768386536E0
6.677780417E-1,-4.998106384E-1,3.778742065E0,1.023616379E1
6.778050417E-1,-6.243516541E-1,3.827540588E0,1.034932846E1
6.878330417E-1,-6.304888916E-1,3.924389191E0,1.031534912E1
6.978600416E-1,-3.396437073E-1,3.838617554E0,1.003887405E1
7.078870416E-1,1.157093811E-1,3.372786255E0,9.645043030E0
7.179140416E-1,5.083428955E-1,2.798879700E0,9.089548187E0
7.279420416E-1,8.942404175E-1,2.375110931E0,8.588989105E0
7.379690416E-1,1.580563202E0,2.324216766E0,8.492140503E0
7.479960416E-1,1.994302826E0,2.601589966E0,8.949140167E0
7.580230415E-1,1.170715485E0,2.449057159E0,8.770561523E0
7.680510415E-1,9.366023254E-1,2.639760590E0,8.664581909E0
7.780780417E-1,9.720785522E-1,3.006797333E0,8.944948883E0
7.881050417E-1,8.605604553E-1,3.155587921E0,9.205706635E0
7.981320417E-1,6.403683472E-1,3.027454376E0,9.403894501E0
8.081600417E-1,4.477189636E-1,2.617456970E0,9.363927612E0
8.181870417E-1,3.824546814E-1,2.162702637E0,9.198521576E0
8.282140417E-1,4.499642944E-1,1.913620605E0,9.130862274E0
8.382410416E-1,4.574487305E-1,2.100581818E0,9.351952515E0
8.482690416E-1,3.767665100E-1,2.411335602E0,1.006087830E1
