"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.659999050E-4,-3.204569221E-1,-1.018332481E0,-2.501188517E-1
1.099299989E-2,-6.106630564E-1,-1.168234706E0,-2.088011503E-1
2.101999987E-2,-8.741000295E-1,-1.314350367E0,-1.581209302E-1
3.104799986E-2,-1.072793484E0,-1.481657624E0,-1.246651039E-1
4.107500007E-2,-1.186416388E0,-1.645839691E0,-1.375523955E-1
5.110200006E-2,-1.221079111E0,-1.801099300E0,-1.960860193E-1
6.112900004E-2,-1.185890675E0,-1.939849734E0,-2.846015096E-1
7.115700003E-2,-1.117356896E0,-2.041881323E0,-3.853811622E-1
8.118400001E-2,-1.039667964E0,-2.079086781E0,-4.721695781E-1
9.121099999E-2,-9.742161632E-1,-2.060932159E0,-5.203717351E-1
1.012380000E-1,-9.204059243E-1,-1.998524189E0,-5.156435370E-1
1.112660000E-1,-8.945033550E-1,-1.937188148E0,-4.844667614E-1
1.212929999E-1,-9.075056911E-1,-1.866222382E0,-4.402758777E-1
1.313199999E-1,-9.177345634E-1,-1.707826376E0,-3.687466979E-1
1.413469999E-1,-9.228826761E-1,-1.545008421E0,-2.826746702E-1
1.513739999E-1,-9.373692274E-1,-1.436820030E0,-1.996757984E-1
1.614019999E-1,-9.468324780E-1,-1.296259403E0,-1.417712122E-1
1.714289999E-1,-9.323853850E-1,-1.181814194E0,-1.154289916E-1
1.814559998E-1,-9.144650102E-1,-1.118785501E0,-1.290169656E-1
1.914830001E-1,-9.296345115E-1,-1.016898870E0,-1.860041320E-1
2.015110001E-1,-9.403422475E-1,-8.583598733E-1,-2.346715331E-1
2.115380000E-1,-9.750428796E-1,-6.807132959E-1,-2.662968040E-1
2.215650000E-1,-1.018251419E0,-5.085476637E-1,-2.736468613E-1
2.315920000E-1,-1.049951553E0,-3.868060708E-1,-2.547217309E-1
2.416200000E-1,-1.058447123E0,-3.462328315E-1,-2.156278342E-1
2.516470000E-1,-1.028235316E0,-3.884485662E-1,-1.684387028E-1
2.616740000E-1,-9.575827718E-1,-4.687899947E-1,-1.330066770E-1
2.717009999E-1,-8.390753865E-1,-5.691495538E-1,-1.151615381E-1
2.817289999E-1,-6.876254082E-1,-6.605029106E-1,-1.277156770E-1
