beta,acc_thresh,gyro_thresh,score,zupt_ratio
0.05,0.1,0.0349065850398866,504.870869135366,0
0.05,0.1,0.0523598775598299,504.870869135366,0
0.05,0.1,0.0698131700797732,504.870869135366,0
0.05,0.15,0.0349065850398866,504.870869135366,0
0.05,0.15,0.0523598775598299,504.870869135366,0
0.05,0.15,0.0698131700797732,504.870869135366,0
0.05,0.2,0.0349065850398866,504.870869135366,0
0.05,0.2,0.0523598775598299,504.870869135366,0
0.05,0.2,0.0698131700797732,504.870869135366,0
0.1,0.1,0.0349065850398866,443.490414376437,0
0.1,0.1,0.0523598775598299,443.490414376437,0
0.1,0.1,0.0698131700797732,443.490414376437,0
0.1,0.15,0.0349065850398866,443.490414376437,0
0.1,0.15,0.0523598775598299,443.490414376437,0
0.1,0.15,0.0698131700797732,443.490414376437,0
0.1,0.2,0.0349065850398866,443.490414376437,0
0.1,0.2,0.0523598775598299,443.490414376437,0
0.1,0.2,0.0698131700797732,443.490414376437,0
0.2,0.1,0.0349065850398866,803.994268361333,0
0.2,0.1,0.0523598775598299,803.994268361333,0
0.2,0.1,0.0698131700797732,803.994268361333,0
0.2,0.15,0.0349065850398866,803.994268361333,0
0.2,0.15,0.0523598775598299,803.994268361333,0
0.2,0.15,0.0698131700797732,803.994268361333,0
0.2,0.2,0.0349065850398866,803.994268361333,0
0.2,0.2,0.0523598775598299,803.994268361333,0
0.2,0.2,0.0698131700797732,803.994268361333,0
0.3,0.1,0.0349065850398866,1198.62489156,0
0.3,0.1,0.0523598775598299,1198.62489156,0
0.3,0.1,0.0698131700797732,1198.62489156,0
0.3,0.15,0.0349065850398866,1198.62489156,0
0.3,0.15,0.0523598775598299,1198.62489156,0
0.3,0.15,0.0698131700797732,1198.62489156,0
0.3,0.2,0.0349065850398866,1198.62489156,0
0.3,0.2,0.0523598775598299,1198.62489156,0
0.3,0.2,0.0698131700797732,1198.62489156,0
