"Time (s)","X (hPa)"
-5.095152918E-1,9.724548340E2
5.238117082E-1,9.724565887E2
1.523825708E0,9.724578094E2
2.523871708E0,9.724583435E2
3.523889708E0,9.724703979E2
3.815416708E0,9.724868774E2
4.882033708E0,9.724922943E2
5.948631708E0,9.724946594E2
7.015279708E0,9.725152588E2
8.082011708E0,9.725276184E2
9.148669708E0,9.725379181E2
1.021537071E1,9.725529480E2
1.128207371E1,9.725769806E2
1.234873871E1,9.725828552E2
1.341538371E1,9.725947571E2
1.448210271E1,9.726036072E2
1.554874871E1,9.726190948E2
1.661536971E1,9.726274872E2
1.768199971E1,9.726388550E2
1.874866271E1,9.726507568E2
1.981533971E1,9.726585388E2
2.088204471E1,9.726631927E2
2.194875971E1,9.726692963E2
2.301542271E1,9.726773071E2
2.408204371E1,9.726813507E2
2.514871071E1,9.726905060E2
2.621539071E1,9.727037048E2
2.728202571E1,9.727128601E2
2.834874071E1,9.727267456E2
2.941549771E1,9.727458954E2
3.048216271E1,9.727633667E2
3.154881371E1,9.727724457E2
3.261550571E1,9.727884674E2
3.368219571E1,9.727912903E2
3.474886871E1,9.727915955E2
3.581555271E1,9.727948761E2
3.688228071E1,9.728055573E2
3.794897271E1,9.728204346E2
3.901564171E1,9.728498077E2
4.008231871E1,9.728791809E2
4.114899071E1,9.729090881E2
4.221567871E1,9.729296875E2
4.328238871E1,9.729448700E2
4.434903671E1,9.729571533E2
4.541565771E1,9.729660034E2
4.648234171E1,9.729776001E2
4.754903671E1,9.729887390E2
4.861577571E1,9.730038452E2
4.968256771E1,9.730189514E2
5.074940071E1,9.730350494E2
5.181626171E1,9.730526733E2
5.288307771E1,9.730715942E2
5.394985371E1,9.730940247E2
5.501663071E1,9.731114197E2
5.608340271E1,9.731269836E2
5.715016271E1,9.731420135E2
5.821692971E1,9.731609344E2
5.928365371E1,9.731752777E2
6.035040871E1,9.732008362E2
6.141713671E1,9.732191467E2
6.248383971E1,9.732382202E2
6.355063171E1,9.732527161E2
6.461740271E1,9.732720947E2
6.568413671E1,9.732865143E2
6.675087171E1,9.733055878E2
6.781753971E1,9.733288574E2
6.888429071E1,9.733520508E2
6.995100071E1,9.733750916E2
7.101777671E1,9.733937836E2
7.208453171E1,9.734131622E2
7.315134471E1,9.734307098E2
7.421812571E1,9.734490204E2
7.528476171E1,9.734644318E2
7.635138771E1,9.734813690E2
7.741809571E1,9.734986877E2
7.848474871E1,9.735183716E2
7.955135971E1,9.735375214E2
8.061794471E1,9.735523224E2
8.168453371E1,9.735721588E2
8.275120171E1,9.735928345E2
8.381783871E1,9.736133575E2
8.488444471E1,9.736330414E2
8.595110871E1,9.736575317E2
8.701785171E1,9.736778259E2
8.808458871E1,9.736961365E2
8.915130671E1,9.737123871E2
9.021807771E1,9.737290192E2
9.128485371E1,9.737416077E2
9.235164571E1,9.737593079E2
9.341847371E1,9.737781525E2
9.448526571E1,9.737991333E2
9.555214071E1,9.738160706E2
9.661892571E1,9.738339233E2
9.768577771E1,9.738474274E2
9.875257371E1,9.738609314E2
9.981940571E1,9.738741302E2
1.008862217E2,9.738866425E2
1.019530267E2,9.738993073E2
1.030199197E2,9.739130402E2
1.040867967E2,9.739270782E2
1.062818383E2,9.739575958E2
1.072819213E2,9.739571381E2
1.082820073E2,9.739567566E2
1.092820383E2,9.739468384E2
1.102820683E2,9.739400482E2
1.106401953E2,9.739360046E2
1.117069083E2,9.739289856E2
1.127736783E2,9.739167023E2
1.138403713E2,9.739086914E2
1.149070333E2,9.738993073E2
1.159737833E2,9.738880157E2
1.170406153E2,9.738784790E2
1.181074433E2,9.738703918E2
1.191742633E2,9.738587952E2
1.202410483E2,9.738426971E2
1.213078843E2,9.738276672E2
1.223746513E2,9.738149261E2
1.234414083E2,9.737985229E2
1.245081733E2,9.737845612E2
1.255748873E2,9.737699127E2
1.266415763E2,9.737580872E2
1.277082743E2,9.737446594E2
1.287749993E2,9.737321472E2
1.298416613E2,9.737171173E2
1.309082893E2,9.737051392E2
