"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.745438814E-1,5.058298027E1,8.691796181E0,1.763396654E2,4.102326150E-2,NaN,4.798335522E0,3.286413432E0
1.774531126E0,5.058297769E1,8.691784220E0,1.762479478E2,8.006376343E-2,NaN,4.795304542E0,3.290834451E0
2.774518728E0,5.058297986E1,8.691802403E0,1.754779797E2,3.293342164E-1,NaN,4.804233854E0,3.277784939E0
3.774505734E0,5.058298363E1,8.691805217E0,1.751458213E2,3.729813554E-1,NaN,4.797840902E0,3.287135488E0
4.774493217E0,5.058300165E1,8.691803104E0,1.752909236E2,8.800992788E-1,3.143266770E2,4.802985238E0,3.279614281E0
5.774480820E0,5.058300938E1,8.691792762E0,1.748738006E2,1.505552180E0,2.979667045E2,4.799362701E0,3.284913194E0
6.774470687E0,5.058300539E1,8.691757554E0,1.752324733E2,1.852707175E0,2.920187864E2,4.793892970E0,3.292890405E0
7.774454355E0,5.058300306E1,8.691712187E0,1.748943602E2,2.522148967E0,2.789532398E2,4.795381252E0,3.290722669E0
8.774441242E0,5.058298870E1,8.691675096E0,1.747176895E2,2.487925697E0,2.600271980E2,4.801719987E0,3.281466470E0
9.774428606E0,5.058298549E1,8.691643169E0,1.744498735E2,2.406625041E0,2.768257562E2,4.800747826E0,3.282888567E0
1.077441549E1,5.058299160E1,8.691608919E0,1.744385884E2,2.189870500E0,2.850831981E2,4.827996263E0,3.242682396E0
1.177440274E1,5.058299226E1,8.691573166E0,1.740161015E2,2.178590263E0,2.830956315E2,4.837423910E0,3.228601391E0
1.277439010E1,5.058298502E1,8.691541872E0,1.738651999E2,2.091751778E0,2.706622622E2,4.849998013E0,3.209681652E0
1.377437651E1,5.058298778E1,8.691510828E0,1.738758125E2,2.120431316E0,2.700531566E2,4.860410964E0,3.193891403E0
1.477436423E1,5.058298566E1,8.691482084E0,1.737885009E2,2.179736465E0,2.756780353E2,4.867550801E0,3.182999566E0
1.577435124E1,5.058299459E1,8.691431360E0,1.730888696E2,2.671984473E0,2.866962322E2,4.857858013E0,3.197773062E0
1.677433836E1,5.058299472E1,8.691378578E0,1.736321537E2,2.561750470E0,2.776913663E2,4.813097768E0,3.264755261E0
1.777432477E1,5.058298741E1,8.691346945E0,1.739189414E2,2.449137681E0,2.784692740E2,4.798519118E0,3.286145357E0
1.877431214E1,5.058298343E1,8.691333772E0,1.744532990E2,1.388755323E0,2.796080205E2,4.791900683E0,3.295788961E0
1.977429903E1,5.058298956E1,8.691291439E0,1.743407078E2,2.384630865E0,2.808292301E2,4.787124170E0,3.302723000E0
2.077428579E1,5.058299171E1,8.691283149E0,1.744011156E2,1.295825367E0,2.789170089E2,4.820091261E0,3.254421187E0
2.177427232E1,5.058299148E1,8.691227213E0,1.746212464E2,2.393823586E0,2.743123197E2,4.799963164E0,3.284035727E0
2.277425945E1,5.058298452E1,8.691184919E0,1.749935458E2,2.382216040E0,2.613215342E2,4.796410120E0,3.289222855E0
2.377424657E1,5.058298951E1,8.691143959E0,1.750176819E2,2.446071441E0,2.757325647E2,4.799669656E0,3.284464679E0
2.477423275E1,5.058299566E1,8.691113395E0,1.750055366E2,2.256851493E0,2.844238704E2,4.797605539E0,3.287478992E0
2.577422071E1,5.058299967E1,8.691068667E0,1.753861841E2,2.566010644E0,2.797564795E2,4.798011327E0,3.286886724E0
2.677420688E1,5.058300234E1,8.691028721E0,1.754350606E2,2.546320317E0,2.775853627E2,4.799061357E0,3.285353424E0
2.777419436E1,5.058301938E1,8.690985022E0,1.754782791E2,2.616156787E0,2.881314078E2,4.791909019E0,3.295776841E0
2.877418149E1,5.058301529E1,8.690950830E0,1.754493396E2,2.347995531E0,2.719156631E2,4.844469893E0,3.218019343E0
2.977416849E1,5.058302017E1,8.690908299E0,1.749089180E2,2.267957123E0,2.784628671E2,4.867376772E0,3.183265681E0
3.077415466E1,5.058301295E1,8.690874000E0,1.744140956E2,2.129623521E0,2.687732739E2,4.873767498E0,3.173472453E0
3.177414179E1,5.058301118E1,8.690825755E0,1.742443440E2,2.093896685E0,2.723299482E2,4.890997763E0,3.146852065E0
3.277412820E1,5.058301779E1,8.690787624E0,1.738757547E2,1.974472842E0,2.691991468E2,4.887945550E0,3.151590921E0
3.377411604E1,5.058301663E1,8.690759427E0,1.736243516E2,1.900699201E0,2.762158509E2,4.887339550E0,3.152530595E0
3.477410185E1,5.058301487E1,8.690723167E0,1.736910135E2,2.119068930E0,2.704380339E2,4.826644372E0,3.244694306E0
3.577409005E1,5.058302204E1,8.690681766E0,1.740075685E2,2.455884882E0,2.706951127E2,4.808121364E0,3.272079764E0
3.677407598E1,5.058301343E1,8.690641033E0,1.741637049E2,2.809806649E0,2.647288653E2,4.794866805E0,3.291472216E0
3.777406275E1,5.058302238E1,8.690609704E0,1.742449367E2,2.337189555E0,2.816171520E2,4.787289288E0,3.302483657E0
3.877404976E1,5.058302899E1,8.690582162E0,1.738422075E2,2.254932647E0,2.832817259E2,4.788335362E0,3.300966752E0
3.977403629E1,5.058304746E1,8.690547569E0,1.739239269E2,2.443721291E0,2.945127569E2,4.785421382E0,3.305189741E0
4.077402318E1,5.058305684E1,8.690509238E0,1.737597446E2,2.584753095E0,2.892507435E2,4.788210678E0,3.301147609E0
4.177401042E1,5.058306030E1,8.690466756E0,1.734178079E2,2.582817536E0,2.830293877E2,4.792856785E0,3.294398408E0
4.277399719E1,5.058306624E1,8.690428977E0,1.737705424E2,2.545099762E0,2.808424522E2,4.789780750E0,3.298869109E0
4.377398407E1,5.058307601E1,8.690387336E0,1.734610674E2,2.591820727E0,2.838046216E2,4.789408442E0,3.299409615E0
4.477397120E1,5.058307817E1,8.690349766E0,1.733933391E2,2.479377806E0,2.787261289E2,4.791123049E0,3.296919314E0
4.577395821E1,5.058308159E1,8.690308647E0,1.734336860E2,2.492280941E0,2.725864629E2,4.789579344E0,3.299161521E0
4.677394438E1,5.058307377E1,8.690274258E0,1.730893324E2,2.327345352E0,2.578831340E2,4.792841366E0,3.294420840E0
4.777393103E1,5.058307690E1,8.690238094E0,1.730877993E2,2.284997326E0,2.660437218E2,4.798106245E0,3.286748165E0
4.877391827E1,5.058307764E1,8.690196008E0,1.734183717E2,2.360952762E0,2.680878062E2,4.797998780E0,3.286905039E0
4.977390409E1,5.058308861E1,8.690154082E0,1.733271229E2,2.378974662E0,2.808403828E2,4.796523969E0,3.289056832E0
5.077389205E1,5.058309449E1,8.690114911E0,1.734696061E2,2.709489696E0,2.836827734E2,4.768247723E0,3.329917520E0
5.177387869E1,5.058310123E1,8.690077185E0,1.734556754E2,2.502306665E0,2.828028450E2,4.767993315E0,3.330281786E0
5.277386498E1,5.058310246E1,8.690039614E0,1.728842635E2,2.346803522E0,2.775939849E2,4.763882180E0,3.336160009E0
5.377385259E1,5.058310774E1,8.689995147E0,1.730251295E2,2.555997553E0,2.765198145E2,4.762631128E0,3.337945741E0
5.477383912E1,5.058311534E1,8.689954389E0,1.727723122E2,2.607971117E0,2.812739135E2,4.762426692E0,3.338237414E0
5.577382624E1,5.058311886E1,8.689914229E0,1.723914051E2,2.552590750E0,2.787575483E2,4.765650251E0,3.333633861E0
5.677381277E1,5.058311648E1,8.689868170E0,1.725516470E2,2.718376402E0,2.730052218E2,4.770840347E0,3.326201951E0
5.777379966E1,5.058312198E1,8.689826861E0,1.726175100E2,2.633971169E0,2.754474954E2,4.774965985E0,3.320276626E0
5.877378714E1,5.058312449E1,8.689785281E0,1.723550821E2,2.600539765E0,2.750941390E2,4.769160665E0,3.328609858E0
