"Time (s)","X (hPa)"
-5.087820000E-1,9.793077850E2
5.185430000E-1,9.793170166E2
1.545881000E0,9.793263245E2
2.573291000E0,9.793379974E2
3.600629000E0,9.793406677E2
3.800235000E0,9.793457031E2
4.860734000E0,9.793457031E2
5.921220000E0,9.793493652E2
6.981685000E0,9.793522644E2
8.042173000E0,9.793563843E2
9.102592000E0,9.793647766E2
1.016300000E1,9.793737793E2
1.122340300E1,9.793807983E2
1.228387700E1,9.793866730E2
1.334432500E1,9.793930054E2
1.440476600E1,9.793977356E2
1.546516100E1,9.794027710E2
1.652552500E1,9.794039917E2
1.758594500E1,9.794045258E2
1.864634000E1,9.794039917E2
1.970674900E1,9.794045258E2
2.076718700E1,9.794058228E2
2.182762400E1,9.794121552E2
2.288801300E1,9.794145203E2
2.394848000E1,9.794171143E2
2.500893800E1,9.794171143E2
2.606942600E1,9.794152069E2
2.712986100E1,9.794107056E2
2.819032600E1,9.794065857E2
2.925084300E1,9.794065857E2
3.031138200E1,9.794077301E2
3.137185400E1,9.794084167E2
3.243232700E1,9.794085693E2
3.349281400E1,9.794121552E2
3.455332200E1,9.794123077E2
3.561379100E1,9.794136047E2
3.667428600E1,9.794157410E2
3.773487000E1,9.794157410E2
3.879536600E1,9.794151306E2
3.985585400E1,9.794123840E2
4.091633600E1,9.794122314E2
4.197679500E1,9.794114685E2
4.303733300E1,9.794114685E2
4.409786400E1,9.794165802E2
4.515834700E1,9.794243622E2
4.621884800E1,9.794315338E2
4.727939000E1,9.794412994E2
4.834000100E1,9.794412994E2
4.940056200E1,9.794444275E2
5.046113400E1,9.794470215E2
5.152173000E1,9.794470215E2
5.258226600E1,9.794479370E2
5.364285800E1,9.794519043E2
5.470343800E1,9.794557190E2
5.576402400E1,9.794557190E2
5.682453000E1,9.794530487E2
5.788507200E1,9.794519043E2
5.894557500E1,9.794530487E2
6.000611200E1,9.794570923E2
6.106666000E1,9.794615173E2
6.212717000E1,9.794791412E2
6.318770900E1,9.794886780E2
6.424821600E1,9.794978333E2
6.530876800E1,9.794981384E2
6.636929500E1,9.795015717E2
6.742985200E1,9.795015717E2
6.849040000E1,9.794992065E2
6.955093500E1,9.794914246E2
7.061145600E1,9.794908905E2
7.167196300E1,9.794885254E2
7.273251600E1,9.794821930E2
7.379303700E1,9.794796753E2
7.485349200E1,9.794758606E2
7.591398100E1,9.794723511E2
7.697451700E1,9.794636536E2
7.803504200E1,9.794620514E2
7.909558500E1,9.794596863E2
8.015611100E1,9.794596863E2
8.121665500E1,9.794642639E2
8.227721100E1,9.794732666E2
8.333776200E1,9.794808960E2
8.439830600E1,9.794899750E2
8.545884200E1,9.794952393E2
8.651940600E1,9.794952393E2
8.757991100E1,9.794922638E2
8.864042800E1,9.794879150E2
8.970090600E1,9.794768524E2
9.076142800E1,9.794650269E2
9.182194900E1,9.794602966E2
9.288244300E1,9.794548035E2
9.394291000E1,9.794526672E2
9.500345000E1,9.794516754E2
9.606399400E1,9.794512177E2
9.712451300E1,9.794475555E2
9.818507100E1,9.794438171E2
9.924560200E1,9.794365692E2
1.003061610E2,9.794287872E2
1.013666850E2,9.794196320E2
1.024272320E2,9.794168091E2
1.034877730E2,9.794168091E2
1.045483890E2,9.794216156E2
1.056089970E2,9.794300842E2
1.066696070E2,9.794396210E2
1.077302230E2,9.794457245E2
1.087908110E2,9.794519806E2
1.098513460E2,9.794526672E2
1.109119090E2,9.794519806E2
1.119724830E2,9.794536591E2
1.130330630E2,9.794528961E2
1.140935610E2,9.794545746E2
1.151541150E2,9.794528961E2
1.162147020E2,9.794502258E2
1.172752800E2,9.794477844E2
1.183358800E2,9.794406128E2
1.193964650E2,9.794358063E2
1.204570810E2,9.794255066E2
1.215176200E2,9.794182587E2
1.225781540E2,9.794159698E2
1.236387220E2,9.794159698E2
1.246993420E2,9.794169617E2
1.257599640E2,9.794234467E2
1.268205950E2,9.794300079E2
1.278812050E2,9.794371033E2
1.289418040E2,9.794384003E2
1.300023540E2,9.794401550E2
1.310629270E2,9.794409180E2
1.321234550E2,9.794422913E2
1.331840150E2,9.794439697E2
1.342446240E2,9.794454193E2
1.353051580E2,9.794480133E2
1.363657140E2,9.794489288E2
1.374262470E2,9.794480133E2
1.384867560E2,9.794457245E2
1.395473490E2,9.794440460E2
1.406078480E2,9.794404602E2
1.416683820E2,9.794392395E2
1.427289370E2,9.794387054E2
1.437895050E2,9.794385529E2
1.448500560E2,9.794363403E2
1.459105740E2,9.794363403E2
1.469711280E2,9.794360352E2
1.480317070E2,9.794360352E2
1.490923380E2,9.794360352E2
1.501529870E2,9.794303131E2
1.512136990E2,9.794296265E2
1.522743460E2,9.794296265E2
1.533350100E2,9.794306183E2
1.543956390E2,9.794318390E2
1.554562590E2,9.794362640E2
1.565168300E2,9.794374847E2
1.575775160E2,9.794367981E2
1.586381790E2,9.794368744E2
1.596988370E2,9.794367981E2
1.607595510E2,9.794368744E2
1.618202380E2,9.794415283E2
1.628808860E2,9.794439697E2
1.639414630E2,9.794441986E2
1.650020010E2,9.794451141E2
1.660626000E2,9.794509888E2
1.671231850E2,9.794576263E2
1.681837500E2,9.794649506E2
1.692443170E2,9.794664764E2
1.703048880E2,9.794713593E2
1.713654650E2,9.794713593E2
1.724260570E2,9.794705200E2
1.734866560E2,9.794701385E2
1.745473100E2,9.794701385E2
