beta,acc_thresh,gyro_thresh,score,zupt_ratio
0.05,0.1,0.0349065850398866,728.783619007481,0
0.05,0.1,0.0523598775598299,728.783619007481,0
0.05,0.1,0.0698131700797732,728.783619007481,0
0.05,0.15,0.0349065850398866,728.783619007481,0
0.05,0.15,0.0523598775598299,728.783619007481,0
0.05,0.15,0.0698131700797732,728.783619007481,0
0.05,0.2,0.0349065850398866,728.783619007481,0
0.05,0.2,0.0523598775598299,728.783619007481,0
0.05,0.2,0.0698131700797732,728.783619007481,0
0.1,0.1,0.0349065850398866,1061.29441676149,0
0.1,0.1,0.0523598775598299,1061.29441676149,0
0.1,0.1,0.0698131700797732,1061.29441676149,0
0.1,0.15,0.0349065850398866,1061.29441676149,0
0.1,0.15,0.0523598775598299,1061.29441676149,0
0.1,0.15,0.0698131700797732,1061.29441676149,0
0.1,0.2,0.0349065850398866,1061.29441676149,0
0.1,0.2,0.0523598775598299,1061.29441676149,0
0.1,0.2,0.0698131700797732,1061.29441676149,0
0.2,0.1,0.0349065850398866,606.541419481869,0
0.2,0.1,0.0523598775598299,606.541419481869,0
0.2,0.1,0.0698131700797732,606.541419481869,0
0.2,0.15,0.0349065850398866,606.541419481869,0
0.2,0.15,0.0523598775598299,606.541419481869,0
0.2,0.15,0.0698131700797732,606.541419481869,0
0.2,0.2,0.0349065850398866,606.541419481869,0
0.2,0.2,0.0523598775598299,606.541419481869,0
0.2,0.2,0.0698131700797732,606.541419481869,0
0.3,0.1,0.0349065850398866,714.512285612579,0
0.3,0.1,0.0523598775598299,714.512285612579,0
0.3,0.1,0.0698131700797732,714.512285612579,0
0.3,0.15,0.0349065850398866,714.512285612579,0
0.3,0.15,0.0523598775598299,714.512285612579,0
0.3,0.15,0.0698131700797732,714.512285612579,0
0.3,0.2,0.0349065850398866,714.512285612579,0
0.3,0.2,0.0523598775598299,714.512285612579,0
0.3,0.2,0.0698131700797732,714.512285612579,0
